"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",590,590,,,
"De 06 a 14 años (056)",429,363,52,7,7
"Empleado (057)",38,32,5,1,
"Obrero (058)",83,56,20,2,5
"Trabajador independiente (059)",125,116,9,,
"Trabajador familiar no remunerado (061)",157,133,18,4,2
"Trabajador del hogar (062)",26,26,,,
"De 15 a 29 años (064)",12270,6603,2013,1222,2432
"Empleado (065)",2514,1041,373,387,713
"Obrero (066)",5080,1487,1090,810,1693
"Trabajador independiente (067)",3457,3024,433,,
"Empleador o patrono (068)",140,87,36,9,8
"Trabajador familiar no remunerado (069)",768,653,81,16,18
"Trabajador del hogar (070)",311,311,,,
"De 30 a 44 años (072)",12088,6576,1754,1302,2456
"Empleado (073)",2539,725,329,527,958
"Obrero (074)",4394,1283,913,731,1467
"Trabajador independiente (075)",4373,3944,429,,
"Empleador o patrono (076)",262,162,61,29,10
"Trabajador familiar no remunerado (077)",366,308,22,15,21
"Trabajador del hogar (078)",154,154,,,
"De 45 a 64 años (080)",7154,4614,792,669,1079
"Empleado (081)",1318,350,163,298,507
"Obrero (082)",2117,838,377,343,559
"Trabajador independiente (083)",3204,3014,190,,
"Empleador o patrono (084)",207,140,42,18,7
"Trabajador familiar no remunerado (085)",220,184,20,10,6
"Trabajador del hogar (086)",88,88,,,
"De 65 y más años (088)",1171,1006,64,34,67
"Empleado (089)",78,31,8,13,26
"Obrero (090)",196,115,26,19,36
"Trabajador independiente (091)",763,741,22,,
"Empleador o patrono (092)",36,31,2,1,2
"Trabajador familiar no remunerado (093)",87,77,6,1,3
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",1490,1031,135,110,214
"Empleado (097)",147,38,17,29,63
"Obrero (098)",574,263,81,80,150
"Trabajador independiente (099)",591,559,32,,
"Empleador o patrono (100)",2,2,,,
"Trabajador familiar no remunerado (101)",159,152,5,1,1
"Trabajador del hogar (102)",17,17,,,
"De 06 a 14 años (104)",30,30,,,
"Empleado (105)",1,1,,,
"Obrero (106)",4,4,,,
"Trabajador independiente (107)",6,6,,,
"Trabajador familiar no remunerado (109)",19,19,,,
"De 15 a 29 años (112)",550,354,47,50,99
"Empleado (113)",56,11,7,13,25
"Obrero (114)",247,107,29,37,74
"Trabajador independiente (115)",134,126,8,,
"Trabajador familiar no remunerado (117)",99,96,3,,
"Trabajador del hogar (118)",14,14,,,
"De 30 a 44 años (120)",514,335,62,34,83
"Empleado (121)",62,18,6,11,27
"Obrero (122)",205,90,37,23,55
"Trabajador independiente (123)",220,202,18,,
"Trabajador familiar no remunerado (125)",24,22,1,,1
"Trabajador del hogar (126)",3,3,,,
"De 45 a 64 años (128)",316,237,24,25,30
"Empleado (129)",25,7,4,5,9
"Obrero (130)",100,47,13,19,21
"Trabajador independiente (131)",175,169,6,,
"Empleador o patrono (132)",1,1,,,
"Trabajador familiar no remunerado (133)",15,13,1,1,
"De 65 y más años (136)",80,75,2,1,2
"Empleado (137)",3,1,,,2
"Obrero (138)",18,15,2,1,
"Trabajador independiente (139)",56,56,,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",2,2,,,
