"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",191,167,18,5,1
"Empleado (057)",15,15,,,
"Obrero (058)",16,12,2,2,
"Trabajador independiente (059)",26,25,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",105,86,15,3,1
"Trabajador del hogar (062)",28,28,,,
"De 15 a 29 años (064)",3790,2365,547,443,435
"Empleado (065)",1490,595,290,300,305
"Obrero (066)",622,253,109,133,127
"Trabajador independiente (067)",1183,1065,118,,
"Empleador o patrono (068)",49,33,8,6,2
"Trabajador familiar no remunerado (069)",256,229,22,4,1
"Trabajador del hogar (070)",190,190,,,
"De 30 a 44 años (072)",4062,2470,519,511,562
"Empleado (073)",1453,357,286,386,424
"Obrero (074)",522,201,82,107,132
"Trabajador independiente (075)",1786,1662,124,,
"Empleador o patrono (076)",95,69,11,9,6
"Trabajador familiar no remunerado (077)",166,141,16,9,
"Trabajador del hogar (078)",40,40,,,
"De 45 a 64 años (080)",2530,1677,276,277,300
"Empleado (081)",666,158,113,191,204
"Obrero (082)",342,136,45,73,88
"Trabajador independiente (083)",1282,1186,96,,
"Empleador o patrono (084)",85,57,11,12,5
"Trabajador familiar no remunerado (085)",128,113,11,1,3
"Trabajador del hogar (086)",27,27,,,
"De 65 y más años (088)",612,518,57,17,20
"Empleado (089)",52,15,10,10,17
"Obrero (090)",60,44,9,4,3
"Trabajador independiente (091)",411,380,31,,
"Empleador o patrono (092)",33,27,3,3,
"Trabajador familiar no remunerado (093)",52,48,4,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",8500,6758,1108,302,332
"Empleado (097)",704,278,139,127,160
"Obrero (098)",1197,633,241,157,166
"Trabajador independiente (099)",5116,4588,528,,
"Empleador o patrono (100)",99,68,24,6,1
"Trabajador familiar no remunerado (101)",1290,1097,176,12,5
"Trabajador del hogar (102)",94,94,,,
"De 06 a 14 años (104)",100,81,17,2,
"Empleado (105)",1,1,,,
"Obrero (106)",7,4,2,1,
"Trabajador independiente (107)",18,16,2,,
"Trabajador familiar no remunerado (109)",69,55,13,1,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",2449,1894,312,103,140
"Empleado (113)",311,147,50,40,74
"Obrero (114)",451,245,86,57,63
"Trabajador independiente (115)",1057,956,101,,
"Empleador o patrono (116)",24,18,5,1,
"Trabajador familiar no remunerado (117)",557,479,70,5,3
"Trabajador del hogar (118)",49,49,,,
"De 30 a 44 años (120)",3014,2341,418,127,128
"Empleado (121)",265,94,54,56,61
"Obrero (122)",441,218,92,65,66
"Trabajador independiente (123)",1920,1707,213,,
"Empleador o patrono (124)",35,26,6,2,1
"Trabajador familiar no remunerado (125)",332,275,53,4,
"Trabajador del hogar (126)",21,21,,,
"De 45 a 64 años (128)",2237,1802,309,65,61
"Empleado (129)",115,30,33,28,24
"Obrero (130)",271,144,58,32,37
"Trabajador independiente (131)",1555,1379,176,,
"Empleador o patrono (132)",31,19,9,3,
"Trabajador familiar no remunerado (133)",250,215,33,2,
"Trabajador del hogar (134)",15,15,,,
"De 65 y más años (136)",700,640,52,5,3
"Empleado (137)",12,6,2,3,1
"Obrero (138)",27,22,3,2,
"Trabajador independiente (139)",566,530,36,,
"Empleador o patrono (140)",9,5,4,,
"Trabajador familiar no remunerado (141)",82,73,7,,2
"Trabajador del hogar (142)",4,4,,,
