"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",6,5,1,,
"Trabajador familiar no remunerado (061)",22,22,,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1401,553,93,166,589
"Empleado (065)",402,87,31,42,242
"Obrero (066)",649,131,49,123,346
"Trabajador independiente (067)",251,242,9,,
"Empleador o patrono (068)",8,5,2,,1
"Trabajador familiar no remunerado (069)",66,63,2,1,
"Trabajador del hogar (070)",25,25,,,
"De 30 a 44 años (072)",1559,520,101,175,763
"Empleado (073)",492,70,32,67,323
"Obrero (074)",693,102,50,101,440
"Trabajador independiente (075)",303,290,13,,
"Empleador o patrono (076)",28,15,6,7,
"Trabajador familiar no remunerado (077)",35,35,,,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",758,347,45,78,288
"Empleado (081)",227,16,20,40,151
"Obrero (082)",248,56,19,37,136
"Trabajador independiente (083)",241,239,2,,
"Empleador o patrono (084)",18,15,2,,1
"Trabajador familiar no remunerado (085)",21,18,2,1,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",88,67,4,3,14
"Empleado (089)",10,2,,2,6
"Obrero (090)",13,3,1,1,8
"Trabajador independiente (091)",54,52,2,,
"Trabajador familiar no remunerado (093)",10,9,1,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",1693,1130,64,137,362
"Empleado (097)",130,14,17,28,71
"Obrero (098)",592,166,30,107,289
"Trabajador independiente (099)",745,734,11,,
"Empleador o patrono (100)",46,43,1,1,1
"Trabajador familiar no remunerado (101)",173,166,5,1,1
"Trabajador del hogar (102)",7,7,,,
"De 06 a 14 años (104)",16,15,,1,
"Trabajador familiar no remunerado (109)",16,15,,1,
"De 15 a 29 años (112)",501,302,29,63,107
"Empleado (113)",46,6,4,10,26
"Obrero (114)",233,85,15,53,80
"Trabajador independiente (115)",127,122,5,,
"Empleador o patrono (116)",6,6,,,
"Trabajador familiar no remunerado (117)",85,79,5,,1
"Trabajador del hogar (118)",4,4,,,
"De 30 a 44 años (120)",617,388,18,52,159
"Empleado (121)",55,5,5,15,30
"Obrero (122)",223,48,10,36,129
"Trabajador independiente (123)",280,278,2,,
"Empleador o patrono (124)",19,17,1,1,
"Trabajador familiar no remunerado (125)",37,37,,,
"Trabajador del hogar (126)",3,3,,,
"De 45 a 64 años (128)",446,317,16,20,93
"Empleado (129)",29,3,8,3,15
"Obrero (130)",125,27,4,17,77
"Trabajador independiente (131)",243,239,4,,
"Empleador o patrono (132)",18,17,,,1
"Trabajador familiar no remunerado (133)",31,31,,,
"De 65 y más años (136)",113,108,1,1,3
"Obrero (138)",11,6,1,1,3
"Trabajador independiente (139)",95,95,,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",4,4,,,
