"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Padres/ suegros (042)",4905,1540,,1773,1047,55,154,75,261
"Otro(a) pariente (043)",25850,1490,499,5365,10339,2122,1522,2406,2107
"Trabajador(a) del hogar (044)",2320,66,19,717,1306,119,63,15,15
"Pensionista (045)",546,8,2,51,276,66,38,69,36
"Otro(a) no pariente (046)",11062,506,131,2020,4618,1007,749,1032,999
"Hombres (048)",155352,8467,4198,31051,55286,10554,10125,15997,19674
"Jefe o Jefa (049)",60729,573,23,7213,23866,4453,5726,6391,12484
"Esposa(o)/ compa¤era(o) (050)",5407,82,4,546,2274,472,538,647,844
"Hijo(a)/ hijastro(a) (051)",61049,5769,3273,17107,18434,3614,2367,6404,4081
"Yerno/ nuera (052)",2273,15,,55,805,240,328,270,560
"Nieto(a) (053)",5582,1070,601,2058,1216,172,88,284,93
"Padres/ suegros (054)",1386,180,,630,373,20,44,35,104
"Otro(a) pariente (055)",12931,582,247,2463,5535,1065,694,1344,1001
"Trabajador(a) del hogar (056)",196,4,,59,119,8,2,2,2
"Pensionista (057)",294,1,1,30,156,32,14,39,21
"Otro(a) no pariente (058)",5505,191,49,890,2508,478,324,581,484
"Mujeres (060)",168746,13318,4153,38889,54335,11600,13281,13004,20166
"Jefe o Jefa (061)",30710,1920,23,5606,10026,2320,3341,2517,4957
"Esposa(o)/ compa¤era(o) (062)",46029,2168,36,8899,16903,3020,4851,2815,7337
"Hijo(a)/ hijastro(a) (063)",60131,5619,3190,16472,16510,4017,3167,5597,5559
"Yerno/ nuera (064)",2279,9,4,127,894,298,369,196,382
"Nieto(a) (065)",5226,950,546,1931,1107,179,105,283,125
"Padres/ suegros (066)",3519,1360,,1143,674,35,110,40,157
"Otro(a) pariente (067)",12919,908,252,2902,4804,1057,828,1062,1106
"Trabajador(a) del hogar (068)",2124,62,19,658,1187,111,61,13,13
"Pensionista (069)",252,7,1,21,120,34,24,30,15
"Otro(a) no pariente (070)",5557,315,82,1130,2110,529,425,451,515
,,,,,,,,,
"RURAL (072)",14992,2522,503,6666,4357,376,222,192,154
"Jefe o Jefa (073)",3946,607,5,1721,1329,82,78,46,78
"Esposa(o)/ compa¤era(o) (074)",2745,622,8,1347,616,51,47,21,33
"Hijo(a)/ hijastro(a) (075)",6903,892,452,3106,2021,214,77,106,35
"Yerno/ nuera (076)",133,3,,32,78,11,7,2,
"Nieto(a) (077)",221,52,21,105,35,3,4,1,
"Padres/ suegros (078)",279,208,,64,7,,,,
"Otro(a) pariente (079)",629,114,16,248,216,12,6,10,7
"Trabajador(a) del hogar (080)",15,3,1,4,7,,,,
"Pensionista (081)",1,,,,,,1,,
"Otro(a) no pariente (082)",120,21,,39,48,3,2,6,1
"Hombres (084)",7541,815,245,3308,2645,211,115,113,89
"Jefe o Jefa (085)",3064,252,3,1404,1173,63,59,41,69
"Esposa(o)/ compa¤era(o) (086)",163,9,,61,76,7,3,6,1
"Hijo(a)/ hijastro(a) (087)",3647,442,219,1594,1156,121,44,57,14
"Yerno/ nuera (088)",63,1,,15,37,5,4,1,
"Nieto(a) (089)",115,22,14,55,19,3,1,1,
"Padres/ suegros (090)",76,42,,31,3,,,,
"Otro(a) pariente (091)",341,37,9,125,148,10,3,5,4
"Trabajador(a) del hogar (092)",4,,,2,2,,,,
"Otro(a) no pariente (094)",68,10,,21,31,2,1,2,1
"Mujeres (096)",7451,1707,258,3358,1712,165,107,79,65
"Jefe o Jefa (097)",882,355,2,317,156,19,19,5,9
"Esposa(o)/ compa¤era(o) (098)",2582,613,8,1286,540,44,44,15,32
"Hijo(a)/ hijastro(a) (099)",3256,450,233,1512,865,93,33,49,21
"Yerno/ nuera (100)",70,2,,17,41,6,3,1,
"Nieto(a) (101)",106,30,7,50,16,,3,,
"Padres/ suegros (102)",203,166,,33,4,,,,
"Otro(a) pariente (103)",288,77,7,123,68,2,3,5,3
"Trabajador(a) del hogar (104)",11,3,1,2,5,,,,
"Pensionista (105)",1,,,,,,1,,
"Otro(a) no pariente (106)",52,11,,18,17,1,1,4,
