"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",170,170,,,
"Organiz. y organos extraterritoriales (042)",1,,,,1
"Actividad economica no especificada (043)",352,289,23,25,15
"Mujeres (044)",8724,7276,458,430,560
"Agric., ganadería, caza y silvicultura (045)",3383,3206,130,40,7
"Pesca (046)",3,2,,1,
"Explotación de minas y canteras (047)",10,,,2,8
"Industrias manufactureras (048)",176,155,9,10,2
"Suministro de electricidad, gas y agua (049)",4,,1,2,1
"Construcción (050)",42,7,8,25,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1568,1533,29,6,
"Venta, mant.y rep. veh.autom y motoc. (052)",38,35,3,,
"Comercio al por mayor (053)",56,52,1,3,
"Comercio al por menor (054)",1474,1446,25,3,
"Hoteles y restaurantes (055)",722,696,17,7,2
"Trans., almac. y comunicaciones (056)",90,77,7,4,2
"Intermediación financiera (057)",13,6,1,3,3
"Activid.inmobil., empres. y alquileres (058)",149,89,18,27,15
"Admin.pub. y defensa; p. segur soc.afil (059)",214,,,,214
"Enseñanza (060)",845,300,190,261,94
"Servicios sociales y de salud (061)",278,58,9,10,201
"Otras activ. serv.comun.soc y personales (062)",184,147,17,17,3
"Hogares privados con servicio doméstico (063)",619,619,,,
"Actividad economica no especificada (065)",424,381,22,15,6
,,,,,
"URBANA (066)",13208,9598,997,939,1674
"Agric., ganadería, caza y silvicultura (067)",3619,3220,291,84,24
"Pesca (068)",14,6,,6,2
"Explotación de minas y canteras (069)",469,7,2,32,428
"Industrias manufactureras (070)",707,561,84,56,6
"Suministro de electricidad, gas y agua (071)",26,3,4,16,3
"Construcción (072)",680,421,95,107,57
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2391,2283,77,27,4
"Venta, mant.y rep. veh.autom y motoc. (074)",316,286,18,8,4
"Comercio al por mayor (075)",110,95,7,8,
"Comercio al por menor (076)",1965,1902,52,11,
"Hoteles y restaurantes (077)",768,720,26,9,13
"Trans., almac. y comunicaciones (078)",1035,887,66,38,44
"Intermediación financiera (079)",25,10,4,5,6
"Activid.inmobil., empres. y alquileres (080)",439,233,62,68,76
"Admin.pub. y defensa; p. segur soc.afil (081)",567,,,,567
"Enseñanza (082)",1002,213,210,424,155
"Servicios sociales y de salud (083)",367,80,11,15,261
"Otras activ. serv.comun.soc y personales (084)",279,197,41,32,9
"Hogares privados con servicio doméstico (085)",473,473,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",346,284,24,20,18
"Hombres (088)",8756,6238,736,584,1198
"Agric., ganadería, caza y silvicultura (089)",3092,2751,249,69,23
"Pesca (090)",11,4,,5,2
"Explotación de minas y canteras (091)",459,7,2,30,420
"Industrias manufactureras (092)",581,453,76,48,4
"Suministro de electricidad, gas y agua (093)",22,3,3,14,2
"Construcción (094)",648,416,90,87,55
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1172,1097,50,21,4
"Venta, mant.y rep. veh.autom y motoc. (096)",284,257,15,8,4
"Comercio al por mayor (097)",59,48,6,5,
"Comercio al por menor (098)",829,792,29,8,
"Hoteles y restaurantes (099)",189,164,11,3,11
"Trans., almac. y comunicaciones (100)",960,821,60,35,44
"Intermediación financiera (101)",12,4,3,2,3
"Activid.inmobil., empres. y alquileres (102)",302,151,47,43,61
"Admin.pub. y defensa; p. segur soc.afil (103)",386,,,,386
"Enseñanza (104)",418,68,94,192,64
"Servicios sociales y de salud (105)",151,42,4,6,99
"Otras activ. serv.comun.soc y personales (106)",138,81,32,19,6
"Hogares privados con servicio doméstico (107)",62,62,,,
"Organiz. y organos extraterritoriales (108)",1,,,,1
"Actividad economica no especificada (109)",152,114,15,10,13
"Mujeres (110)",4452,3360,261,355,476
"Agric., ganadería, caza y silvicultura (111)",527,469,42,15,1
"Pesca (112)",3,2,,1,
"Explotación de minas y canteras (113)",10,,,2,8
"Industrias manufactureras (114)",126,108,8,8,2
"Suministro de electricidad, gas y agua (115)",4,,1,2,1
"Construcción (116)",32,5,5,20,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1219,1186,27,6,
"Venta, mant.y rep. veh.autom y motoc. (118)",32,29,3,,
"Comercio al por mayor (119)",51,47,1,3,
"Comercio al por menor (120)",1136,1110,23,3,
"Hoteles y restaurantes (121)",579,556,15,6,2
"Trans., almac. y comunicaciones (122)",75,66,6,3,
"Intermediación financiera (123)",13,6,1,3,3
"Activid.inmobil., empres. y alquileres (124)",137,82,15,25,15
"Admin.pub. y defensa; p. segur soc.afil (125)",181,,,,181
"Enseñanza (126)",584,145,116,232,91
"Servicios sociales y de salud (127)",216,38,7,9,162
"Otras activ. serv.comun.soc y personales (128)",141,116,9,13,3
"Hogares privados con servicio doméstico (129)",411,411,,,
"Actividad economica no especificada (131)",194,170,9,10,5
,,,,,
"RURAL (132)",19212,17577,778,500,357
"Agric., ganadería, caza y silvicultura (133)",15977,15118,426,300,133
"Pesca (134)",7,2,,5,
"Explotación de minas y canteras (135)",20,7,4,3,6
"Industrias manufactureras (136)",300,264,25,10,1
"Suministro de electricidad, gas y agua (137)",4,1,1,2,
"Construcción (138)",261,138,53,68,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",598,576,22,,
"Venta, mant.y rep. veh.autom y motoc. (140)",38,33,5,,
"Comercio al por mayor (141)",19,17,2,,
"Comercio al por menor (142)",541,526,15,,
"Hoteles y restaurantes (143)",168,160,3,5,
"Trans., almac. y comunicaciones (144)",248,217,20,6,5
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",65,46,11,5,3
"Admin.pub. y defensa; p. segur soc.afil (147)",129,,,,129
"Enseñanza (148)",504,263,176,59,6
"Servicios sociales y de salud (149)",116,41,4,2,69
"Otras activ. serv.comun.soc y personales (150)",68,41,12,15,
"Hogares privados con servicio doméstico (151)",316,316,,,
"Actividad economica no especificada (153)",430,386,21,20,3
"Hombres (154)",14940,13661,581,425,273
"Agric., ganadería, caza y silvicultura (155)",13121,12381,338,275,127
"Pesca (156)",7,2,,5,
"Explotación de minas y canteras (157)",20,7,4,3,6
"Industrias manufactureras (158)",250,217,24,8,1
"Suministro de electricidad, gas y agua (159)",4,1,1,2,
"Construcción (160)",251,136,50,63,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",249,229,20,,
"Venta, mant.y rep. veh.autom y motoc. (162)",32,27,5,,
"Comercio al por mayor (163)",14,12,2,,
"Comercio al por menor (164)",203,190,13,,
"Hoteles y restaurantes (165)",25,20,1,4,
"Trans., almac. y comunicaciones (166)",233,206,19,5,3
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",53,39,8,3,3
"Admin.pub. y defensa; p. segur soc.afil (169)",96,,,,96
"Enseñanza (170)",243,108,102,30,3
"Servicios sociales y de salud (171)",54,21,2,1,30
"Otras activ. serv.comun.soc y personales (172)",25,10,4,11,
"Hogares privados con servicio doméstico (173)",108,108,,,
"Actividad economica no especificada (175)",200,175,8,15,2
"Mujeres (176)",4272,3916,197,75,84
"Agric., ganadería, caza y silvicultura (177)",2856,2737,88,25,6
"Industrias manufactureras (180)",50,47,1,2,
"Construcción (182)",10,2,3,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",349,347,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",6,6,,,
"Comercio al por mayor (185)",5,5,,,
"Comercio al por menor (186)",338,336,2,,
"Hoteles y restaurantes (187)",143,140,2,1,
"Trans., almac. y comunicaciones (188)",15,11,1,1,2
"Activid.inmobil., empres. y alquileres (190)",12,7,3,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",33,,,,33
"Enseñanza (192)",261,155,74,29,3
"Servicios sociales y de salud (193)",62,20,2,1,39
"Otras activ. serv.comun.soc y personales (194)",43,31,8,4,
"Hogares privados con servicio doméstico (195)",208,208,,,
"Actividad economica no especificada (197)",230,211,13,5,1
