"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",24,2,14,4,2,2
"Actividad economica no especificada (044)",119,,40,28,30,21
"Desocupado (045)",530,13,265,151,79,22
"Mujeres (046)",3302,102,996,1157,809,238
"Agric., ganadería, caza y silvicultura (047)",1545,77,403,458,434,173
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",44,1,11,15,11,6
"Construcción (052)",3,,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",456,6,119,179,127,25
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,1,,1,
"Comercio al por mayor (055)",6,,2,3,1,
"Comercio al por menor (056)",448,6,116,176,125,25
"Hoteles y restaurantes (057)",160,1,42,59,51,7
"Trans., almac. y comunicaciones (058)",8,,4,3,1,
"Intermediación financiera (059)",2,,,2,,
"Activid.inmobil., empres. y alquileres (060)",10,,3,5,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",51,,28,17,6,
"Enseñanza (062)",391,,68,243,78,2
"Servicios sociales y de salud (063)",107,,40,51,16,
"Otras activ. serv.comun.soc y personales (064)",31,1,10,13,5,2
"Hogares privados con servicio doméstico (065)",141,4,77,32,23,5
"Actividad economica no especificada (067)",168,,59,50,47,12
"Desocupado (068)",184,12,128,30,8,6
,,,,,,
"URBANA (069)",4935,51,1483,1871,1224,306
"Agric., ganadería, caza y silvicultura (070)",1703,22,463,538,483,197
"Pesca (071)",1,,,,1,
"Explotación de minas y canteras (072)",39,,16,18,5,
"Industrias manufactureras (073)",236,,97,62,52,25
"Suministro de electricidad, gas y agua (074)",2,,,1,1,
"Construcción (075)",172,1,71,66,32,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",728,11,189,283,201,44
"Venta, mant.y rep. veh.autom.y motoc. (077)",40,,20,16,4,
"Comercio al por mayor (078)",25,,5,10,8,2
"Comercio al por menor (079)",663,11,164,257,189,42
"Hoteles y restaurantes (080)",161,,41,60,53,7
"Trans., almac. y comunicaciones (081)",193,4,87,59,40,3
"Intermediación financiera (082)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (083)",55,,17,26,11,1
"Admin.pub. y defensa; p. segur.soc afil (084)",197,,71,81,43,2
"Enseñanza (085)",725,,95,436,189,5
"Servicios sociales y de salud (086)",155,,48,75,32,
"Otras activ. serv.comun.soc y personales (087)",60,4,25,19,9,3
"Hogares privados con servicio doméstico (088)",106,5,61,22,15,3
"Actividad economica no especificada (090)",88,,36,31,15,6
"Desocupado (091)",309,4,164,91,42,8
"Hombres (092)",3373,36,1034,1226,848,229
"Agric., ganadería, caza y silvicultura (093)",1485,20,409,482,407,167
"Pesca (094)",1,,,,1,
"Explotación de minas y canteras (095)",39,,16,18,5,
"Industrias manufactureras (096)",209,,90,54,45,20
"Suministro de electricidad, gas y agua (097)",2,,,1,1,
"Construcción (098)",169,1,68,66,32,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",319,5,91,118,84,21
"Venta, mant.y rep. veh.autom.y motoc. (100)",38,,19,16,3,
"Comercio al por mayor (101)",20,,4,7,7,2
"Comercio al por menor (102)",261,5,68,95,74,19
"Hoteles y restaurantes (103)",28,,13,8,7,
"Trans., almac. y comunicaciones (104)",185,4,83,56,39,3
"Intermediación financiera (105)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (106)",46,,14,22,9,1
"Admin.pub. y defensa; p. segur.soc afil (107)",151,,46,65,38,2
"Enseñanza (108)",378,,38,216,120,4
"Servicios sociales y de salud (109)",58,,15,26,17,
"Otras activ. serv.comun.soc y personales (110)",32,3,16,8,4,1
"Hogares privados con servicio doméstico (111)",13,1,10,2,,
"Actividad economica no especificada (113)",23,,10,8,3,2
"Desocupado (114)",232,2,113,75,36,6
"Mujeres (115)",1562,15,449,645,376,77
"Agric., ganadería, caza y silvicultura (116)",218,2,54,56,76,30
"Industrias manufactureras (119)",27,,7,8,7,5
"Construcción (121)",3,,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",409,6,98,165,117,23
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,1,,1,
"Comercio al por mayor (124)",5,,1,3,1,
"Comercio al por menor (125)",402,6,96,162,115,23
"Hoteles y restaurantes (126)",133,,28,52,46,7
"Trans., almac. y comunicaciones (127)",8,,4,3,1,
"Intermediación financiera (128)",2,,,2,,
"Activid.inmobil., empres. y alquileres (129)",9,,3,4,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",46,,25,16,5,
"Enseñanza (131)",347,,57,220,69,1
"Servicios sociales y de salud (132)",97,,33,49,15,
"Otras activ. serv.comun.soc y personales (133)",28,1,9,11,5,2
"Hogares privados con servicio doméstico (134)",93,4,51,20,15,3
"Actividad economica no especificada (136)",65,,26,23,12,4
"Desocupado (137)",77,2,51,16,6,2
,,,,,,
"RURAL (138)",7911,229,2542,2361,1997,782
"Agric., ganadería, caza y silvicultura (139)",6659,203,2007,1990,1746,713
"Pesca (140)",3,,2,1,,
"Explotación de minas y canteras (141)",18,,10,6,2,
"Industrias manufactureras (142)",70,2,21,23,19,5
"Construcción (144)",111,1,35,45,25,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",129,,55,36,32,6
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,1,,,
"Comercio al por mayor (147)",6,,2,3,1,
"Comercio al por menor (148)",122,,52,33,31,6
"Hoteles y restaurantes (149)",36,1,21,8,6,
"Trans., almac. y comunicaciones (150)",38,,22,10,6,
"Activid.inmobil., empres. y alquileres (152)",8,,2,4,2,
"Admin.pub. y defensa; p. segur.soc afil (153)",28,,12,10,6,
"Enseñanza (154)",118,,20,66,30,2
"Servicios sociales y de salud (155)",18,,11,6,1,
"Otras activ. serv.comun.soc y personales (156)",12,,2,5,5,
"Hogares privados con servicio doméstico (157)",59,1,30,14,10,4
"Actividad economica no especificada (159)",199,,63,47,62,27
"Desocupado (160)",405,21,229,90,45,20
"Hombres (161)",6171,142,1995,1849,1564,621
"Agric., ganadería, caza y silvicultura (162)",5332,128,1658,1588,1388,570
"Pesca (163)",3,,2,1,,
"Explotación de minas y canteras (164)",17,,9,6,2,
"Industrias manufactureras (165)",53,1,17,16,15,4
"Construcción (167)",111,1,35,45,25,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",82,,34,22,22,4
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,1,,,
"Comercio al por mayor (170)",5,,1,3,1,
"Comercio al por menor (171)",76,,32,19,21,4
"Hoteles y restaurantes (172)",9,,7,1,1,
"Trans., almac. y comunicaciones (173)",38,,22,10,6,
"Activid.inmobil., empres. y alquileres (175)",7,,2,3,2,
"Admin.pub. y defensa; p. segur.soc afil (176)",23,,9,9,5,
"Enseñanza (177)",74,,9,43,21,1
"Servicios sociales y de salud (178)",8,,4,4,,
"Otras activ. serv.comun.soc y personales (179)",9,,1,3,5,
"Hogares privados con servicio doméstico (180)",11,1,4,2,2,2
"Actividad economica no especificada (182)",96,,30,20,27,19
"Desocupado (183)",298,11,152,76,43,16
"Mujeres (184)",1740,87,547,512,433,161
"Agric., ganadería, caza y silvicultura (185)",1327,75,349,402,358,143
"Explotación de minas y canteras (187)",1,,1,,,
"Industrias manufactureras (188)",17,1,4,7,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",47,,21,14,10,2
"Comercio al por mayor (193)",1,,1,,,
"Comercio al por menor (194)",46,,20,14,10,2
"Hoteles y restaurantes (195)",27,1,14,7,5,
"Activid.inmobil., empres. y alquileres (198)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,3,1,1,
"Enseñanza (200)",44,,11,23,9,1
"Servicios sociales y de salud (201)",10,,7,2,1,
"Otras activ. serv.comun.soc y personales (202)",3,,1,2,,
"Hogares privados con servicio doméstico (203)",48,,26,12,8,2
"Actividad economica no especificada (205)",103,,33,27,35,8
"Desocupado (206)",107,10,77,14,2,4
