"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",94,,21,26,29,18
"Mujeres (045)",5045,144,1164,1354,1497,886
"Agric., ganadería, caza y silvicultura (046)",4275,133,895,1078,1334,835
"Pesca (047)",2,,,,2,
"Industrias manufactureras (049)",50,5,18,11,13,3
"Construcción (051)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",306,4,107,114,71,10
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,1,1,,
"Comercio al por mayor (054)",6,,2,3,1,
"Comercio al por menor (055)",298,4,104,110,70,10
"Hoteles y restaurantes (056)",95,,34,35,19,7
"Trans., almac. y comunicaciones (057)",7,,4,3,,
"Activid.inmobil., empres. y alquileres (059)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",37,,17,19,1,
"Enseñanza (061)",84,,24,37,23,
"Servicios sociales y de salud (062)",19,,5,12,2,
"Otras activ. serv.comun.soc y personales (063)",5,,2,2,,1
"Hogares privados con servicio doméstico (064)",40,,25,11,3,1
"Actividad economica no especificada (066)",117,2,27,30,29,29
,,,,,,
"URBANA (067)",2899,95,728,951,816,309
"Agric., ganadería, caza y silvicultura (068)",1749,76,426,482,517,248
"Pesca (069)",3,,,1,2,
"Explotación de minas y canteras (070)",2,,,,2,
"Industrias manufactureras (071)",72,5,29,16,18,4
"Suministro de electricidad, gas y agua (072)",3,,,2,1,
"Construcción (073)",59,,15,21,19,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",374,7,109,148,85,25
"Venta, mant.y rep. veh.autom.y motoc. (075)",13,,5,3,3,2
"Comercio al por mayor (076)",9,,4,4,1,
"Comercio al por menor (077)",352,7,100,141,81,23
"Hoteles y restaurantes (078)",100,3,29,37,23,8
"Trans., almac. y comunicaciones (079)",42,,14,16,9,3
"Intermediación financiera (080)",1,,,1,,
"Activid.inmobil., empres. y alquileres (081)",12,,4,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (082)",135,,36,74,22,3
"Enseñanza (083)",179,,25,79,73,2
"Servicios sociales y de salud (084)",35,,5,19,9,2
"Otras activ. serv.comun.soc y personales (085)",17,1,7,7,1,1
"Hogares privados con servicio doméstico (086)",20,1,8,9,2,
"Actividad economica no especificada (088)",96,2,21,34,30,9
"Hombres (089)",1674,52,387,539,506,190
"Agric., ganadería, caza y silvicultura (090)",1021,43,237,272,316,153
"Pesca (091)",2,,,1,1,
"Explotación de minas y canteras (092)",2,,,,2,
"Industrias manufactureras (093)",44,,23,10,9,2
"Suministro de electricidad, gas y agua (094)",3,,,2,1,
"Construcción (095)",59,,15,21,19,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",150,4,39,56,35,16
"Venta, mant.y rep. veh.autom.y motoc. (097)",12,,4,3,3,2
"Comercio al por mayor (098)",5,,2,2,1,
"Comercio al por menor (099)",133,4,33,51,31,14
"Hoteles y restaurantes (100)",22,3,3,7,7,2
"Trans., almac. y comunicaciones (101)",40,,12,16,9,3
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",10,,2,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (104)",104,,21,59,21,3
"Enseñanza (105)",122,,13,53,54,2
"Servicios sociales y de salud (106)",23,,2,10,9,2
"Otras activ. serv.comun.soc y personales (107)",14,1,6,5,1,1
"Hogares privados con servicio doméstico (108)",5,1,3,,1,
"Actividad economica no especificada (110)",52,,11,21,18,2
"Mujeres (112)",1225,43,341,412,310,119
"Agric., ganadería, caza y silvicultura (113)",728,33,189,210,201,95
"Pesca (114)",1,,,,1,
"Industrias manufactureras (116)",28,5,6,6,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",224,3,70,92,50,9
"Venta, mant.y rep. veh.autom.y motoc. (120)",1,,1,,,
"Comercio al por mayor (121)",4,,2,2,,
"Comercio al por menor (122)",219,3,67,90,50,9
"Hoteles y restaurantes (123)",78,,26,30,16,6
"Trans., almac. y comunicaciones (124)",2,,2,,,
"Activid.inmobil., empres. y alquileres (126)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",31,,15,15,1,
"Enseñanza (128)",57,,12,26,19,
"Servicios sociales y de salud (129)",12,,3,9,,
"Otras activ. serv.comun.soc y personales (130)",3,,1,2,,
"Hogares privados con servicio doméstico (131)",15,,5,9,1,
"Actividad economica no especificada (133)",44,2,10,13,12,7
,,,,,,
"RURAL (134)",8380,180,1733,2115,2610,1742
"Agric., ganadería, caza y silvicultura (135)",7549,175,1441,1866,2396,1671
"Pesca (136)",20,,5,9,5,1
"Explotación de minas y canteras (137)",6,,4,2,,
"Industrias manufactureras (138)",77,,45,15,12,5
"Construcción (140)",112,3,18,39,44,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",167,2,72,46,40,7
"Venta, mant.y rep. veh.autom.y motoc. (142)",4,,3,1,,
"Comercio al por mayor (143)",4,,,3,1,
"Comercio al por menor (144)",159,2,69,42,39,7
"Hoteles y restaurantes (145)",22,,10,6,5,1
"Trans., almac. y comunicaciones (146)",62,,27,23,11,1
"Activid.inmobil., empres. y alquileres (148)",7,,3,4,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",69,,23,27,12,7
"Enseñanza (150)",125,,29,47,49,
"Servicios sociales y de salud (151)",15,,3,6,6,
"Otras activ. serv.comun.soc y personales (152)",7,,4,1,,2
"Hogares privados con servicio doméstico (153)",27,,22,2,2,1
"Actividad economica no especificada (155)",115,,27,22,28,38
"Hombres (156)",4560,79,910,1173,1423,975
"Agric., ganadería, caza y silvicultura (157)",4002,75,735,998,1263,931
"Pesca (158)",19,,5,9,4,1
"Explotación de minas y canteras (159)",6,,4,2,,
"Industrias manufactureras (160)",55,,33,10,8,4
"Construcción (162)",110,3,17,38,44,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",85,1,35,24,19,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",3,,3,,,
"Comercio al por mayor (165)",2,,,2,,
"Comercio al por menor (166)",80,1,32,22,19,6
"Hoteles y restaurantes (167)",5,,2,1,2,
"Trans., almac. y comunicaciones (168)",57,,25,20,11,1
"Activid.inmobil., empres. y alquileres (170)",3,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",63,,21,23,12,7
"Enseñanza (172)",98,,17,36,45,
"Servicios sociales y de salud (173)",8,,1,3,4,
"Otras activ. serv.comun.soc y personales (174)",5,,3,1,,1
"Hogares privados con servicio doméstico (175)",2,,2,,,
"Actividad economica no especificada (177)",42,,10,5,11,16
"Mujeres (179)",3820,101,823,942,1187,767
"Agric., ganadería, caza y silvicultura (180)",3547,100,706,868,1133,740
"Pesca (181)",1,,,,1,
"Industrias manufactureras (183)",22,,12,5,4,1
"Construcción (185)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",82,1,37,22,21,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",79,1,37,20,20,1
"Hoteles y restaurantes (190)",17,,8,5,3,1
"Trans., almac. y comunicaciones (191)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (193)",4,,3,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,2,4,,
"Enseñanza (195)",27,,12,11,4,
"Servicios sociales y de salud (196)",7,,2,3,2,
"Otras activ. serv.comun.soc y personales (197)",2,,1,,,1
"Hogares privados con servicio doméstico (198)",25,,20,2,2,1
"Actividad economica no especificada (200)",73,,17,17,17,22
