"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 40 a 44 años (047)",2651,,,,206,1305,693,447
"De 45 a 49 años (048)",2387,,,7,594,1157,189,440
"De 50 y más años (049)",8301,313,988,1775,2317,965,35,1908
,,,,,,,,
"URBANA (060)",35086,317,1020,2074,4144,7211,11373,8947
"De 12 a 14 años (061)",47,,,,,,2,45
"De 15 a 19 años (062)",914,,,,,,536,378
"De 20 a 24 años (063)",3718,,,,,7,2210,1501
"De 25 a 29 años (064)",4567,,,,,199,2980,1388
"De 30 a 34 años (065)",4269,,,,,679,2613,977
"De 35 a 39 años (066)",4014,,,,50,1404,1749,811
"De 40 a 44 años (067)",3965,,,,320,1930,962,753
"De 45 a 49 años (068)",3566,,,12,848,1703,276,727
"De 50 y más años (069)",10026,317,1020,2062,2926,1289,45,2367
"PEA (070)",9416,5,48,311,1033,2409,2778,2832
"De 12 a 14 años (071)",2,,,,,,1,1
"De 15 a 19 años (072)",111,,,,,,65,46
"De 20 a 24 años (073)",864,,,,,6,414,444
"De 25 a 29 años (074)",1315,,,,,74,689,552
"De 30 a 34 años (075)",1351,,,,,264,700,387
"De 35 a 39 años (076)",1363,,,,16,503,525,319
"De 40 a 44 años (077)",1358,,,,117,644,281,316
"De 45 a 49 años (078)",1218,,,5,259,571,92,291
"De 50 y más años (079)",1834,5,48,306,641,347,11,476
"Ocupada (080)",8821,5,47,307,998,2295,2573,2596
"De 12 a 14 años (081)",2,,,,,,1,1
"De 15 a 19 años (082)",94,,,,,,53,41
"De 20 a 24 años (083)",741,,,,,6,362,373
"De 25 a 29 años (084)",1190,,,,,72,630,488
"De 30 a 34 años (085)",1253,,,,,248,653,352
"De 35 a 39 años (086)",1284,,,,16,467,503,298
"De 40 a 44 años (087)",1307,,,,114,622,270,301
"De 45 a 49 años (088)",1165,,,4,246,544,90,281
"De 50 y más años (089)",1785,5,47,303,622,336,11,461
"Desocupada (090)",595,,1,4,35,114,205,236
"De 15 a 19 años (092)",17,,,,,,12,5
"De 20 a 24 años (093)",123,,,,,,52,71
"De 25 a 29 años (094)",125,,,,,2,59,64
"De 30 a 34 años (095)",98,,,,,16,47,35
"De 35 a 39 años (096)",79,,,,,36,22,21
"De 40 a 44 años (097)",51,,,,3,22,11,15
"De 45 a 49 años (098)",53,,,1,13,27,2,10
"De 50 y más años (099)",49,,1,3,19,11,,15
"No PEA (100)",25670,312,972,1763,3111,4802,8595,6115
"De 12 a 14 años (101)",45,,,,,,1,44
"De 15 a 19 años (102)",803,,,,,,471,332
"De 20 a 24 años (103)",2854,,,,,1,1796,1057
"De 25 a 29 años (104)",3252,,,,,125,2291,836
"De 30 a 34 años (105)",2918,,,,,415,1913,590
"De 35 a 39 años (106)",2651,,,,34,901,1224,492
"De 40 a 44 años (107)",2607,,,,203,1286,681,437
"De 45 a 49 años (108)",2348,,,7,589,1132,184,436
"De 50 y más años (109)",8192,312,972,1756,2285,942,34,1891
,,,,,,,,
"RURAL (120)",593,1,16,19,52,121,231,153
"De 15 a 19 años (122)",20,,,,,,11,9
"De 20 a 24 años (123)",92,,,,,1,57,34
"De 25 a 29 años (124)",96,,,,,6,64,26
"De 30 a 34 años (125)",77,,,,,9,49,19
"De 35 a 39 años (126)",59,,,,1,19,27,12
"De 40 a 44 años (127)",55,,,,3,22,16,14
"De 45 a 49 años (128)",60,,,,7,35,6,12
"De 50 y más años (129)",134,1,16,19,41,29,1,27
"PEA (130)",117,,,,12,28,31,46
"De 20 a 24 años (133)",5,,,,,,3,2
"De 25 a 29 años (134)",22,,,,,2,10,10
"De 30 a 34 años (135)",19,,,,,3,6,10
"De 35 a 39 años (136)",14,,,,1,4,7,2
"De 40 a 44 años (137)",11,,,,,3,4,4
"De 45 a 49 años (138)",21,,,,2,10,1,8
"De 50 y más años (139)",25,,,,9,6,,10
"Ocupada (140)",114,,,,12,28,30,44
"De 20 a 24 años (143)",4,,,,,,3,1
"De 25 a 29 años (144)",21,,,,,2,9,10
"De 30 a 34 años (145)",18,,,,,3,6,9
"De 35 a 39 años (146)",14,,,,1,4,7,2
"De 40 a 44 años (147)",11,,,,,3,4,4
"De 45 a 49 años (148)",21,,,,2,10,1,8
"De 50 y más años (149)",25,,,,9,6,,10
"Desocupada (150)",3,,,,,,1,2
"De 20 a 24 años (153)",1,,,,,,,1
"De 25 a 29 años (154)",1,,,,,,1,
"De 30 a 34 años (155)",1,,,,,,,1
"No PEA (160)",476,1,16,19,40,93,200,107
"De 15 a 19 años (162)",20,,,,,,11,9
"De 20 a 24 años (163)",87,,,,,1,54,32
"De 25 a 29 años (164)",74,,,,,4,54,16
"De 30 a 34 años (165)",58,,,,,6,43,9
"De 35 a 39 años (166)",45,,,,,15,20,10
"De 40 a 44 años (167)",44,,,,3,19,12,10
"De 45 a 49 años (168)",39,,,,5,25,5,4
"De 50 y más años (169)",109,1,16,19,32,23,1,17
