"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",114,99,,82,15,2,,,,,15,118
"De 20 a 24 años (023)",493,409,2,267,108,23,6,3,,,84,595
"De 25 a 29 años (024)",611,541,2,225,179,93,37,5,,,70,1048
"De 30 a 34 años (025)",789,759,3,226,246,149,114,17,3,1,30,1804
"De 35 a 39 años (026)",834,814,2,129,225,203,186,51,16,2,20,2487
"De 40 a 44 años (027)",695,687,3,60,143,147,203,93,31,7,8,2588
"De 45 a 49 años (028)",522,516,,60,94,99,118,105,31,9,6,2085
"De 50 y más años (029)",915,906,3,65,83,86,220,219,159,71,9,5030
"Desocupada (030)",176,137,2,59,34,18,12,4,6,2,39,331
"De 15 a 19 años (032)",16,12,1,11,,,,,,,4,11
"De 20 a 24 años (033)",40,24,,17,6,1,,,,,16,32
"De 25 a 29 años (034)",42,30,1,14,9,5,,1,,,12,53
"De 30 a 34 años (035)",29,25,,6,12,2,5,,,,4,58
"De 35 a 39 años (036)",14,13,,4,,3,4,,2,,1,46
"De 40 a 44 años (037)",11,10,,3,3,3,1,,,,1,23
"De 45 a 49 años (038)",7,7,,1,1,1,,2,1,1,,37
"De 50 y más años (039)",17,16,,3,3,3,2,1,3,1,1,71
"No PEA (040)",20546,20053,57,3867,3734,2950,4171,2771,1712,791,493,79527
"De 12 a 14 años (041)",33,18,3,14,1,,,,,,15,16
"De 15 a 19 años (042)",952,857,6,738,100,10,3,,,,95,980
"De 20 a 24 años (043)",2720,2566,11,1437,840,221,55,2,,,154,4021
"De 25 a 29 años (044)",3061,2961,6,855,1043,671,358,25,3,,100,6653
"De 30 a 34 años (045)",2695,2660,4,349,746,698,684,151,23,5,35,8121
"De 35 a 39 años (046)",2356,2330,3,168,379,453,840,363,113,11,26,9361
"De 40 a 44 años (047)",1881,1861,3,96,226,276,616,402,176,66,20,8893
"De 45 a 49 años (048)",1616,1607,4,48,115,209,448,409,264,110,9,8975
"De 50 y más años (049)",5232,5193,17,162,284,412,1167,1419,1133,599,39,32507
,,,,,,,,,,,,
"URBANA (060)",11674,11256,41,2581,2476,1823,2228,1235,621,251,418,38723
"De 12 a 14 años (061)",17,6,1,4,1,,,,,,11,6
"De 15 a 19 años (062)",385,334,5,288,35,4,2,,,,51,378
"De 20 a 24 años (063)",1379,1235,7,796,353,63,11,5,,,144,1769
"De 25 a 29 años (064)",1584,1484,6,616,504,267,84,7,,,100,2816
"De 30 a 34 años (065)",1695,1655,2,369,581,381,288,31,3,,40,4131
"De 35 a 39 años (066)",1564,1540,4,206,399,375,419,109,27,1,24,4893
"De 40 a 44 años (067)",1306,1294,5,103,255,267,422,178,53,11,12,4950
"De 45 a 49 años (068)",1023,1011,3,70,139,198,299,206,79,17,12,4445
"De 50 y más años (069)",2721,2697,8,129,209,268,703,699,459,222,24,15335
"PEA (070)",3595,3414,14,873,845,613,619,295,109,46,181,10414
"De 12 a 14 años (071)",3,,,,,,,,,,3,
"De 15 a 19 años (072)",72,61,1,51,8,1,,,,,11,70
"De 20 a 24 años (073)",349,283,2,197,67,11,3,3,,,66,395
"De 25 a 29 años (074)",430,377,2,180,118,61,13,3,,,53,671
"De 30 a 34 años (075)",598,578,2,188,198,106,76,8,,,20,1282
"De 35 a 39 años (076)",635,621,2,110,187,158,129,27,8,,14,1762
"De 40 a 44 años (077)",520,515,3,50,121,126,150,51,12,2,5,1761
"De 45 a 49 años (078)",391,386,,46,75,82,96,68,15,4,5,1462
"De 50 y más años (079)",597,593,2,51,71,68,152,135,74,40,4,3011
"Ocupada (080)",3469,3311,12,824,821,601,611,292,106,44,158,10180
"De 12 a 14 años (081)",3,,,,,,,,,,3,
"De 15 a 19 años (082)",62,53,,44,8,1,,,,,9,63
"De 20 a 24 años (083)",321,266,2,183,64,11,3,3,,,55,375
"De 25 a 29 años (084)",399,353,1,169,111,56,13,3,,,46,631
"De 30 a 34 años (085)",577,558,2,182,189,105,72,8,,,19,1238
"De 35 a 39 años (086)",623,610,2,106,187,155,126,27,7,,13,1728
"De 40 a 44 años (087)",513,509,3,47,120,124,150,51,12,2,4,1750
"De 45 a 49 años (088)",386,381,,45,74,82,96,66,15,3,5,1436
"De 50 y más años (089)",585,581,2,48,68,67,151,134,72,39,4,2959
"Desocupada (090)",126,103,2,49,24,12,8,3,3,2,23,234
"De 15 a 19 años (092)",10,8,1,7,,,,,,,2,7
"De 20 a 24 años (093)",28,17,,14,3,,,,,,11,20
"De 25 a 29 años (094)",31,24,1,11,7,5,,,,,7,40
"De 30 a 34 años (095)",21,20,,6,9,1,4,,,,1,44
"De 35 a 39 años (096)",12,11,,4,,3,3,,1,,1,34
"De 40 a 44 años (097)",7,6,,3,1,2,,,,,1,11
"De 45 a 49 años (098)",5,5,,1,1,,,2,,1,,26
"De 50 y más años (099)",12,12,,3,3,1,1,1,2,1,,52
"No PEA (100)",8079,7842,27,1708,1631,1210,1609,940,512,205,237,28309
"De 12 a 14 años (101)",14,6,1,4,1,,,,,,8,6
"De 15 a 19 años (102)",313,273,4,237,27,3,2,,,,40,308
"De 20 a 24 años (103)",1030,952,5,599,286,52,8,2,,,78,1374
"De 25 a 29 años (104)",1154,1107,4,436,386,206,71,4,,,47,2145
"De 30 a 34 años (105)",1097,1077,,181,383,275,212,23,3,,20,2849
"De 35 a 39 años (106)",929,919,2,96,212,217,290,82,19,1,10,3131
"De 40 a 44 años (107)",786,779,2,53,134,141,272,127,41,9,7,3189
"De 45 a 49 años (108)",632,625,3,24,64,116,203,138,64,13,7,2983
"De 50 y más años (109)",2124,2104,6,78,138,200,551,564,385,182,20,12324
,,,,,,,,,,,,
"RURAL (120)",14025,13666,33,2459,2386,1947,2839,2033,1337,632,359,56892
"De 12 a 14 años (121)",20,13,2,10,1,,,,,,7,12
"De 15 a 19 años (122)",697,634,2,543,80,8,1,,,,63,731
"De 20 a 24 años (123)",1874,1764,6,925,601,182,50,,,,110,2879
"De 25 a 29 años (124)",2130,2048,3,478,727,502,311,24,3,,82,4938
"De 30 a 34 años (125)",1818,1789,5,212,423,468,515,137,23,6,29,5852
"De 35 a 39 años (126)",1640,1617,1,95,205,284,611,305,104,12,23,7001
"De 40 a 44 años (127)",1281,1264,1,56,117,159,398,317,154,62,17,6554
"De 45 a 49 años (128)",1122,1119,1,39,71,111,267,310,217,103,3,6652
"De 50 y más años (129)",3443,3418,12,101,161,233,686,940,836,449,25,22273
"PEA (130)",1558,1455,3,300,283,207,277,202,137,46,103,5674
"De 12 a 14 años (131)",1,1,,,1,,,,,,,2
"De 15 a 19 años (132)",58,50,,42,7,1,,,,,8,59
"De 20 a 24 años (133)",184,150,,87,47,13,3,,,,34,232
"De 25 a 29 años (134)",223,194,1,59,70,37,24,3,,,29,430
"De 30 a 34 años (135)",220,206,1,44,60,45,43,9,3,1,14,580
"De 35 a 39 años (136)",213,206,,23,38,48,61,24,10,2,7,771
"De 40 a 44 años (137)",186,182,,13,25,24,54,42,19,5,4,850
"De 45 a 49 años (138)",138,137,,15,20,18,22,39,17,6,1,660
"De 50 y más años (139)",335,329,1,17,15,21,70,85,88,32,6,2090
"Ocupada (140)",1508,1421,3,290,273,201,273,201,134,46,87,5577
"De 12 a 14 años (141)",1,1,,,1,,,,,,,2
"De 15 a 19 años (142)",52,46,,38,7,1,,,,,6,55
"De 20 a 24 años (143)",172,143,,84,44,12,3,,,,29,220
"De 25 a 29 años (144)",212,188,1,56,68,37,24,2,,,24,417
"De 30 a 34 años (145)",212,201,1,44,57,44,42,9,3,1,11,566
"De 35 a 39 años (146)",211,204,,23,38,48,60,24,9,2,7,759
"De 40 a 44 años (147)",182,178,,13,23,23,53,42,19,5,4,838
"De 45 a 49 años (148)",136,135,,15,20,17,22,39,16,6,1,649
"De 50 y más años (149)",330,325,1,17,15,19,69,85,87,32,5,2071
"Desocupada (150)",50,34,,10,10,6,4,1,3,,16,97
"De 15 a 19 años (152)",6,4,,4,,,,,,,2,4
"De 20 a 24 años (153)",12,7,,3,3,1,,,,,5,12
"De 25 a 29 años (154)",11,6,,3,2,,,1,,,5,13
"De 30 a 34 años (155)",8,5,,,3,1,1,,,,3,14
"De 35 a 39 años (156)",2,2,,,,,1,,1,,,12
"De 40 a 44 años (157)",4,4,,,2,1,1,,,,,12
"De 45 a 49 años (158)",2,2,,,,1,,,1,,,11
"De 50 y más años (159)",5,4,,,,2,1,,1,,1,19
"No PEA (160)",12467,12211,30,2159,2103,1740,2562,1831,1200,586,256,51218
"De 12 a 14 años (161)",19,12,2,10,,,,,,,7,10
"De 15 a 19 años (162)",639,584,2,501,73,7,1,,,,55,672
"De 20 a 24 años (163)",1690,1614,6,838,554,169,47,,,,76,2647
"De 25 a 29 años (164)",1907,1854,2,419,657,465,287,21,3,,53,4508
"De 30 a 34 años (165)",1598,1583,4,168,363,423,472,128,20,5,15,5272
"De 35 a 39 años (166)",1427,1411,1,72,167,236,550,281,94,10,16,6230
"De 40 a 44 años (167)",1095,1082,1,43,92,135,344,275,135,57,13,5704
"De 45 a 49 años (168)",984,982,1,24,51,93,245,271,200,97,2,5992
"De 50 y más años (169)",3108,3089,11,84,146,212,616,855,748,417,19,20183
