"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",341,2,138,114,63,24
"Mujeres (045)",5722,169,1873,1983,1296,401
"Agric., ganadería, caza y silvicultura (046)",998,54,347,300,204,93
"Explotación de minas y canteras (048)",1,,,1,,
"Industrias manufactureras (049)",1108,46,373,332,264,93
"Suministro de electricidad, gas y agua (050)",4,,,4,,
"Construcción (051)",8,1,2,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",840,13,237,263,244,83
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,5,2,2,
"Comercio al por mayor (054)",21,,9,4,7,1
"Comercio al por menor (055)",810,13,223,257,235,82
"Hoteles y restaurantes (056)",326,7,103,94,88,34
"Trans., almac. y comunicaciones (057)",37,,23,7,7,
"Intermediación financiera (058)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (059)",48,,26,16,6,
"Admin.pub. y defensa; p. segur.soc.afil (060)",85,,42,35,7,1
"Enseñanza (061)",838,,182,481,170,5
"Servicios sociales y de salud (062)",95,,29,51,14,1
"Otras activ. serv.comun.soc y personales (063)",141,1,40,54,42,4
"Hogares privados con servicio doméstico (064)",687,45,304,174,122,42
"Actividad economica no especificada (066)",504,2,164,166,127,45
,,,,,,
"URBANA (067)",7208,144,2173,2590,1766,535
"Agric., ganadería, caza y silvicultura (068)",1333,22,334,371,391,215
"Explotación de minas y canteras (070)",14,,7,5,2,
"Industrias manufactureras (071)",605,13,177,174,165,76
"Suministro de electricidad, gas y agua (072)",12,,3,7,2,
"Construcción (073)",479,9,196,168,93,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1356,42,391,438,355,130
"Venta, mant.y rep. veh.autom.y motoc. (075)",102,1,54,28,17,2
"Comercio al por mayor (076)",45,,13,18,11,3
"Comercio al por menor (077)",1209,41,324,392,327,125
"Hoteles y restaurantes (078)",234,7,87,64,59,17
"Trans., almac. y comunicaciones (079)",427,11,195,148,65,8
"Intermediación financiera (080)",16,,9,3,3,1
"Activid.inmobil., empres. y alquileres (081)",127,,56,48,23,
"Admin.pub. y defensa; p. segur.soc.afil (082)",286,,94,119,69,4
"Enseñanza (083)",1339,,246,750,332,11
"Servicios sociales y de salud (084)",130,,31,71,27,1
"Otras activ. serv.comun.soc y personales (085)",243,5,79,80,61,18
"Hogares privados con servicio doméstico (086)",330,33,161,64,54,18
"Actividad economica no especificada (088)",277,2,107,80,65,23
"Hombres (089)",4369,95,1334,1516,1072,352
"Agric., ganadería, caza y silvicultura (090)",1237,21,315,342,362,197
"Explotación de minas y canteras (092)",13,,7,4,2,
"Industrias manufactureras (093)",298,12,99,84,64,39
"Suministro de electricidad, gas y agua (094)",9,,3,4,2,
"Construcción (095)",472,9,194,164,92,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",630,30,185,213,147,55
"Venta, mant.y rep. veh.autom.y motoc. (097)",93,1,49,26,15,2
"Comercio al por mayor (098)",26,,5,14,5,2
"Comercio al por menor (099)",511,29,131,173,127,51
"Hoteles y restaurantes (100)",56,2,29,15,8,2
"Trans., almac. y comunicaciones (101)",394,11,174,141,60,8
"Intermediación financiera (102)",14,,8,2,3,1
"Activid.inmobil., empres. y alquileres (103)",81,,31,33,17,
"Admin.pub. y defensa; p. segur.soc.afil (104)",210,,59,85,63,3
"Enseñanza (105)",620,,109,329,176,6
"Servicios sociales y de salud (106)",58,,16,26,16,
"Otras activ. serv.comun.soc y personales (107)",135,4,49,38,28,16
"Hogares privados con servicio doméstico (108)",12,6,3,,2,1
"Actividad economica no especificada (110)",130,,53,36,30,11
"Mujeres (112)",2839,49,839,1074,694,183
"Agric., ganadería, caza y silvicultura (113)",96,1,19,29,29,18
"Explotación de minas y canteras (115)",1,,,1,,
"Industrias manufactureras (116)",307,1,78,90,101,37
"Suministro de electricidad, gas y agua (117)",3,,,3,,
"Construcción (118)",7,,2,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",726,12,206,225,208,75
"Venta, mant.y rep. veh.autom.y motoc. (120)",9,,5,2,2,
"Comercio al por mayor (121)",19,,8,4,6,1
"Comercio al por menor (122)",698,12,193,219,200,74
"Hoteles y restaurantes (123)",178,5,58,49,51,15
"Trans., almac. y comunicaciones (124)",33,,21,7,5,
"Intermediación financiera (125)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (126)",46,,25,15,6,
"Admin.pub. y defensa; p. segur.soc.afil (127)",76,,35,34,6,1
"Enseñanza (128)",719,,137,421,156,5
"Servicios sociales y de salud (129)",72,,15,45,11,1
"Otras activ. serv.comun.soc y personales (130)",108,1,30,42,33,2
"Hogares privados con servicio doméstico (131)",318,27,158,64,52,17
"Actividad economica no especificada (133)",147,2,54,44,35,12
,,,,,,
"RURAL (134)",16658,434,5702,5143,3871,1508
"Agric., ganadería, caza y silvicultura (135)",13398,357,4537,4001,3195,1308
"Explotación de minas y canteras (137)",28,1,13,11,3,
"Industrias manufactureras (138)",929,45,333,293,190,68
"Suministro de electricidad, gas y agua (139)",7,,,5,2,
"Construcción (140)",300,4,106,108,69,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",271,2,84,88,78,19
"Venta, mant.y rep. veh.autom.y motoc. (142)",11,,6,1,3,1
"Comercio al por mayor (143)",12,,3,6,3,
"Comercio al por menor (144)",248,2,75,81,72,18
"Hoteles y restaurantes (145)",164,2,51,50,42,19
"Trans., almac. y comunicaciones (146)",84,,44,35,5,
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",10,,3,7,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",83,,31,35,16,1
"Enseñanza (150)",269,,84,143,42,
"Servicios sociales y de salud (151)",39,,22,14,3,
"Otras activ. serv.comun.soc y personales (152)",119,2,47,35,28,7
"Hogares privados con servicio doméstico (153)",388,19,152,117,73,27
"Actividad economica no especificada (155)",568,2,195,200,125,46
"Hombres (156)",13775,314,4668,4234,3269,1290
"Agric., ganadería, caza y silvicultura (157)",12496,304,4209,3730,3020,1233
"Explotación de minas y canteras (159)",28,1,13,11,3,
"Industrias manufactureras (160)",128,,38,51,27,12
"Suministro de electricidad, gas y agua (161)",6,,,4,2,
"Construcción (162)",299,3,106,108,69,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",157,1,53,50,42,11
"Venta, mant.y rep. veh.autom.y motoc. (164)",11,,6,1,3,1
"Comercio al por mayor (165)",10,,2,6,2,
"Comercio al por menor (166)",136,1,45,43,37,10
"Hoteles y restaurantes (167)",16,,6,5,5,
"Trans., almac. y comunicaciones (168)",80,,42,35,3,
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",8,,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",74,,24,34,15,1
"Enseñanza (172)",150,,39,83,28,
"Servicios sociales y de salud (173)",16,,8,8,,
"Otras activ. serv.comun.soc y personales (174)",86,2,37,23,19,5
"Hogares privados con servicio doméstico (175)",19,1,6,7,3,2
"Actividad economica no especificada (177)",211,2,85,78,33,13
"Mujeres (179)",2883,120,1034,909,602,218
"Agric., ganadería, caza y silvicultura (180)",902,53,328,271,175,75
"Industrias manufactureras (183)",801,45,295,242,163,56
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",114,1,31,38,36,8
"Comercio al por mayor (188)",2,,1,,1,
"Comercio al por menor (189)",112,1,30,38,35,8
"Hoteles y restaurantes (190)",148,2,45,45,37,19
"Trans., almac. y comunicaciones (191)",4,,2,,2,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",9,,7,1,1,
"Enseñanza (195)",119,,45,60,14,
"Servicios sociales y de salud (196)",23,,14,6,3,
"Otras activ. serv.comun.soc y personales (197)",33,,10,12,9,2
"Hogares privados con servicio doméstico (198)",369,18,146,110,70,25
"Actividad economica no especificada (200)",357,,110,122,92,33
