"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",44,5,,8,18,1,5,1,6
"Hijo(a)/ hijastro(a) (051)",887,86,60,402,274,5,12,38,10
"Yerno/ nuera (052)",16,,,2,9,,1,1,3
"Nieto(a) (053)",74,11,7,42,11,,,2,1
"Padres/ suegros (054)",19,7,,11,1,,,,
"Otro(a) pariente (055)",103,7,1,39,37,3,4,9,3
"Trabajador(a) del hogar (056)",2,,,1,1,,,,
"Pensionista (057)",4,,,1,1,,2,,
"Otro(a) no pariente (058)",76,6,,23,23,1,4,5,14
"Mujeres (060)",1799,296,60,705,483,30,105,54,66
"Jefe o Jefa (061)",220,49,1,66,42,4,26,8,24
"Esposa(o)/ compa¤era(o) (062)",562,98,,224,134,10,54,18,24
"Hijo(a)/ hijastro(a) (063)",727,84,51,314,220,13,16,18,11
"Yerno/ nuera (064)",18,,,4,10,1,2,1,
"Nieto(a) (065)",66,7,5,37,17,,,,
"Padres/ suegros (066)",37,24,,13,,,,,
"Otro(a) pariente (067)",95,16,2,27,36,2,2,7,3
"Trabajador(a) del hogar (068)",25,8,,10,7,,,,
"Pensionista (069)",2,,,,1,,,,1
"Otro(a) no pariente (070)",47,10,1,10,16,,5,2,3
,,,,,,,,,
"RURAL (072)",20762,4854,755,11146,3543,105,184,90,85
"Jefe o Jefa (073)",5328,1162,8,2971,983,37,95,26,46
"Esposa(o)/ compa¤era(o) (074)",3574,1265,6,1754,476,11,34,12,16
"Hijo(a)/ hijastro(a) (075)",9736,1809,641,5393,1764,48,33,41,7
"Yerno/ nuera (076)",169,19,,85,59,3,1,1,1
"Nieto(a) (077)",696,175,68,399,49,,,5,
"Padres/ suegros (078)",240,182,,51,5,1,1,,
"Otro(a) pariente (079)",794,201,32,392,155,2,5,3,4
"Trabajador(a) del hogar (080)",36,1,,25,9,1,,,
"Pensionista (081)",3,,,,,,2,1,
"Otro(a) no pariente (082)",186,40,,76,43,2,13,1,11
"Hombres (084)",10639,1637,402,6085,2230,65,111,55,54
"Jefe o Jefa (085)",4020,529,4,2481,839,32,78,18,39
"Esposa(o)/ compa¤era(o) (086)",308,33,,176,82,3,7,5,2
"Hijo(a)/ hijastro(a) (087)",5177,858,333,2838,1084,26,13,22,3
"Yerno/ nuera (088)",67,5,,30,28,1,1,1,1
"Nieto(a) (089)",366,80,44,209,29,,,4,
"Padres/ suegros (090)",67,28,,33,4,1,1,,
"Otro(a) pariente (091)",474,86,21,236,124,,2,3,2
"Trabajador(a) del hogar (092)",32,,,23,8,1,,,
"Pensionista (093)",3,,,,,,2,1,
"Otro(a) no pariente (094)",125,18,,59,32,1,7,1,7
"Mujeres (096)",10123,3217,353,5061,1313,40,73,35,31
"Jefe o Jefa (097)",1308,633,4,490,144,5,17,8,7
"Esposa(o)/ compa¤era(o) (098)",3266,1232,6,1578,394,8,27,7,14
"Hijo(a)/ hijastro(a) (099)",4559,951,308,2555,680,22,20,19,4
"Yerno/ nuera (100)",102,14,,55,31,2,,,
"Nieto(a) (101)",330,95,24,190,20,,,1,
"Padres/ suegros (102)",173,154,,18,1,,,,
"Otro(a) pariente (103)",320,115,11,156,31,2,3,,2
"Trabajador(a) del hogar (104)",4,1,,2,1,,,,
"Otro(a) no pariente (106)",61,22,,17,11,1,6,,4
