"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",13623,10612,1190,750,1071
"Sin nivel (061)",1229,1131,62,20,16
"Educación inicial (062)",21,20,1,,
"Primaria (063)",3958,3551,273,62,72
"Secundaria (064)",4726,4048,384,127,167
"Superior no univ. incompleta (065)",650,471,62,38,79
"Superior no univ. completa (066)",1490,696,208,262,324
"Superior univ. incompleta (067)",432,281,46,25,80
"Superior univ. completa (068)",1117,414,154,216,333
"De 06 a 14 años (070)",416,359,45,11,1
"Sin nivel (071)",4,3,1,,
"Educación inicial (072)",3,2,1,,
"Primaria (073)",279,240,29,10,
"Secundaria (074)",130,114,14,1,1
"De 15 a 29 años (080)",4538,3610,459,215,254
"Sin nivel (081)",74,61,11,1,1
"Educación inicial (082)",12,12,,,
"Primaria (083)",788,688,70,14,16
"Secundaria (084)",2460,2100,222,74,64
"Superior no univ. incompleta (085)",285,214,32,17,22
"Superior no univ. completa (086)",476,283,61,58,74
"Superior univ. incompleta (087)",179,126,21,9,23
"Superior univ. completa (088)",264,126,42,42,54
"De 30 a 44 años (090)",4864,3474,451,370,569
"Sin nivel (091)",381,340,20,13,8
"Educación inicial (092)",6,6,,,
"Primaria (093)",1421,1269,103,21,28
"Secundaria (094)",1328,1138,94,31,65
"Superior no univ. incompleta (095)",245,169,22,15,39
"Superior no univ. completa (096)",771,280,119,167,205
"Superior univ. incompleta (097)",152,85,18,9,40
"Superior univ. completa (098)",560,187,75,114,184
"De 45 a 64 años (100)",3159,2564,212,146,237
"Sin nivel (101)",565,530,24,4,7
"Primaria (103)",1190,1087,62,16,25
"Secundaria (104)",716,613,50,19,34
"Superior no univ. incompleta (105)",108,78,7,6,17
"Superior no univ. completa (106)",223,117,27,35,44
"Superior univ. incompleta (107)",93,63,6,7,17
"Superior univ. completa (108)",264,76,36,59,93
"De 65 y más años (110)",646,605,23,8,10
"Sin nivel (111)",205,197,6,2,
"Primaria (113)",280,267,9,1,3
"Secundaria (114)",92,83,4,2,3
"Superior no univ. incompleta (115)",12,10,1,,1
"Superior no univ. completa (116)",20,16,1,2,1
"Superior univ. incompleta (117)",8,7,1,,
"Superior univ. completa (118)",29,25,1,1,2
,,,,,
"RURAL (120)",14282,13286,663,183,150
"Sin nivel (121)",2491,2400,62,23,6
"Educación inicial (122)",11,10,,1,
"Primaria (123)",6964,6573,278,72,41
"Secundaria (124)",4235,3883,252,50,50
"Superior no univ. incompleta (125)",155,134,9,6,6
"Superior no univ. completa (126)",240,167,38,18,17
"Superior univ. incompleta (127)",54,46,4,,4
"Superior univ. completa (128)",132,73,20,13,26
"De 06 a 14 años (130)",250,234,14,2,
"Sin nivel (131)",21,19,2,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",195,184,10,1,
"Secundaria (134)",33,30,2,1,
"De 15 a 29 años (140)",5457,4993,314,89,61
"Sin nivel (141)",163,151,10,2,
"Educación inicial (142)",4,3,,1,
"Primaria (143)",2212,2057,106,37,12
"Secundaria (144)",2793,2568,171,31,23
"Superior no univ. incompleta (145)",91,74,6,6,5
"Superior no univ. completa (146)",113,85,12,10,6
"Superior univ. incompleta (147)",27,23,3,,1
"Superior univ. completa (148)",54,32,6,2,14
"De 30 a 44 años (150)",4544,4193,210,71,70
"Sin nivel (151)",705,672,18,12,3
"Educación inicial (152)",6,6,,,
"Primaria (153)",2556,2409,95,29,23
"Secundaria (154)",1034,936,63,17,18
"Superior no univ. incompleta (155)",52,48,3,,1
"Superior no univ. completa (156)",113,74,22,7,10
"Superior univ. incompleta (157)",20,16,1,,3
"Superior univ. completa (158)",58,32,8,6,12
"De 45 a 64 años (160)",3096,2961,105,14,16
"Sin nivel (161)",1102,1072,22,5,3
"Primaria (163)",1612,1547,58,3,4
"Secundaria (164)",336,312,15,1,8
"Superior no univ. incompleta (165)",9,9,,,
"Superior no univ. completa (166)",13,7,4,1,1
"Superior univ. incompleta (167)",5,5,,,
"Superior univ. completa (168)",19,9,6,4,
"De 65 y más años (170)",935,905,20,7,3
"Sin nivel (171)",500,486,10,4,
"Primaria (173)",389,376,9,2,2
"Secundaria (174)",39,37,1,,1
"Superior no univ. incompleta (175)",3,3,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",1,,,1,
