"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",15183,,3660,7595,3743,185
"Desocupada (030)",6448,171,3413,1832,868,164
"Sin nivel (031)",411,18,84,110,140,59
"Educación inicial (032)",4,,1,3,,
"Primaria (033)",2360,129,1067,659,419,86
"Secundaria (034)",2238,24,1485,558,158,13
"Superior no univ. incompleta (035)",160,,91,58,11,
"Superior no univ. completa (036)",436,,242,146,46,2
"Superior univ. incompleta (037)",204,,127,57,20,
"Superior univ. completa (038)",635,,316,241,74,4
"No PEA (040)",164156,57078,52752,23015,18634,12677
"Sin nivel (041)",23533,1606,2677,5070,7483,6697
"Educación inicial (042)",3383,3196,125,62,,
"Primaria (043)",78225,43105,15362,9600,6163,3995
"Secundaria (044)",39595,9171,22170,4522,2697,1035
"Superior no univ. incompleta (045)",3813,,3034,517,200,62
"Superior no univ. completa (046)",3484,,1223,1190,735,336
"Superior univ. incompleta (047)",7691,,6881,545,207,58
"Superior univ. completa (048)",4432,,1280,1509,1149,494
,,,,,,
"URBANA (060)",154251,28608,55246,37650,24199,8548
"Sin nivel (061)",7591,409,813,1457,2547,2365
"Educación inicial (062)",1929,1756,112,61,,
"Primaria (063)",45392,20222,7775,7148,6610,3637
"Secundaria (064)",50132,6221,24833,11324,6447,1307
"Superior no univ. incompleta (065)",6611,,4147,1716,653,95
"Superior no univ. completa (066)",11986,,4018,5265,2303,400
"Superior univ. incompleta (067)",11300,,8588,1806,831,75
"Superior univ. completa (068)",19310,,4960,8873,4808,669
"PEA (070)",69628,804,25491,26404,14921,2008
"Sin nivel (071)",2121,23,288,538,885,387
"Educación inicial (072)",94,17,49,28,,
"Primaria (073)",13066,501,4021,3920,3644,980
"Secundaria (074)",23140,263,10717,7807,4025,328
"Superior no univ. incompleta (075)",3387,,1638,1248,465,36
"Superior no univ. completa (076)",8741,,2926,4152,1591,72
"Superior univ. incompleta (077)",4066,,2116,1297,634,19
"Superior univ. completa (078)",15013,,3736,7414,3677,186
"Ocupada (080)",66155,759,23709,25305,14458,1924
"Sin nivel (081)",2002,19,268,496,849,370
"Educación inicial (082)",90,17,48,25,,
"Primaria (083)",12332,477,3730,3706,3488,931
"Secundaria (084)",21833,246,9946,7424,3901,316
"Superior no univ. incompleta (085)",3248,,1560,1198,454,36
"Superior no univ. completa (086)",8365,,2722,4026,1547,70
"Superior univ. incompleta (087)",3876,,2001,1242,614,19
"Superior univ. completa (088)",14409,,3434,7188,3605,182
"Desocupada (090)",3473,45,1782,1099,463,84
"Sin nivel (091)",119,4,20,42,36,17
"Educación inicial (092)",4,,1,3,,
"Primaria (093)",734,24,291,214,156,49
"Secundaria (094)",1307,17,771,383,124,12
"Superior no univ. incompleta (095)",139,,78,50,11,
"Superior no univ. completa (096)",376,,204,126,44,2
"Superior univ. incompleta (097)",190,,115,55,20,
"Superior univ. completa (098)",604,,302,226,72,4
"No PEA (100)",84623,27804,29755,11246,9278,6540
"Sin nivel (101)",5470,386,525,919,1662,1978
"Educación inicial (102)",1835,1739,63,33,,
"Primaria (103)",32326,19721,3754,3228,2966,2657
"Secundaria (104)",26992,5958,14116,3517,2422,979
"Superior no univ. incompleta (105)",3224,,2509,468,188,59
"Superior no univ. completa (106)",3245,,1092,1113,712,328
"Superior univ. incompleta (107)",7234,,6472,509,197,56
"Superior univ. completa (108)",4297,,1224,1459,1131,483
,,,,,,
"RURAL (120)",122549,30204,39919,25484,18065,8877
"Sin nivel (121)",23413,1303,2878,5482,7824,5926
"Educación inicial (122)",1607,1467,89,51,,
"Primaria (123)",70123,24137,20483,14014,8674,2815
"Secundaria (124)",22827,3297,14062,4222,1141,105
"Superior no univ. incompleta (125)",1197,,820,300,73,4
"Superior no univ. completa (126)",1659,,722,775,152,10
"Superior univ. incompleta (127)",783,,569,168,43,3
"Superior univ. completa (128)",940,,296,472,158,14
"PEA (130)",43016,930,16922,13715,8709,2740
"Sin nivel (131)",5350,83,726,1331,2003,1207
"Educación inicial (132)",59,10,27,22,,
"Primaria (133)",24224,753,8875,7642,5477,1477
"Secundaria (134)",10224,84,6008,3217,866,49
"Superior no univ. incompleta (135)",608,,295,251,61,1
"Superior no univ. completa (136)",1420,,591,698,129,2
"Superior univ. incompleta (137)",326,,160,132,33,1
"Superior univ. completa (138)",805,,240,422,140,3
"Ocupada (140)",40041,804,15291,12982,8304,2660
"Sin nivel (141)",5058,69,662,1263,1899,1165
"Educación inicial (142)",59,10,27,22,,
"Primaria (143)",22598,648,8099,7197,5214,1440
"Secundaria (144)",9293,77,5294,3042,832,48
"Superior no univ. incompleta (145)",587,,282,243,61,1
"Superior no univ. completa (146)",1360,,553,678,127,2
"Superior univ. incompleta (147)",312,,148,130,33,1
"Superior univ. completa (148)",774,,226,407,138,3
"Desocupada (150)",2975,126,1631,733,405,80
"Sin nivel (151)",292,14,64,68,104,42
"Primaria (153)",1626,105,776,445,263,37
"Secundaria (154)",931,7,714,175,34,1
"Superior no univ. incompleta (155)",21,,13,8,,
"Superior no univ. completa (156)",60,,38,20,2,
"Superior univ. incompleta (157)",14,,12,2,,
"Superior univ. completa (158)",31,,14,15,2,
"No PEA (160)",79533,29274,22997,11769,9356,6137
"Sin nivel (161)",18063,1220,2152,4151,5821,4719
"Educación inicial (162)",1548,1457,62,29,,
"Primaria (163)",45899,23384,11608,6372,3197,1338
"Secundaria (164)",12603,3213,8054,1005,275,56
"Superior no univ. incompleta (165)",589,,525,49,12,3
"Superior no univ. completa (166)",239,,131,77,23,8
"Superior univ. incompleta (167)",457,,409,36,10,2
"Superior univ. completa (168)",135,,56,50,18,11
