"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",571,571,,,
"De 06 a 14 años (056)",362,193,57,83,29
"Empleado (057)",39,31,5,3,
"Obrero (058)",170,43,32,66,29
"Trabajador independiente (059)",46,43,3,,
"Trabajador familiar no remunerado (061)",100,69,17,14,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",6650,4145,1062,969,474
"Empleado (065)",1502,826,241,267,168
"Obrero (066)",2761,1132,649,677,303
"Trabajador independiente (067)",1775,1646,129,,
"Empleador o patrono (068)",103,74,16,10,3
"Trabajador familiar no remunerado (069)",252,210,27,15,
"Trabajador del hogar (070)",257,257,,,
"De 30 a 44 años (072)",8308,5324,1136,1138,710
"Empleado (073)",2081,734,360,536,451
"Obrero (074)",2562,1171,566,574,251
"Trabajador independiente (075)",3062,2888,174,,
"Empleador o patrono (076)",208,160,22,23,3
"Trabajador familiar no remunerado (077)",211,187,14,5,5
"Trabajador del hogar (078)",184,184,,,
"De 45 a 64 años (080)",5897,4094,691,630,482
"Empleado (081)",1074,336,155,257,326
"Obrero (082)",1742,869,367,352,154
"Trabajador independiente (083)",2599,2466,133,,
"Empleador o patrono (084)",217,165,29,21,2
"Trabajador familiar no remunerado (085)",155,148,7,,
"Trabajador del hogar (086)",110,110,,,
"De 65 y más años (088)",1064,860,93,69,42
"Empleado (089)",67,31,13,9,14
"Obrero (090)",302,175,51,52,24
"Trabajador independiente (091)",571,550,21,,
"Empleador o patrono (092)",64,52,4,5,3
"Trabajador familiar no remunerado (093)",47,39,4,3,1
"Trabajador del hogar (094)",13,13,,,
,,,,,
"RURAL (096)",4359,2910,919,354,176
"Empleado (097)",180,78,44,34,24
"Obrero (098)",2675,1518,704,303,150
"Trabajador independiente (099)",1097,992,105,,
"Empleador o patrono (100)",79,58,14,7,
"Trabajador familiar no remunerado (101)",293,229,52,10,2
"Trabajador del hogar (102)",35,35,,,
"De 06 a 14 años (104)",99,70,22,5,2
"Obrero (106)",45,23,15,5,2
"Trabajador independiente (107)",4,4,,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",49,42,7,,
"De 15 a 29 años (112)",1607,1033,353,145,76
"Empleado (113)",60,28,15,12,5
"Obrero (114)",1116,632,286,128,70
"Trabajador independiente (115)",256,232,24,,
"Empleador o patrono (116)",11,7,2,2,
"Trabajador familiar no remunerado (117)",148,118,26,3,1
"Trabajador del hogar (118)",16,16,,,
"De 30 a 44 años (120)",1398,892,316,125,65
"Empleado (121)",83,36,19,18,10
"Obrero (122)",869,476,241,97,55
"Trabajador independiente (123)",360,320,40,,
"Empleador o patrono (124)",18,9,5,4,
"Trabajador familiar no remunerado (125)",57,40,11,6,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",1029,732,199,68,30
"Empleado (129)",34,11,10,4,9
"Obrero (130)",553,328,142,62,21
"Trabajador independiente (131)",366,332,34,,
"Empleador o patrono (132)",38,32,5,1,
"Trabajador familiar no remunerado (133)",31,22,8,1,
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",226,183,29,11,3
"Empleado (137)",3,3,,,
"Obrero (138)",92,59,20,11,2
"Trabajador independiente (139)",111,104,7,,
"Empleador o patrono (140)",11,9,2,,
"Trabajador familiar no remunerado (141)",8,7,,,1
"Trabajador del hogar (142)",1,1,,,
