"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",1187,100,16,439,443,62,57,27,43
"Hombres (048)",27353,2844,894,11170,8886,1177,964,633,785
"Jefe o Jefa (049)",10248,555,19,4405,3527,533,524,240,445
"Esposa(o)/ compa¤era(o) (050)",1029,60,4,371,404,71,42,24,53
"Hijo(a)/ hijastro(a) (051)",11191,1634,688,4518,3268,401,239,271,172
"Yerno/ nuera (052)",410,3,1,95,221,28,31,13,18
"Nieto(a) (053)",1021,258,116,382,218,11,16,11,9
"Padres/ suegros (054)",212,61,,114,28,1,2,1,5
"Otro(a) pariente (055)",2227,205,54,950,785,83,64,40,46
"Trabajador(a) del hogar (056)",7,4,,2,,1,,,
"Pensionista (057)",296,28,,75,140,20,11,14,8
"Otro(a) no pariente (058)",712,36,12,258,295,28,35,19,29
"Mujeres (060)",26091,4601,788,10717,7072,988,840,468,617
"Jefe o Jefa (061)",3765,698,9,1553,995,155,160,57,138
"Esposa(o)/ compa¤era(o) (062)",7983,1351,15,3595,2154,294,256,106,212
"Hijo(a)/ hijastro(a) (063)",10223,1627,623,4074,2776,390,295,235,203
"Yerno/ nuera (064)",454,16,,143,226,19,25,6,19
"Nieto(a) (065)",911,223,102,365,169,23,13,14,2
"Padres/ suegros (066)",386,281,,88,11,3,1,,2
"Otro(a) pariente (067)",1722,321,35,651,524,63,62,41,25
"Trabajador(a) del hogar (068)",53,12,,29,11,,1,,
"Pensionista (069)",119,8,,38,58,7,5,1,2
"Otro(a) no pariente (070)",475,64,4,181,148,34,22,8,14
,,,,,,,,,
"RURAL (072)",16387,3254,377,7625,3825,436,366,224,280
"Jefe o Jefa (073)",4290,823,5,2191,892,116,113,51,99
"Esposa(o)/ compa¤era(o) (074)",2896,747,7,1398,566,45,52,42,39
"Hijo(a)/ hijastro(a) (075)",6698,1129,267,2964,1763,230,139,105,101
"Yerno/ nuera (076)",275,10,1,80,132,17,18,3,14
"Nieto(a) (077)",777,195,67,318,160,8,13,11,5
"Padres/ suegros (078)",185,111,,59,9,,6,,
"Otro(a) pariente (079)",1047,210,27,504,245,17,21,11,12
"Trabajador(a) del hogar (080)",16,5,,7,3,1,,,
"Pensionista (081)",26,1,,12,11,,,1,1
"Otro(a) no pariente (082)",177,23,3,92,44,2,4,,9
"Hombres (084)",8773,1331,188,4256,2256,244,223,109,166
"Jefe o Jefa (085)",3419,477,3,1828,781,92,103,45,90
"Esposa(o)/ compa¤era(o) (086)",259,30,,134,75,7,7,1,5
"Hijo(a)/ hijastro(a) (087)",3682,563,135,1657,1033,121,75,54,44
"Yerno/ nuera (088)",130,2,1,33,67,7,11,1,8
"Nieto(a) (089)",416,105,32,169,93,5,5,3,4
"Padres/ suegros (090)",78,26,,41,6,,5,,
"Otro(a) pariente (091)",626,113,16,311,150,11,13,4,8
"Trabajador(a) del hogar (092)",4,,,3,1,,,,
"Pensionista (093)",24,1,,12,10,,,1,
"Otro(a) no pariente (094)",135,14,1,68,40,1,4,,7
"Mujeres (096)",7614,1923,189,3369,1569,192,143,115,114
"Jefe o Jefa (097)",871,346,2,363,111,24,10,6,9
"Esposa(o)/ compa¤era(o) (098)",2637,717,7,1264,491,38,45,41,34
"Hijo(a)/ hijastro(a) (099)",3016,566,132,1307,730,109,64,51,57
"Yerno/ nuera (100)",145,8,,47,65,10,7,2,6
"Nieto(a) (101)",361,90,35,149,67,3,8,8,1
"Padres/ suegros (102)",107,85,,18,3,,1,,
"Otro(a) pariente (103)",421,97,11,193,95,6,8,7,4
"Trabajador(a) del hogar (104)",12,5,,4,2,1,,,
"Pensionista (105)",2,,,,1,,,,1
"Otro(a) no pariente (106)",42,9,2,24,4,1,,,2
