"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",3661,2825,480,270,86
"Trabajador familiar no remunerado (053)",8613,8001,417,148,47
"Trabajador del hogar (054)",3352,3352,,,
"De 06 a 14 años (056)",2153,1939,157,52,5
"Empleado (057)",311,256,38,16,1
"Obrero (058)",285,234,27,20,4
"Trabajador independiente (059)",477,447,30,,
"Empleador o patrono (060)",3,3,,,
"Trabajador familiar no remunerado (061)",929,851,62,16,
"Trabajador del hogar (062)",148,148,,,
"De 15 a 29 años (064)",49949,34895,6064,4553,4437
"Empleado (065)",19571,8926,3314,3596,3735
"Obrero (066)",7465,4712,1247,839,667
"Trabajador independiente (067)",17266,16055,1211,,
"Empleador o patrono (068)",865,659,127,62,17
"Trabajador familiar no remunerado (069)",3068,2829,165,56,18
"Trabajador del hogar (070)",1714,1714,,,
"De 30 a 44 años (072)",56806,37104,5507,5919,8276
"Empleado (073)",21523,6125,3092,4972,7334
"Obrero (074)",6457,3846,952,775,884
"Trabajador independiente (075)",24282,23118,1164,,
"Empleador o patrono (076)",1463,1093,202,125,43
"Trabajador familiar no remunerado (077)",2207,2048,97,47,15
"Trabajador del hogar (078)",874,874,,,
"De 45 a 64 años (080)",38990,27335,2810,3233,5612
"Empleado (081)",11945,2884,1330,2697,5034
"Obrero (082)",4265,2768,508,445,544
"Trabajador independiente (083)",19306,18551,755,,
"Empleador o patrono (084)",1101,868,136,72,25
"Trabajador familiar no remunerado (085)",1834,1725,81,19,9
"Trabajador del hogar (086)",539,539,,,
"De 65 y más años (088)",6725,6009,309,168,239
"Empleado (089)",732,320,101,112,199
"Obrero (090)",733,598,66,35,34
"Trabajador independiente (091)",4379,4264,115,,
"Empleador o patrono (092)",229,202,15,11,1
"Trabajador familiar no remunerado (093)",575,548,12,10,5
"Trabajador del hogar (094)",77,77,,,
,,,,,
"RURAL (096)",17566,15797,857,463,449
"Empleado (097)",1442,693,235,236,278
"Obrero (098)",3173,2507,293,206,167
"Trabajador independiente (099)",9101,8875,226,,
"Empleador o patrono (100)",236,201,22,11,2
"Trabajador familiar no remunerado (101)",3423,3330,81,10,2
"Trabajador del hogar (102)",191,191,,,
"De 06 a 14 años (104)",512,489,21,2,
"Empleado (105)",14,14,,,
"Obrero (106)",40,33,5,2,
"Trabajador independiente (107)",48,47,1,,
"Empleador o patrono (108)",2,2,,,
"Trabajador familiar no remunerado (109)",403,388,15,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",5480,4798,345,166,171
"Empleado (113)",636,342,110,75,109
"Obrero (114)",1141,877,119,85,60
"Trabajador independiente (115)",2210,2133,77,,
"Empleador o patrono (116)",44,38,3,2,1
"Trabajador familiar no remunerado (117)",1343,1302,36,4,1
"Trabajador del hogar (118)",106,106,,,
"De 30 a 44 años (120)",5503,4842,308,187,166
"Empleado (121)",517,231,83,98,105
"Obrero (122)",1065,810,112,83,60
"Trabajador independiente (123)",2970,2888,82,,
"Empleador o patrono (124)",91,76,10,4,1
"Trabajador familiar no remunerado (125)",815,792,21,2,
"Trabajador del hogar (126)",45,45,,,
"De 45 a 64 años (128)",4514,4154,152,102,106
"Empleado (129)",260,99,40,61,60
"Obrero (130)",753,624,50,33,46
"Trabajador independiente (131)",2762,2712,50,,
"Empleador o patrono (132)",68,58,5,5,
"Trabajador familiar no remunerado (133)",644,634,7,3,
"Trabajador del hogar (134)",27,27,,,
"De 65 y más años (136)",1557,1514,31,6,6
"Empleado (137)",15,7,2,2,4
"Obrero (138)",174,163,7,3,1
"Trabajador independiente (139)",1111,1095,16,,
"Empleador o patrono (140)",31,27,4,,
"Trabajador familiar no remunerado (141)",218,214,2,1,1
"Trabajador del hogar (142)",8,8,,,
