"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",279,246,26,6,1
"Empleado (057)",30,29,1,,
"Obrero (058)",40,27,9,4,
"Trabajador independiente (059)",51,48,3,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",138,122,13,2,1
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",3899,2750,421,258,470
"Empleado (065)",955,398,131,123,303
"Obrero (066)",997,538,169,127,163
"Trabajador independiente (067)",1382,1291,91,,
"Empleador o patrono (068)",74,63,6,5,
"Trabajador familiar no remunerado (069)",343,312,24,3,4
"Trabajador del hogar (070)",148,148,,,
"De 30 a 44 años (072)",4154,2838,362,354,600
"Empleado (073)",994,276,146,224,348
"Obrero (074)",852,383,99,123,247
"Trabajador independiente (075)",1861,1765,96,,
"Empleador o patrono (076)",139,119,10,6,4
"Trabajador familiar no remunerado (077)",249,236,11,1,1
"Trabajador del hogar (078)",59,59,,,
"De 45 a 64 años (080)",2076,1551,151,122,252
"Empleado (081)",345,106,35,75,129
"Obrero (082)",421,221,35,44,121
"Trabajador independiente (083)",1135,1069,66,,
"Empleador o patrono (084)",66,55,8,3,
"Trabajador familiar no remunerado (085)",93,84,7,,2
"Trabajador del hogar (086)",16,16,,,
"De 65 y más años (088)",283,256,11,8,8
"Empleado (089)",18,11,1,3,3
"Obrero (090)",41,30,1,5,5
"Trabajador independiente (091)",184,177,7,,
"Empleador o patrono (092)",17,16,1,,
"Trabajador familiar no remunerado (093)",17,16,1,,
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",9412,8917,387,57,51
"Empleado (097)",321,185,79,24,33
"Obrero (098)",1635,1441,150,30,14
"Trabajador independiente (099)",5325,5219,106,,
"Empleador o patrono (100)",230,214,13,1,2
"Trabajador familiar no remunerado (101)",1783,1740,39,2,2
"Trabajador del hogar (102)",118,118,,,
"De 06 a 14 años (104)",383,376,7,,
"Empleado (105)",3,3,,,
"Obrero (106)",57,54,3,,
"Trabajador independiente (107)",25,25,,,
"Trabajador familiar no remunerado (109)",292,288,4,,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",3542,3336,172,19,15
"Empleado (113)",139,91,33,6,9
"Obrero (114)",781,682,83,12,4
"Trabajador independiente (115)",1588,1557,31,,
"Empleador o patrono (116)",61,53,6,,2
"Trabajador familiar no remunerado (117)",901,881,19,1,
"Trabajador del hogar (118)",72,72,,,
"De 30 a 44 años (120)",3048,2872,121,27,28
"Empleado (121)",138,68,37,14,19
"Obrero (122)",473,410,41,13,9
"Trabajador independiente (123)",1968,1941,27,,
"Empleador o patrono (124)",96,90,6,,
"Trabajador familiar no remunerado (125)",352,342,10,,
"Trabajador del hogar (126)",21,21,,,
"De 45 a 64 años (128)",1996,1908,72,10,6
"Empleado (129)",40,22,9,4,5
"Obrero (130)",274,251,18,4,1
"Trabajador independiente (131)",1409,1368,41,,
"Empleador o patrono (132)",57,56,,1,
"Trabajador familiar no remunerado (133)",201,196,4,1,
"Trabajador del hogar (134)",15,15,,,
"De 65 y más años (136)",443,425,15,1,2
"Empleado (137)",1,1,,,
"Obrero (138)",50,44,5,1,
"Trabajador independiente (139)",335,328,7,,
"Empleador o patrono (140)",16,15,1,,
"Trabajador familiar no remunerado (141)",37,33,2,,2
"Trabajador del hogar (142)",4,4,,,
