"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",37,3,,10,18,4,2,,
"Otro(a) no pariente (046)",824,78,19,268,318,54,33,28,26
"Hombres (048)",26344,1931,829,8324,9162,1409,2146,1159,1384
"Jefe o Jefa (049)",10262,317,1,2750,3716,610,1443,428,997
"Esposa(o)/ compa¤era(o) (050)",500,29,2,111,194,42,68,28,26
"Hijo(a)/ hijastro(a) (051)",12238,1254,691,4336,4072,589,457,588,251
"Yerno/ nuera (052)",298,2,,18,107,31,80,21,39
"Nieto(a) (053)",813,171,91,340,163,19,9,16,4
"Padres/ suegros (054)",175,37,,110,20,2,3,3,
"Otro(a) pariente (055)",1563,93,38,510,661,86,65,60,50
"Trabajador(a) del hogar (056)",28,,1,11,15,,1,,
"Pensionista (057)",15,,,5,8,,2,,
"Otro(a) no pariente (058)",452,28,5,133,206,30,18,15,17
"Mujeres (060)",28143,4091,825,9708,8184,1357,2044,870,1064
"Jefe o Jefa (061)",5182,1161,1,1551,1331,240,475,131,292
"Esposa(o)/ compa¤era(o) (062)",7807,959,5,2829,2227,356,855,155,421
"Hijo(a)/ hijastro(a) (063)",11527,1217,687,4110,3613,597,544,493,266
"Yerno/ nuera (064)",324,4,1,34,148,35,65,15,22
"Nieto(a) (065)",762,168,73,329,151,10,7,15,9
"Padres/ suegros (066)",496,335,,115,31,3,6,2,4
"Otro(a) pariente (067)",1520,181,44,562,488,84,75,46,40
"Trabajador(a) del hogar (068)",131,13,,38,73,4,2,,1
"Pensionista (069)",22,3,,5,10,4,,,
"Otro(a) no pariente (070)",372,50,14,135,112,24,15,13,9
,,,,,,,,,
"RURAL (072)",36448,8989,1039,16142,8731,684,525,206,132
"Jefe o Jefa (073)",10916,3305,20,5100,2065,140,185,45,56
"Esposa(o)/ compa¤era(o) (074)",6174,2439,27,2863,740,43,40,9,13
"Hijo(a)/ hijastro(a) (075)",15767,2121,842,6782,5134,444,249,144,51
"Yerno/ nuera (076)",481,36,,137,241,21,38,2,6
"Nieto(a) (077)",1324,348,113,619,230,9,2,3,
"Padres/ suegros (078)",523,429,,88,6,,,,
"Otro(a) pariente (079)",1031,263,33,440,261,21,6,2,5
"Trabajador(a) del hogar (080)",21,5,,10,5,1,,,
"Pensionista (081)",8,1,,1,5,,1,,
"Otro(a) no pariente (082)",203,42,4,102,44,5,4,1,1
"Hombres (084)",17541,2673,515,8291,5065,429,343,132,93
"Jefe o Jefa (085)",7498,1202,12,4085,1824,124,158,44,49
"Esposa(o)/ compa¤era(o) (086)",249,40,,117,75,8,3,3,3
"Hijo(a)/ hijastro(a) (087)",8094,1046,421,3360,2738,265,149,80,35
"Yerno/ nuera (088)",206,11,,43,113,10,25,2,2
"Nieto(a) (089)",695,178,66,323,123,3,1,1,
"Padres/ suegros (090)",146,74,,68,4,,,,
"Otro(a) pariente (091)",508,102,14,221,148,15,4,1,3
"Trabajador(a) del hogar (092)",7,1,,3,3,,,,
"Pensionista (093)",4,,,1,3,,,,
"Otro(a) no pariente (094)",134,19,2,70,34,4,3,1,1
"Mujeres (096)",18907,6316,524,7851,3666,255,182,74,39
"Jefe o Jefa (097)",3418,2103,8,1015,241,16,27,1,7
"Esposa(o)/ compa¤era(o) (098)",5925,2399,27,2746,665,35,37,6,10
"Hijo(a)/ hijastro(a) (099)",7673,1075,421,3422,2396,179,100,64,16
"Yerno/ nuera (100)",275,25,,94,128,11,13,,4
"Nieto(a) (101)",629,170,47,296,107,6,1,2,
"Padres/ suegros (102)",377,355,,20,2,,,,
"Otro(a) pariente (103)",523,161,19,219,113,6,2,1,2
"Trabajador(a) del hogar (104)",14,4,,7,2,1,,,
"Pensionista (105)",4,1,,,2,,1,,
"Otro(a) no pariente (106)",69,23,2,32,10,1,1,,
