"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",26,23,3,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",405,283,44,24,54
"Empleado (065)",113,31,20,18,44
"Obrero (066)",85,56,14,6,9
"Trabajador independiente (067)",111,107,4,,
"Empleador o patrono (068)",9,8,1,,
"Trabajador familiar no remunerado (069)",72,66,5,,1
"Trabajador del hogar (070)",15,15,,,
"De 30 a 44 años (072)",620,398,55,76,91
"Empleado (073)",225,40,30,68,87
"Obrero (074)",116,94,10,8,4
"Trabajador independiente (075)",210,199,11,,
"Empleador o patrono (076)",12,10,2,,
"Trabajador familiar no remunerado (077)",41,39,2,,
"Trabajador del hogar (078)",16,16,,,
"De 45 a 64 años (080)",471,363,22,46,40
"Empleado (081)",114,25,11,43,35
"Obrero (082)",70,57,6,2,5
"Trabajador independiente (083)",223,219,4,,
"Empleador o patrono (084)",11,10,1,,
"Trabajador familiar no remunerado (085)",46,45,,1,
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",193,183,4,2,4
"Empleado (089)",7,4,,,3
"Obrero (090)",28,24,2,1,1
"Trabajador independiente (091)",123,122,1,,
"Empleador o patrono (092)",8,8,,,
"Trabajador familiar no remunerado (093)",19,17,1,1,
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",1130,898,63,17,152
"Empleado (097)",118,33,24,15,46
"Obrero (098)",224,102,15,1,106
"Trabajador independiente (099)",544,531,13,,
"Empleador o patrono (100)",19,18,1,,
"Trabajador familiar no remunerado (101)",218,207,10,1,
"Trabajador del hogar (102)",7,7,,,
"De 06 a 14 años (104)",19,17,2,,
"Obrero (106)",3,2,1,,
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",12,11,1,,
"De 15 a 29 años (112)",295,226,11,3,55
"Empleado (113)",18,6,1,1,10
"Obrero (114)",87,37,4,1,45
"Trabajador independiente (115)",98,96,2,,
"Empleador o patrono (116)",1,1,,,
"Trabajador familiar no remunerado (117)",87,82,4,1,
"Trabajador del hogar (118)",4,4,,,
"De 30 a 44 años (120)",368,269,28,12,59
"Empleado (121)",71,23,19,12,17
"Obrero (122)",70,26,2,,42
"Trabajador independiente (123)",167,163,4,,
"Empleador o patrono (124)",3,3,,,
"Trabajador familiar no remunerado (125)",55,52,3,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",309,255,16,2,36
"Empleado (129)",28,4,3,2,19
"Obrero (130)",51,28,6,,17
"Trabajador independiente (131)",184,178,6,,
"Empleador o patrono (132)",9,9,,,
"Trabajador familiar no remunerado (133)",37,36,1,,
"De 65 y más años (136)",139,131,6,,2
"Empleado (137)",1,,1,,
"Obrero (138)",13,9,2,,2
"Trabajador independiente (139)",91,90,1,,
"Empleador o patrono (140)",6,5,1,,
"Trabajador familiar no remunerado (141)",27,26,1,,
"Trabajador del hogar (142)",1,1,,,
