"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",12790,1001,400,4639,4895,467,493,414,481
"Jefe o Jefa (049)",4792,182,4,1803,1948,153,252,148,302
"Esposa(o)/ compa¤era(o) (050)",490,20,2,158,223,25,19,22,21
"Hijo(a)/ hijastro(a) (051)",5657,591,331,2006,2047,224,157,196,105
"Yerno/ nuera (052)",145,3,,18,79,11,16,8,10
"Nieto(a) (053)",397,98,40,165,76,6,1,8,3
"Padres/ suegros (054)",102,30,,53,15,1,2,,1
"Otro(a) pariente (055)",761,51,20,287,314,26,22,19,22
"Trabajador(a) del hogar (056)",19,2,,10,6,1,,,
"Pensionista (057)",16,1,,2,10,1,1,,1
"Otro(a) no pariente (058)",411,23,3,137,177,19,23,13,16
"Mujeres (060)",13357,2241,360,5115,4026,483,453,327,352
"Jefe o Jefa (061)",2443,584,5,936,642,70,80,45,81
"Esposa(o)/ compa¤era(o) (062)",3808,623,3,1578,1163,112,153,56,120
"Hijo(a)/ hijastro(a) (063)",5294,625,299,1937,1727,239,172,191,104
"Yerno/ nuera (064)",167,6,,31,81,14,16,7,12
"Nieto(a) (065)",367,92,31,157,70,8,4,2,3
"Padres/ suegros (066)",266,176,,74,13,1,2,,
"Otro(a) pariente (067)",678,94,20,255,230,30,13,21,15
"Trabajador(a) del hogar (068)",68,5,1,37,23,,,,2
"Pensionista (069)",10,1,,4,2,,,2,1
"Otro(a) no pariente (070)",256,35,1,106,75,9,13,3,14
,,,,,,,,,
"RURAL (072)",48477,12341,1507,26254,7637,298,180,131,129
"Jefe o Jefa (073)",12724,3241,10,7584,1694,61,48,38,48
"Esposa(o)/ compa¤era(o) (074)",8795,3778,28,4237,677,23,23,4,25
"Hijo(a)/ hijastro(a) (075)",22058,3779,1295,12109,4495,178,86,76,40
"Yerno/ nuera (076)",384,42,,179,144,4,7,4,4
"Nieto(a) (077)",1001,288,97,506,105,3,1,1,
"Padres/ suegros (078)",574,475,,87,9,,2,,1
"Otro(a) pariente (079)",2588,680,77,1383,407,24,5,7,5
"Trabajador(a) del hogar (080)",27,8,,13,6,,,,
"Pensionista (081)",8,,,2,5,1,,,
"Otro(a) no pariente (082)",318,50,,154,95,4,8,1,6
"Hombres (084)",24181,3780,760,14112,5078,184,94,97,76
"Jefe o Jefa (085)",9409,1363,6,6418,1476,44,29,34,39
"Esposa(o)/ compa¤era(o) (086)",850,116,,509,199,9,8,2,7
"Hijo(a)/ hijastro(a) (087)",11627,1816,663,6051,2870,108,45,52,22
"Yerno/ nuera (088)",154,8,,62,73,4,4,2,1
"Nieto(a) (089)",521,133,58,258,71,1,,,
"Padres/ suegros (090)",151,83,,58,7,,2,,1
"Otro(a) pariente (091)",1255,245,33,655,299,13,1,6,3
"Trabajador(a) del hogar (092)",10,2,,4,4,,,,
"Pensionista (093)",5,,,1,3,1,,,
"Otro(a) no pariente (094)",199,14,,96,76,4,5,1,3
"Mujeres (096)",24296,8561,747,12142,2559,114,86,34,53
"Jefe o Jefa (097)",3315,1878,4,1166,218,17,19,4,9
"Esposa(o)/ compa¤era(o) (098)",7945,3662,28,3728,478,14,15,2,18
"Hijo(a)/ hijastro(a) (099)",10431,1963,632,6058,1625,70,41,24,18
"Yerno/ nuera (100)",230,34,,117,71,,3,2,3
"Nieto(a) (101)",480,155,39,248,34,2,1,1,
"Padres/ suegros (102)",423,392,,29,2,,,,
"Otro(a) pariente (103)",1333,435,44,728,108,11,4,1,2
"Trabajador(a) del hogar (104)",17,6,,9,2,,,,
"Pensionista (105)",3,,,1,2,,,,
"Otro(a) no pariente (106)",119,36,,58,19,,3,,3
