"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1562,1203,218,104,37
"Trabajador familiar no remunerado (053)",5062,4674,276,80,32
"Trabajador del hogar (054)",1249,1249,,,
"De 06 a 14 años (056)",1103,982,90,25,6
"Empleado (057)",139,111,19,6,3
"Obrero (058)",116,88,14,11,3
"Trabajador independiente (059)",299,274,25,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",478,438,32,8,
"Trabajador del hogar (062)",69,69,,,
"De 15 a 29 años (064)",28155,21574,2907,1774,1900
"Empleado (065)",6963,3157,1146,1164,1496
"Obrero (066)",4400,2770,716,541,373
"Trabajador independiente (067)",13429,12612,817,,
"Empleador o patrono (068)",540,411,81,33,15
"Trabajador familiar no remunerado (069)",2042,1843,147,36,16
"Trabajador del hogar (070)",781,781,,,
"De 30 a 44 años (072)",31792,23179,2564,2828,3221
"Empleado (073)",8679,2300,1357,2367,2655
"Obrero (074)",3387,2048,406,395,538
"Trabajador independiente (075)",17401,16747,654,,
"Empleador o patrono (076)",626,480,84,43,19
"Trabajador familiar no remunerado (077)",1436,1341,63,23,9
"Trabajador del hogar (078)",263,263,,,
"De 45 a 64 años (080)",18226,14014,1174,1244,1794
"Empleado (081)",4060,903,542,1032,1583
"Obrero (082)",1726,1152,191,180,203
"Trabajador independiente (083)",11055,10688,367,,
"Empleador o patrono (084)",350,279,45,23,3
"Trabajador familiar no remunerado (085)",920,877,29,9,5
"Trabajador del hogar (086)",115,115,,,
"De 65 y más años (088)",2259,2067,84,49,59
"Empleado (089)",161,75,15,27,44
"Obrero (090)",193,148,19,13,13
"Trabajador independiente (091)",1654,1617,37,,
"Empleador o patrono (092)",44,31,8,5,
"Trabajador familiar no remunerado (093)",186,175,5,4,2
"Trabajador del hogar (094)",21,21,,,
,,,,,
"RURAL (096)",8475,7885,296,107,187
"Empleado (097)",278,98,46,38,96
"Obrero (098)",887,645,93,59,90
"Trabajador independiente (099)",5080,4984,96,,
"Empleador o patrono (100)",34,28,2,3,1
"Trabajador familiar no remunerado (101)",2166,2100,59,7,
"Trabajador del hogar (102)",30,30,,,
"De 06 a 14 años (104)",167,159,8,,
"Empleado (105)",1,1,,,
"Obrero (106)",16,16,,,
"Trabajador independiente (107)",17,16,1,,
"Trabajador familiar no remunerado (109)",132,125,7,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2378,2124,127,53,74
"Empleado (113)",111,48,20,11,32
"Obrero (114)",390,268,44,36,42
"Trabajador independiente (115)",1063,1030,33,,
"Empleador o patrono (116)",16,14,1,1,
"Trabajador familiar no remunerado (117)",778,744,29,5,
"Trabajador del hogar (118)",20,20,,,
"De 30 a 44 años (120)",2313,2127,77,34,75
"Empleado (121)",98,26,14,16,42
"Obrero (122)",276,198,29,17,32
"Trabajador independiente (123)",1457,1436,21,,
"Empleador o patrono (124)",7,5,,1,1
"Trabajador familiar no remunerado (125)",468,455,13,,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",2458,2327,77,19,35
"Empleado (129)",61,19,12,11,19
"Obrero (130)",166,124,20,6,16
"Trabajador independiente (131)",1716,1682,34,,
"Empleador o patrono (132)",9,7,1,1,
"Trabajador familiar no remunerado (133)",505,494,10,1,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",1159,1148,7,1,3
"Empleado (137)",7,4,,,3
"Obrero (138)",39,39,,,
"Trabajador independiente (139)",827,820,7,,
"Empleador o patrono (140)",2,2,,,
"Trabajador familiar no remunerado (141)",283,282,,1,
"Trabajador del hogar (142)",1,1,,,
