"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",82,82,,,
"Empleado (057)",4,4,,,
"Obrero (058)",5,5,,,
"Trabajador independiente (059)",11,11,,,
"Trabajador familiar no remunerado (061)",47,47,,,
"Trabajador del hogar (062)",15,15,,,
"De 15 a 29 años (064)",913,661,67,39,146
"Empleado (065)",202,65,17,15,105
"Obrero (066)",161,77,21,22,41
"Trabajador independiente (067)",385,360,25,,
"Empleador o patrono (068)",19,17,2,,
"Trabajador familiar no remunerado (069)",113,109,2,2,
"Trabajador del hogar (070)",33,33,,,
"De 30 a 44 años (072)",1128,782,76,50,220
"Empleado (073)",274,41,21,30,182
"Obrero (074)",138,65,18,17,38
"Trabajador independiente (075)",590,561,29,,
"Empleador o patrono (076)",25,20,4,1,
"Trabajador familiar no remunerado (077)",95,89,4,2,
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",656,477,46,22,111
"Empleado (081)",112,21,7,13,71
"Obrero (082)",106,46,12,9,39
"Trabajador independiente (083)",375,350,25,,
"Empleador o patrono (084)",9,9,,,
"Trabajador familiar no remunerado (085)",47,44,2,,1
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",159,135,8,2,14
"Empleado (089)",9,1,1,,7
"Obrero (090)",14,7,1,,6
"Trabajador independiente (091)",114,109,5,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",17,13,1,2,1
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",12553,11884,435,96,138
"Empleado (097)",244,133,21,39,51
"Obrero (098)",923,656,133,51,83
"Trabajador independiente (099)",7716,7507,209,,
"Empleador o patrono (100)",140,130,7,1,2
"Trabajador familiar no remunerado (101)",3473,3401,65,5,2
"Trabajador del hogar (102)",57,57,,,
"De 06 a 14 años (104)",373,359,12,2,
"Empleado (105)",2,2,,,
"Obrero (106)",9,8,,1,
"Trabajador independiente (107)",39,37,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",316,305,10,1,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",4335,4099,161,26,49
"Empleado (113)",108,78,5,10,15
"Obrero (114)",388,278,63,14,33
"Trabajador independiente (115)",2147,2084,63,,
"Empleador o patrono (116)",34,32,2,,
"Trabajador familiar no remunerado (117)",1627,1596,28,2,1
"Trabajador del hogar (118)",31,31,,,
"De 30 a 44 años (120)",4192,3920,159,49,64
"Empleado (121)",97,37,12,23,25
"Obrero (122)",326,218,46,25,37
"Trabajador independiente (123)",2860,2776,84,,
"Empleador o patrono (124)",53,50,2,,1
"Trabajador familiar no remunerado (125)",849,832,15,1,1
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",2861,2731,90,16,24
"Empleado (129)",36,16,4,5,11
"Obrero (130)",169,125,22,10,12
"Trabajador independiente (131)",2072,2018,54,,
"Empleador o patrono (132)",38,35,2,,1
"Trabajador familiar no remunerado (133)",536,527,8,1,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",792,775,13,3,1
"Empleado (137)",1,,,1,
"Obrero (138)",31,27,2,1,1
"Trabajador independiente (139)",598,592,6,,
"Empleador o patrono (140)",14,12,1,1,
"Trabajador familiar no remunerado (141)",145,141,4,,
"Trabajador del hogar (142)",3,3,,,
