"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"Educacion Inicial (020)",218,177,,63,45,34,29,5,1,,41,418
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",14,13,,12,1,,,,,,1,14
"De 20 a 24 años (023)",46,31,,17,11,2,1,,,,15,49
"De 25 a 29 años (024)",68,56,,18,15,13,9,1,,,12,132
"De 30 a 34 años (025)",57,49,,11,11,10,13,4,,,8,144
"De 35 a 39 años (026)",31,27,,4,7,9,6,,1,,4,78
"Primaria (030)",56734,54485,214,7549,9570,9640,14758,7828,3517,1409,2249,215934
"De 12 a 14 años (031)",72,32,4,22,6,,,,,,40,34
"De 15 a 19 años (032)",806,710,8,587,91,23,1,,,,96,842
"De 20 a 24 años (033)",3054,2655,8,1457,897,237,55,1,,,399,4201
"De 25 a 29 años (034)",4243,3881,8,1161,1452,865,372,20,3,,362,8371
"De 30 a 34 años (035)",5219,4953,20,955,1510,1295,1026,136,10,1,266,13217
"De 35 a 39 años (036)",5894,5643,21,650,1334,1507,1704,356,64,7,251,18088
"De 40 a 44 años (037)",6188,5992,25,605,1069,1407,2008,681,178,19,196,21846
"De 45 a 49 años (038)",5836,5680,20,478,840,1101,2035,858,277,71,156,22995
"De 50 y más años (039)",25422,24939,100,1634,2371,3205,7557,5776,2985,1311,483,126340
"Secundaria (040)",69888,64958,243,18198,18030,13197,11345,2911,789,245,4930,170612
"De 12 a 14 años (041)",111,42,4,30,8,,,,,,69,46
"De 15 a 19 años (042)",2756,2324,38,2064,185,31,6,,,,432,2551
"De 20 a 24 años (043)",8858,7426,38,5128,1888,313,55,4,,,1432,10097
"De 25 a 29 años (044)",10629,9563,28,4080,3697,1354,381,19,4,,1066,17273
"De 30 a 34 años (045)",10158,9572,24,2447,3700,2197,1106,89,7,2,586,21741
"De 35 a 39 años (046)",9383,8987,21,1470,2942,2567,1745,213,26,3,396,24109
"De 40 a 44 años (047)",8156,7833,29,999,2043,2307,1972,404,67,12,323,23779
"De 45 a 49 años (048)",6684,6473,21,721,1455,1758,1901,498,101,18,211,21303
"De 50 y más años (049)",13153,12738,40,1259,2112,2670,4179,1684,584,210,415,49713
"Sup. no Univ. incompleta (050)",11370,9861,55,3623,2945,1758,1109,281,66,24,1509,22152
"De 15 a 19 años (052)",228,194,7,173,12,,2,,,,34,205
"De 20 a 24 años (053)",2137,1434,11,1138,244,35,4,2,,,703,1761
"De 25 a 29 años (054)",1990,1593,5,902,530,129,24,3,,,397,2471
"De 30 a 34 años (055)",1913,1751,9,587,732,321,96,6,,,162,3454
"De 35 a 39 años (056)",1625,1544,5,359,564,413,186,16,,1,81,3625
"De 40 a 44 años (057)",1150,1095,9,172,349,314,210,36,5,,55,2988
"De 45 a 49 años (058)",864,841,1,122,220,245,200,44,8,1,23,2501
"De 50 y más años (059)",1463,1409,8,170,294,301,387,174,53,22,54,5147
"Sup. no Univ. completa (060)",24180,21178,84,6888,6634,4146,2579,581,197,69,3002,49777
"De 20 a 24 años (063)",1572,899,9,742,128,16,2,2,,,673,1066
"De 25 a 29 años (064)",3326,2451,9,1675,613,129,22,3,,,875,3397
"De 30 a 34 años (065)",3973,3401,13,1505,1338,422,109,11,1,2,572,6000
"De 35 a 39 años (066)",4006,3660,11,1087,1444,772,314,30,,2,346,7822
"De 40 a 44 años (067)",3286,3089,8,697,1127,811,390,49,6,1,197,7405
"De 45 a 49 años (068)",2671,2540,9,463,842,732,432,57,2,3,131,6604
"De 50 y más años (069)",5346,5138,25,719,1142,1264,1310,429,188,61,208,17483
"Sup. Univ. incompleta (070)",8205,6226,39,2633,1684,1065,618,136,40,11,1979,13158
"De 15 a 19 años (072)",185,151,2,140,7,1,1,,,,34,161
"De 20 a 24 años (073)",2195,1091,11,906,149,19,4,2,,,1104,1289
"De 25 a 29 años (074)",1568,1039,11,655,296,62,12,3,,,529,1501
"De 30 a 34 años (075)",1123,989,4,396,378,160,48,3,,,134,1851
"De 35 a 39 años (076)",924,857,3,218,303,227,96,10,,,67,1971
"De 40 a 44 años (077)",649,607,1,101,195,192,106,10,2,,42,1599
"De 45 a 49 años (078)",529,504,2,82,169,142,88,17,3,1,25,1362
"De 50 y más años (079)",1032,988,5,135,187,262,263,91,35,10,44,3424
"Sup. Univ. completa (080)",21787,17978,78,5910,5769,3505,2078,450,132,56,3809,41424
"De 20 a 24 años (083)",1237,474,2,385,70,11,4,2,,,763,586
"De 25 a 29 años (084)",3304,1950,15,1369,450,92,23,1,,,1354,2649
"De 30 a 34 años (085)",3472,2782,16,1344,1044,296,77,4,,1,690,4678
"De 35 a 39 años (086)",3291,2927,15,957,1179,588,171,12,5,,364,5914
"De 40 a 44 años (087)",2844,2622,8,615,1001,663,303,28,3,1,222,6098
"De 45 a 49 años (088)",2340,2177,5,461,789,581,287,44,7,3,163,5357
"De 50 y más años (089)",5299,5046,17,779,1236,1274,1213,359,117,51,253,16142
,,,,,,,,,,,,
"URBANA (100)",200358,183120,770,44220,44508,33907,35265,15101,6687,2662,17238,570969
"De 12 a 14 años (101)",182,73,8,50,15,,,,,,109,80
"De 15 a 19 años (102)",3724,3164,53,2776,271,52,12,,,,560,3522
"De 20 a 24 años (103)",18086,13222,78,9266,3157,591,114,16,,,4864,17929
"De 25 a 29 años (104)",23943,19514,76,9480,6643,2468,790,48,9,,4429,33842
"De 30 a 34 años (105)",25427,23051,87,7132,8564,4610,2394,241,17,6,2376,49961
"De 35 a 39 años (106)",24824,23326,74,4721,7618,5990,4173,635,104,11,1498,60802
"De 40 a 44 años (107)",22416,21371,85,3167,5808,5695,5053,1243,278,42,1045,64466
"De 45 a 49 años (108)",19402,18685,64,2364,4384,4601,5065,1649,454,104,717,62351
"De 50 y más años (109)",62354,60714,245,5264,8048,9900,17664,11269,5825,2499,1640,278016
"Sin nivel (110)",18164,17484,80,1495,1977,2224,4592,3751,2356,1009,680,87596
"De 12 a 14 años (111)",7,5,,4,1,,,,,,2,6
"De 15 a 19 años (112)",59,49,,39,7,1,2,,,,10,64
"De 20 a 24 años (113)",271,199,1,100,67,24,4,3,,,72,343
"De 25 a 29 años (114)",391,311,1,104,87,78,36,3,2,,80,700
"De 30 a 34 años (115)",1024,920,4,187,292,239,166,28,3,1,104,2412
"De 35 a 39 años (116)",1109,1034,2,140,225,257,315,70,21,4,75,3389
"De 40 a 44 años (117)",1354,1284,6,112,248,277,419,154,53,15,70,4862
"De 45 a 49 años (118)",1447,1398,9,127,200,229,434,267,112,20,49,6006
"De 50 y más años (119)",12502,12284,57,682,850,1119,3216,3226,2165,969,218,69814
"Educacion Inicial (120)",204,166,,56,45,33,27,4,1,,38,393
"De 12 a 14 años (121)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (122)",13,12,,11,1,,,,,,1,13
"De 20 a 24 años (123)",43,29,,15,11,2,1,,,,14,47
"De 25 a 29 años (124)",63,52,,16,15,12,8,1,,,11,123
"De 30 a 34 años (125)",53,46,,10,11,10,12,3,,,7,132
"De 35 a 39 años (126)",30,26,,3,7,9,6,,1,,4,77
"Primaria (130)",51036,49174,203,6779,8562,8683,13427,7113,3145,1262,1862,195100
"De 12 a 14 años (131)",66,29,4,19,6,,,,,,37,31
"De 15 a 19 años (132)",683,599,8,498,73,19,1,,,,84,705
"De 20 a 24 años (133)",2537,2235,7,1252,738,192,45,1,,,302,3501
"De 25 a 29 años (134)",3604,3328,8,1020,1260,712,309,16,3,,276,7092
"De 30 a 34 años (135)",4522,4314,20,860,1336,1119,862,111,6,,208,11333
"De 35 a 39 años (136)",5152,4947,20,601,1180,1339,1459,294,51,3,205,15604
"De 40 a 44 años (137)",5448,5281,25,539,943,1258,1770,586,147,13,167,19085
"De 45 a 49 años (138)",5184,5054,18,429,763,992,1811,753,229,59,130,20256
"De 50 y más años (139)",23840,23387,93,1561,2263,3052,7170,5352,2709,1187,453,117493
"Secundaria (140)",66260,61680,232,17120,17072,12593,10882,2792,757,232,4580,162627
"De 12 a 14 años (141)",107,38,4,26,8,,,,,,69,42
"De 15 a 19 años (142)",2561,2162,36,1918,171,31,6,,,,399,2377
"De 20 a 24 años (143)",8260,6941,37,4797,1759,294,50,4,,,1319,9429
"De 25 a 29 años (144)",9884,8911,27,3824,3423,1259,356,18,4,,973,16071
"De 30 a 34 años (145)",9507,8971,21,2293,3479,2063,1030,76,7,2,536,20336
"De 35 a 39 años (146)",8833,8461,19,1395,2769,2413,1635,203,26,1,372,22667
"De 40 a 44 años (147)",7747,7446,28,945,1963,2194,1862,380,62,12,301,22551
"De 45 a 49 años (148)",6434,6233,20,691,1418,1698,1827,469,93,17,201,20435
"De 50 y más años (149)",12927,12517,40,1231,2082,2641,4116,1642,565,200,410,48719
"Sup. no Univ. incompleta (150)",11137,9682,55,3537,2900,1727,1095,279,65,24,1455,21803
"De 15 a 19 años (152)",224,192,7,171,12,,2,,,,32,203
"De 20 a 24 años (153)",2065,1398,11,1109,239,33,4,2,,,667,1716
"De 25 a 29 años (154)",1946,1560,5,879,523,126,24,3,,,386,2425
"De 30 a 34 años (155)",1866,1707,9,573,715,312,92,6,,,159,3362
"De 35 a 39 años (156)",1599,1520,5,350,555,409,184,16,,1,79,3578
"De 40 a 44 años (157)",1138,1083,9,168,348,309,208,36,5,,55,2958
"De 45 a 49 años (158)",847,824,1,118,216,240,196,44,8,1,23,2457
"De 50 y más años (159)",1452,1398,8,169,292,298,385,172,52,22,54,5104
"Sup. no Univ. completa (160)",23811,20895,84,6752,6556,4103,2559,579,194,68,2916,49221
"De 20 a 24 años (163)",1513,864,9,709,126,16,2,2,,,649,1029
"De 25 a 29 años (164)",3246,2394,9,1633,599,128,22,3,,,852,3324
"De 30 a 34 años (165)",3902,3350,13,1481,1319,415,109,10,1,2,552,5910
"De 35 a 39 años (166)",3927,3591,11,1066,1416,757,309,30,,2,336,7678
"De 40 a 44 años (167)",3256,3064,8,690,1120,803,387,49,6,1,192,7347
"De 45 a 49 años (168)",2646,2519,9,460,837,726,425,57,2,3,127,6544
"De 50 y más años (169)",5321,5113,25,713,1139,1258,1305,428,185,60,208,17389
"Sup. Univ. incompleta (170)",8127,6174,39,2614,1664,1057,614,135,40,11,1953,13051
"De 15 a 19 años (172)",184,150,2,139,7,1,1,,,,34,160
"De 20 a 24 años (173)",2175,1085,11,902,147,19,4,2,,,1090,1281
"De 25 a 29 años (174)",1546,1025,11,647,291,61,12,3,,,521,1480
"De 30 a 34 años (175)",1115,983,4,394,376,159,47,3,,,132,1837
"De 35 a 39 años (176)",912,846,3,217,297,224,95,10,,,66,1945
"De 40 a 44 años (177)",644,603,1,101,192,192,105,10,2,,41,1589
"De 45 a 49 años (178)",524,499,2,81,167,140,88,17,3,1,25,1351
"De 50 y más años (179)",1027,983,5,133,187,261,262,90,35,10,44,3408
"Sup. Univ. completa (180)",21619,17865,77,5867,5732,3487,2069,448,129,56,3754,41178
"De 20 a 24 años (183)",1222,471,2,382,70,11,4,2,,,751,583
"De 25 a 29 años (184)",3263,1933,15,1357,445,92,23,1,,,1330,2627
"De 30 a 34 años (185)",3438,2760,16,1334,1036,293,76,4,,1,678,4639
"De 35 a 39 años (186)",3262,2901,14,949,1169,582,170,12,5,,361,5864
"De 40 a 44 años (187)",2829,2610,8,612,994,662,302,28,3,1,219,6074
"De 45 a 49 años (188)",2320,2158,5,458,783,576,284,42,7,3,162,5302
"De 50 y más años (189)",5285,5032,17,775,1235,1271,1210,359,114,51,253,16089
,,,,,,,,,,,,
"RURAL (200)",12836,11777,28,2307,2381,1929,2407,1458,840,427,1059,44576
"De 12 a 14 años (201)",11,7,,7,,,,,,,4,7
"De 15 a 19 años (202)",333,285,2,247,32,4,,,,,48,323
"De 20 a 24 años (203)",1345,1037,2,624,319,77,15,,,,308,1557
"De 25 a 29 años (204)",1641,1380,1,498,517,262,95,7,,,261,2767
"De 30 a 34 años (205)",1623,1464,3,315,466,360,267,47,5,1,159,3832
"De 35 a 39 años (206)",1637,1539,4,181,408,382,431,105,22,6,98,4950
"De 40 a 44 años (207)",1411,1341,1,145,240,308,420,159,58,10,70,5032
"De 45 a 49 años (208)",1192,1142,4,101,151,207,383,183,90,23,50,4911
"De 50 y más años (209)",3643,3582,11,189,248,329,796,957,665,387,61,21197
"Sin nivel (210)",2648,2550,5,168,235,267,564,616,429,266,98,14474
"De 12 a 14 años (211)",1,,,,,,,,,,1,
"De 15 a 19 años (212)",9,8,,8,,,,,,,1,8
"De 20 a 24 años (213)",61,50,,17,22,11,,,,,11,94
"De 25 a 29 años (214)",65,50,,14,20,8,6,2,,,15,115
"De 30 a 34 años (215)",111,98,,15,25,30,20,7,1,,13,296
"De 35 a 39 años (216)",198,186,,17,28,32,67,33,9,,12,756
"De 40 a 44 años (217)",200,190,,11,16,32,65,40,22,4,10,921
"De 45 a 49 años (218)",223,214,1,11,20,20,71,47,34,10,9,1134
"De 50 y más años (219)",1780,1754,4,75,104,134,335,487,363,252,26,11150
"Educacion Inicial (220)",14,11,,7,,1,2,1,,,3,25
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 20 a 24 años (223)",3,2,,2,,,,,,,1,2
"De 25 a 29 años (224)",5,4,,2,,1,1,,,,1,9
"De 30 a 34 años (225)",4,3,,1,,,1,1,,,1,12
"De 35 a 39 años (226)",1,1,,1,,,,,,,,1
"Primaria (230)",5698,5311,11,770,1008,957,1331,715,372,147,387,20834
"De 12 a 14 años (231)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (232)",123,111,,89,18,4,,,,,12,137
"De 20 a 24 años (233)",517,420,1,205,159,45,10,,,,97,700
"De 25 a 29 años (234)",639,553,,141,192,153,63,4,,,86,1279
"De 30 a 34 años (235)",697,639,,95,174,176,164,25,4,1,58,1884
"De 35 a 39 años (236)",742,696,1,49,154,168,245,62,13,4,46,2484
"De 40 a 44 años (237)",740,711,,66,126,149,238,95,31,6,29,2761
"De 45 a 49 años (238)",652,626,2,49,77,109,224,105,48,12,26,2739
"De 50 y más años (239)",1582,1552,7,73,108,153,387,424,276,124,30,8847
"Secundaria (240)",3628,3278,11,1078,958,604,463,119,32,13,350,7985
"De 12 a 14 años (241)",4,4,,4,,,,,,,,4
"De 15 a 19 años (242)",195,162,2,146,14,,,,,,33,174
"De 20 a 24 años (243)",598,485,1,331,129,19,5,,,,113,668
"De 25 a 29 años (244)",745,652,1,256,274,95,25,1,,,93,1202
"De 30 a 34 años (245)",651,601,3,154,221,134,76,13,,,50,1405
"De 35 a 39 años (246)",550,526,2,75,173,154,110,10,,2,24,1442
"De 40 a 44 años (247)",409,387,1,54,80,113,110,24,5,,22,1228
"De 45 a 49 años (248)",250,240,1,30,37,60,74,29,8,1,10,868
"De 50 y más años (249)",226,221,,28,30,29,63,42,19,10,5,994
"Sup. no Univ. incompleta (250)",233,179,,86,45,31,14,2,1,,54,349
"De 15 a 19 años (252)",4,2,,2,,,,,,,2,2
"De 20 a 24 años (253)",72,36,,29,5,2,,,,,36,45
"De 25 a 29 años (254)",44,33,,23,7,3,,,,,11,46
"De 30 a 34 años (255)",47,44,,14,17,9,4,,,,3,92
"De 35 a 39 años (256)",26,24,,9,9,4,2,,,,2,47
"De 40 a 44 años (257)",12,12,,4,1,5,2,,,,,30
"De 45 a 49 años (258)",17,17,,4,4,5,4,,,,,44
"De 50 y más años (259)",11,11,,1,2,3,2,2,1,,,43
"Sup. no Univ. completa (260)",369,283,,136,78,43,20,2,3,1,86,556
"De 20 a 24 años (263)",59,35,,33,2,,,,,,24,37
"De 25 a 29 años (264)",80,57,,42,14,1,,,,,23,73
"De 30 a 34 años (265)",71,51,,24,19,7,,1,,,20,90
"De 35 a 39 años (266)",79,69,,21,28,15,5,,,,10,144
"De 40 a 44 años (267)",30,25,,7,7,8,3,,,,5,58
"De 45 a 49 años (268)",25,21,,3,5,6,7,,,,4,60
"De 50 y más años (269)",25,25,,6,3,6,5,1,3,1,,94
"Sup. Univ. incompleta (270)",78,52,,19,20,8,4,1,,,26,107
"De 15 a 19 años (272)",1,1,,1,,,,,,,,1
"De 20 a 24 años (273)",20,6,,4,2,,,,,,14,8
"De 25 a 29 años (274)",22,14,,8,5,1,,,,,8,21
"De 30 a 34 años (275)",8,6,,2,2,1,1,,,,2,14
"De 35 a 39 años (276)",12,11,,1,6,3,1,,,,1,26
"De 40 a 44 años (277)",5,4,,,3,,1,,,,1,10
"De 45 a 49 años (278)",5,5,,1,2,2,,,,,,11
"De 50 y más años (279)",5,5,,2,,1,1,1,,,,16
"Sup. Univ. completa (280)",168,113,1,43,37,18,9,2,3,,55,246
"De 20 a 24 años (283)",15,3,,3,,,,,,,12,3
"De 25 a 29 años (284)",41,17,,12,5,,,,,,24,22
"De 30 a 34 años (285)",34,22,,10,8,3,1,,,,12,39
"De 35 a 39 años (286)",29,26,1,8,10,6,1,,,,3,50
"De 40 a 44 años (287)",15,12,,3,7,1,1,,,,3,24
"De 45 a 49 años (288)",20,19,,3,6,5,3,2,,,1,55
"De 50 y más años (289)",14,14,,4,1,3,3,,3,,,53
