"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1395,1226,102,49,18
"Trabajador del hogar (054)",1156,1156,,,
"De 06 a 14 años (056)",494,414,53,17,10
"Empleado (057)",93,75,13,3,2
"Obrero (058)",69,41,8,13,7
"Trabajador independiente (059)",147,133,14,,
"Trabajador familiar no remunerado (061)",165,145,18,1,1
"Trabajador del hogar (062)",20,20,,,
"De 15 a 29 años (064)",15419,10349,1883,1331,1856
"Empleado (065)",5280,2328,810,770,1372
"Obrero (066)",3227,1679,548,529,471
"Trabajador independiente (067)",5619,5168,451,,
"Empleador o patrono (068)",233,193,23,11,6
"Trabajador familiar no remunerado (069)",554,475,51,21,7
"Trabajador del hogar (070)",506,506,,,
"De 30 a 44 años (072)",18614,11489,2001,2087,3037
"Empleado (073)",6895,1770,1017,1568,2540
"Obrero (074)",2972,1549,459,485,479
"Trabajador independiente (075)",7563,7106,457,,
"Empleador o patrono (076)",405,323,48,21,13
"Trabajador familiar no remunerado (077)",393,355,20,13,5
"Trabajador del hogar (078)",386,386,,,
"De 45 a 64 años (080)",11643,7818,1050,993,1782
"Empleado (081)",3596,819,457,755,1565
"Obrero (082)",1564,909,247,202,206
"Trabajador independiente (083)",5646,5348,298,,
"Empleador o patrono (084)",392,322,38,24,8
"Trabajador familiar no remunerado (085)",227,202,10,12,3
"Trabajador del hogar (086)",218,218,,,
"De 65 y más años (088)",1779,1602,75,44,58
"Empleado (089)",163,89,18,21,35
"Obrero (090)",203,146,21,17,19
"Trabajador independiente (091)",1206,1181,25,,
"Empleador o patrono (092)",125,111,8,4,2
"Trabajador familiar no remunerado (093)",56,49,3,2,2
"Trabajador del hogar (094)",26,26,,,
,,,,,
"RURAL (096)",3780,3068,242,264,206
"Empleado (097)",508,157,88,134,129
"Obrero (098)",1172,884,88,124,76
"Trabajador independiente (099)",1488,1439,49,,
"Empleador o patrono (100)",160,152,2,6,
"Trabajador familiar no remunerado (101)",378,362,15,,1
"Trabajador del hogar (102)",74,74,,,
"De 06 a 14 años (104)",36,31,4,,1
"Obrero (106)",10,6,3,,1
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",22,21,1,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1256,957,100,102,97
"Empleado (113)",182,64,27,36,55
"Obrero (114)",524,373,45,64,42
"Trabajador independiente (115)",281,265,16,,
"Empleador o patrono (116)",17,14,1,2,
"Trabajador familiar no remunerado (117)",214,203,11,,
"Trabajador del hogar (118)",38,38,,,
"De 30 a 44 años (120)",1243,972,84,114,73
"Empleado (121)",222,60,38,71,53
"Obrero (122)",406,316,30,40,20
"Trabajador independiente (123)",465,451,14,,
"Empleador o patrono (124)",33,30,,3,
"Trabajador familiar no remunerado (125)",93,91,2,,
"Trabajador del hogar (126)",24,24,,,
"De 45 a 64 años (128)",916,791,50,44,31
"Empleado (129)",98,31,23,25,19
"Obrero (130)",195,155,10,18,12
"Trabajador independiente (131)",519,504,15,,
"Empleador o patrono (132)",57,55,1,1,
"Trabajador familiar no remunerado (133)",37,36,1,,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",329,317,4,4,4
"Empleado (137)",6,2,,2,2
"Obrero (138)",37,34,,2,1
"Trabajador independiente (139)",220,216,4,,
"Empleador o patrono (140)",53,53,,,
"Trabajador familiar no remunerado (141)",12,11,,,1
"Trabajador del hogar (142)",1,1,,,
