"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",66,43,6,8,9
,,,,,
"URBANA (060)",33145,19978,3642,3989,5536
"Sin nivel (061)",1050,789,105,90,66
"Educación inicial (062)",41,27,2,8,4
"Primaria (063)",6320,4453,674,530,663
"Secundaria (064)",13573,8601,1450,1452,2070
"Superior no univ. incompleta (065)",2414,1457,263,256,438
"Superior no univ. completa (066)",4952,2503,557,739,1153
"Superior univ. incompleta (067)",1281,729,136,160,256
"Superior univ. completa (068)",3514,1419,455,754,886
"De 06 a 14 años (070)",271,205,33,23,10
"Sin nivel (071)",11,5,2,2,2
"Educación inicial (072)",5,5,,,
"Primaria (073)",155,116,19,13,7
"Secundaria (074)",100,79,12,8,1
"De 15 a 29 años (080)",9490,5784,1212,1054,1440
"Sin nivel (081)",126,79,17,16,14
"Educación inicial (082)",30,18,1,7,4
"Primaria (083)",1426,908,197,150,171
"Secundaria (084)",4473,2912,560,444,557
"Superior no univ. incompleta (085)",938,599,108,86,145
"Superior no univ. completa (086)",1375,693,174,193,315
"Superior univ. incompleta (087)",495,293,62,58,82
"Superior univ. completa (088)",627,282,93,100,152
"De 30 a 44 años (090)",12564,7361,1397,1677,2129
"Sin nivel (091)",309,234,33,25,17
"Educación inicial (092)",6,4,1,1,
"Primaria (093)",1728,1178,209,157,184
"Secundaria (094)",5139,3288,516,588,747
"Superior no univ. incompleta (095)",959,559,107,115,178
"Superior no univ. completa (096)",2266,1170,255,341,500
"Superior univ. incompleta (097)",474,250,47,71,106
"Superior univ. completa (098)",1683,678,229,379,397
"De 45 a 64 años (100)",9633,5616,923,1195,1899
"Sin nivel (101)",402,296,36,41,29
"Primaria (103)",2377,1696,210,195,276
"Secundaria (104)",3660,2155,349,407,749
"Superior no univ. incompleta (105)",490,276,47,53,114
"Superior no univ. completa (106)",1267,602,127,203,335
"Superior univ. incompleta (107)",298,174,27,29,68
"Superior univ. completa (108)",1139,417,127,267,328
"De 65 y más años (110)",1187,1012,77,40,58
"Sin nivel (111)",202,175,17,6,4
"Primaria (113)",634,555,39,15,25
"Secundaria (114)",201,167,13,5,16
"Superior no univ. incompleta (115)",27,23,1,2,1
"Superior no univ. completa (116)",44,38,1,2,3
"Superior univ. incompleta (117)",14,12,,2,
"Superior univ. completa (118)",65,42,6,8,9
,,,,,
"RURAL (120)",4815,3682,497,280,356
"Sin nivel (121)",340,283,35,15,7
"Educación inicial (122)",16,12,2,2,
"Primaria (123)",1646,1322,177,68,79
"Secundaria (124)",1890,1414,189,133,154
"Superior no univ. incompleta (125)",278,208,25,15,30
"Superior no univ. completa (126)",425,299,39,31,56
"Superior univ. incompleta (127)",90,68,8,7,7
"Superior univ. completa (128)",130,76,22,9,23
"De 06 a 14 años (130)",57,46,9,2,
"Sin nivel (131)",4,4,,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",34,27,7,,
"Secundaria (134)",17,13,2,2,
"De 15 a 29 años (140)",1715,1302,201,103,109
"Sin nivel (141)",42,35,3,2,2
"Educación inicial (142)",11,8,2,1,
"Primaria (143)",472,369,63,27,13
"Secundaria (144)",806,621,97,49,39
"Superior no univ. incompleta (145)",125,99,9,4,13
"Superior no univ. completa (146)",190,120,19,17,34
"Superior univ. incompleta (147)",31,25,3,2,1
"Superior univ. completa (148)",38,25,5,1,7
"De 30 a 44 años (150)",1449,1071,150,101,127
"Sin nivel (151)",101,75,14,10,2
"Educación inicial (152)",3,2,,1,
"Primaria (153)",441,354,48,15,24
"Secundaria (154)",599,440,50,49,60
"Superior no univ. incompleta (155)",86,58,11,9,8
"Superior no univ. completa (156)",132,94,13,10,15
"Superior univ. incompleta (157)",31,20,4,2,5
"Superior univ. completa (158)",56,28,10,5,13
"De 45 a 64 años (160)",1323,1019,114,70,120
"Sin nivel (161)",123,105,13,2,3
"Primaria (163)",549,439,45,23,42
"Secundaria (164)",441,314,39,33,55
"Superior no univ. incompleta (165)",54,41,2,2,9
"Superior no univ. completa (166)",95,77,7,4,7
"Superior univ. incompleta (167)",26,21,1,3,1
"Superior univ. completa (168)",35,22,7,3,3
"De 65 y más años (170)",271,244,23,4,
"Sin nivel (171)",70,64,5,1,
"Primaria (173)",150,133,14,3,
"Secundaria (174)",27,26,1,,
"Superior no univ. incompleta (175)",13,10,3,,
"Superior no univ. completa (176)",8,8,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",1,1,,,
