"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",4,2,1,1,
"Primaria (063)",212,188,6,7,11
"Secundaria (064)",300,188,29,29,54
"Superior no univ. incompleta (065)",85,44,9,10,22
"Superior no univ. completa (066)",282,104,45,73,60
"Superior univ. incompleta (067)",67,24,11,12,20
"Superior univ. completa (068)",263,81,50,80,52
"De 06 a 14 años (070)",22,21,,1,
"Sin nivel (071)",1,1,,,
"Primaria (073)",15,14,,1,
"Secundaria (074)",6,6,,,
"De 15 a 29 años (080)",419,218,46,59,96
"Sin nivel (081)",8,8,,,
"Educación inicial (082)",2,1,,1,
"Primaria (083)",50,41,2,3,4
"Secundaria (084)",147,92,11,16,28
"Superior no univ. incompleta (085)",46,23,5,5,13
"Superior no univ. completa (086)",77,27,16,14,20
"Superior univ. incompleta (087)",34,13,4,2,15
"Superior univ. completa (088)",55,13,8,18,16
"De 30 a 44 años (090)",493,244,72,102,75
"Sin nivel (091)",15,14,1,,
"Educación inicial (092)",2,1,1,,
"Primaria (093)",66,62,3,,1
"Secundaria (094)",83,53,9,6,15
"Superior no univ. incompleta (095)",28,14,4,3,7
"Superior no univ. completa (096)",149,47,23,48,31
"Superior univ. incompleta (097)",23,10,4,6,3
"Superior univ. completa (098)",127,43,27,39,18
"De 45 a 64 años (100)",303,168,37,50,48
"Sin nivel (101)",41,35,4,,2
"Primaria (103)",61,51,1,3,6
"Secundaria (104)",56,32,8,7,9
"Superior no univ. incompleta (105)",9,5,,2,2
"Superior no univ. completa (106)",52,26,6,11,9
"Superior univ. incompleta (107)",10,1,3,4,2
"Superior univ. completa (108)",74,18,15,23,18
"De 65 y más años (110)",66,62,2,,2
"Sin nivel (111)",25,24,1,,
"Primaria (113)",20,20,,,
"Secundaria (114)",8,5,1,,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",4,4,,,
"Superior univ. completa (118)",7,7,,,
,,,,,
"RURAL (120)",3789,3143,280,170,196
"Sin nivel (121)",1086,1001,63,13,9
"Educación inicial (122)",9,9,,,
"Primaria (123)",1514,1367,68,23,56
"Secundaria (124)",784,611,57,41,75
"Superior no univ. incompleta (125)",70,37,14,8,11
"Superior no univ. completa (126)",178,63,47,42,26
"Superior univ. incompleta (127)",40,18,10,4,8
"Superior univ. completa (128)",108,37,21,39,11
"De 06 a 14 años (130)",31,29,2,,
"Sin nivel (131)",2,2,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",24,22,2,,
"Secundaria (134)",4,4,,,
"De 15 a 29 años (140)",1180,934,82,69,95
"Sin nivel (141)",54,47,6,1,
"Educación inicial (142)",4,4,,,
"Primaria (143)",481,433,18,13,17
"Secundaria (144)",475,370,29,32,44
"Superior no univ. incompleta (145)",50,28,9,4,9
"Superior no univ. completa (146)",74,33,11,13,17
"Superior univ. incompleta (147)",20,10,5,1,4
"Superior univ. completa (148)",22,9,4,5,4
"De 30 a 44 años (150)",1229,983,101,77,68
"Sin nivel (151)",344,305,28,8,3
"Educación inicial (152)",4,4,,,
"Primaria (153)",499,453,19,6,21
"Secundaria (154)",222,174,17,7,24
"Superior no univ. incompleta (155)",13,6,2,4,1
"Superior no univ. completa (156)",80,22,24,25,9
"Superior univ. incompleta (157)",15,5,3,3,4
"Superior univ. completa (158)",52,14,8,24,6
"De 45 a 64 años (160)",1024,890,81,23,30
"Sin nivel (161)",461,432,20,3,6
"Primaria (163)",427,381,26,4,16
"Secundaria (164)",71,53,10,2,6
"Superior no univ. incompleta (165)",7,3,3,,1
"Superior no univ. completa (166)",21,6,11,4,
"Superior univ. incompleta (167)",5,3,2,,
"Superior univ. completa (168)",32,12,9,10,1
"De 65 y más años (170)",325,307,14,1,3
"Sin nivel (171)",225,215,9,1,
"Primaria (173)",83,78,3,,2
"Secundaria (174)",12,10,1,,1
"Superior no univ. completa (176)",3,2,1,,
"Superior univ. completa (178)",2,2,,,
