"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",5,5,,,
"Trabajador independiente (059)",14,14,,,
"Trabajador familiar no remunerado (061)",125,106,13,6,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1286,896,115,103,172
"Empleado (065)",305,104,71,41,89
"Obrero (066)",243,116,23,24,80
"Trabajador independiente (067)",455,441,14,,
"Empleador o patrono (068)",21,15,1,4,1
"Trabajador familiar no remunerado (069)",227,185,6,34,2
"Trabajador del hogar (070)",35,35,,,
"De 30 a 44 años (072)",1690,1054,221,154,261
"Empleado (073)",585,125,172,131,157
"Obrero (074)",256,122,15,16,103
"Trabajador independiente (075)",663,641,22,,
"Empleador o patrono (076)",21,18,2,1,
"Trabajador familiar no remunerado (077)",151,134,10,6,1
"Trabajador del hogar (078)",14,14,,,
"De 45 a 64 años (080)",1257,936,102,84,135
"Empleado (081)",277,59,62,67,89
"Obrero (082)",171,98,15,12,46
"Trabajador independiente (083)",634,617,17,,
"Empleador o patrono (084)",32,29,3,,
"Trabajador familiar no remunerado (085)",138,128,5,5,
"Trabajador del hogar (086)",5,5,,,
"De 65 y más años (088)",336,318,9,5,4
"Empleado (089)",18,11,4,1,2
"Obrero (090)",39,34,,3,2
"Trabajador independiente (091)",220,217,3,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",54,51,2,1,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",6247,5408,272,155,412
"Empleado (097)",268,127,59,22,60
"Obrero (098)",1164,577,114,125,348
"Trabajador independiente (099)",3295,3231,64,,
"Empleador o patrono (100)",23,18,4,,1
"Trabajador familiar no remunerado (101)",1478,1436,31,8,3
"Trabajador del hogar (102)",19,19,,,
"De 06 a 14 años (104)",108,105,3,,
"Obrero (106)",6,5,1,,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",95,93,2,,
"De 15 a 29 años (112)",1905,1597,89,65,154
"Empleado (113)",90,50,14,6,20
"Obrero (114)",423,189,44,56,134
"Trabajador independiente (115)",801,788,13,,
"Empleador o patrono (116)",5,3,2,,
"Trabajador familiar no remunerado (117)",571,552,16,3,
"Trabajador del hogar (118)",15,15,,,
"De 30 a 44 años (120)",2058,1699,115,61,183
"Empleado (121)",116,44,32,10,30
"Obrero (122)",438,202,37,47,152
"Trabajador independiente (123)",1111,1072,39,,
"Empleador o patrono (124)",10,8,1,,1
"Trabajador familiar no remunerado (125)",381,371,6,4,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",1661,1504,57,28,72
"Empleado (129)",57,29,12,6,10
"Obrero (130)",257,148,28,21,60
"Trabajador independiente (131)",1014,1004,10,,
"Empleador o patrono (132)",5,4,1,,
"Trabajador familiar no remunerado (133)",326,317,6,1,2
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",515,503,8,1,3
"Empleado (137)",5,4,1,,
"Obrero (138)",40,33,4,1,2
"Trabajador independiente (139)",362,360,2,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",105,103,1,,1
