"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1381,126,,713,318,45,46,48,85
"Esposa(o)/ compa¤era(o) (050)",122,16,2,58,32,2,3,2,7
"Hijo(a)/ hijastro(a) (051)",1684,226,92,756,472,36,24,46,32
"Yerno/ nuera (052)",47,2,,17,15,1,4,4,4
"Nieto(a) (053)",180,54,11,92,20,1,1,1,
"Padres/ suegros (054)",32,13,,18,1,,,,
"Otro(a) pariente (055)",281,31,8,126,91,7,6,6,6
"Trabajador(a) del hogar (056)",10,,,3,7,,,,
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",96,11,1,42,24,4,3,7,4
"Mujeres (060)",3934,895,104,1687,853,93,92,85,125
"Jefe o Jefa (061)",685,207,5,271,120,22,16,15,29
"Esposa(o)/ compa¤era(o) (062)",1084,288,4,457,200,22,42,17,54
"Hijo(a)/ hijastro(a) (063)",1582,248,76,719,410,36,24,41,28
"Yerno/ nuera (064)",31,2,1,11,12,2,,2,1
"Nieto(a) (065)",160,44,13,76,23,1,,2,1
"Padres/ suegros (066)",41,34,,7,,,,,
"Otro(a) pariente (067)",251,50,4,101,69,7,9,5,6
"Trabajador(a) del hogar (068)",23,4,,14,5,,,,
"Otro(a) no pariente (070)",77,18,1,31,14,3,1,3,6
,,,,,,,,,
"RURAL (072)",47697,14968,1189,26774,4325,121,80,93,147
"Jefe o Jefa (073)",10822,3577,29,6424,636,25,29,11,91
"Esposa(o)/ compa¤era(o) (074)",7555,3633,41,3560,297,3,7,4,10
"Hijo(a)/ hijastro(a) (075)",22093,5543,914,13058,2408,62,25,57,26
"Yerno/ nuera (076)",476,78,3,298,88,8,,1,
"Nieto(a) (077)",2248,721,125,1228,168,1,1,4,
"Padres/ suegros (078)",509,397,,106,6,,,,
"Otro(a) pariente (079)",2889,806,63,1552,426,10,12,10,10
"Trabajador(a) del hogar (080)",77,27,,40,10,,,,
"Pensionista (081)",7,,,1,5,,,,1
"Otro(a) no pariente (082)",1021,186,14,507,281,12,6,6,9
"Hombres (084)",24118,5769,573,14798,2698,79,47,64,90
"Jefe o Jefa (085)",8349,2152,21,5499,561,23,22,8,63
"Esposa(o)/ compa¤era(o) (086)",431,77,,309,44,,,,1
"Hijo(a)/ hijastro(a) (087)",11465,2575,454,6864,1467,36,14,40,15
"Yerno/ nuera (088)",223,18,1,146,51,6,,1,
"Nieto(a) (089)",1169,361,59,641,104,,,4,
"Padres/ suegros (090)",174,97,,75,2,,,,
"Otro(a) pariente (091)",1551,353,31,877,264,5,7,7,7
"Trabajador(a) del hogar (092)",33,10,,20,3,,,,
"Pensionista (093)",2,,,,1,,,,1
"Otro(a) no pariente (094)",721,126,7,367,201,9,4,4,3
"Mujeres (096)",23579,9199,616,11976,1627,42,33,29,57
"Jefe o Jefa (097)",2473,1425,8,925,75,2,7,3,28
"Esposa(o)/ compa¤era(o) (098)",7124,3556,41,3251,253,3,7,4,9
"Hijo(a)/ hijastro(a) (099)",10628,2968,460,6194,941,26,11,17,11
"Yerno/ nuera (100)",253,60,2,152,37,2,,,
"Nieto(a) (101)",1079,360,66,587,64,1,1,,
"Padres/ suegros (102)",335,300,,31,4,,,,
"Otro(a) pariente (103)",1338,453,32,675,162,5,5,3,3
"Trabajador(a) del hogar (104)",44,17,,20,7,,,,
"Pensionista (105)",5,,,1,4,,,,
"Otro(a) no pariente (106)",300,60,7,140,80,3,2,2,6
