"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",54,49,,,5
"Superior univ. completa (058)",167,120,13,15,19
,,,,,
"URBANA (060)",54274,36019,5988,5235,7032
"Sin nivel (061)",1588,1117,229,158,84
"Educación inicial (062)",56,41,6,8,1
"Primaria (063)",11906,9008,1409,912,577
"Secundaria (064)",25692,18352,2795,2176,2369
"Superior no univ. incompleta (065)",3394,2216,392,306,480
"Superior no univ. completa (066)",4128,2161,411,487,1069
"Superior univ. incompleta (067)",2556,1438,264,287,567
"Superior univ. completa (068)",4954,1686,482,901,1885
"De 06 a 14 años (070)",556,473,52,25,6
"Sin nivel (071)",4,2,,1,1
"Educación inicial (072)",5,5,,,
"Primaria (073)",292,249,27,14,2
"Secundaria (074)",255,217,25,10,3
"De 15 a 29 años (080)",17678,11210,2371,1945,2152
"Sin nivel (081)",144,87,23,22,12
"Educación inicial (082)",29,21,3,4,1
"Primaria (083)",1900,1270,291,220,119
"Secundaria (084)",10566,7188,1404,1047,927
"Superior no univ. incompleta (085)",1518,960,204,145,209
"Superior no univ. completa (086)",1404,741,177,169,317
"Superior univ. incompleta (087)",1076,563,151,135,227
"Superior univ. completa (088)",1041,380,118,203,340
"De 30 a 44 años (090)",19966,12469,2187,2111,3199
"Sin nivel (091)",434,282,75,57,20
"Educación inicial (092)",22,15,3,4,
"Primaria (093)",3645,2490,547,376,232
"Secundaria (094)",9393,6682,948,772,991
"Superior no univ. incompleta (095)",1267,821,136,119,191
"Superior no univ. completa (096)",1935,951,179,252,553
"Superior univ. incompleta (097)",934,533,72,93,236
"Superior univ. completa (098)",2336,695,227,438,976
"De 45 a 64 años (100)",13456,9587,1226,1069,1574
"Sin nivel (101)",746,526,105,70,45
"Primaria (103)",4525,3610,462,262,191
"Secundaria (104)",4960,3818,388,331,423
"Superior no univ. incompleta (105)",557,394,50,41,72
"Superior no univ. completa (106)",723,415,53,61,194
"Superior univ. incompleta (107)",505,306,41,59,99
"Superior univ. completa (108)",1440,518,127,245,550
"De 65 y más años (110)",2618,2280,152,85,101
"Sin nivel (111)",260,220,26,8,6
"Primaria (113)",1544,1389,82,40,33
"Secundaria (114)",518,447,30,16,25
"Superior no univ. incompleta (115)",52,41,2,1,8
"Superior no univ. completa (116)",66,54,2,5,5
"Superior univ. incompleta (117)",41,36,,,5
"Superior univ. completa (118)",137,93,10,15,19
,,,,,
"RURAL (120)",11584,8320,1590,977,697
"Sin nivel (121)",1085,821,184,59,21
"Educación inicial (122)",17,14,3,,
"Primaria (123)",3696,2795,519,292,90
"Secundaria (124)",4875,3477,639,443,316
"Superior no univ. incompleta (125)",477,326,75,36,40
"Superior no univ. completa (126)",598,399,81,42,76
"Superior univ. incompleta (127)",355,235,38,41,41
"Superior univ. completa (128)",481,253,51,64,113
"De 06 a 14 años (130)",123,92,21,8,2
"Sin nivel (131)",6,5,1,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",68,48,13,6,1
"Secundaria (134)",48,38,7,2,1
"De 15 a 29 años (140)",3950,2573,627,445,305
"Sin nivel (141)",93,65,20,5,3
"Educación inicial (142)",7,7,,,
"Primaria (143)",783,512,144,94,33
"Secundaria (144)",2326,1519,350,275,182
"Superior no univ. incompleta (145)",266,179,45,20,22
"Superior no univ. completa (146)",242,157,35,20,30
"Superior univ. incompleta (147)",139,91,25,12,11
"Superior univ. completa (148)",94,43,8,19,24
"De 30 a 44 años (150)",3894,2687,570,354,283
"Sin nivel (151)",418,297,80,30,11
"Educación inicial (152)",9,6,3,,
"Primaria (153)",1169,813,197,121,38
"Secundaria (154)",1556,1139,191,123,103
"Superior no univ. incompleta (155)",154,98,26,16,14
"Superior no univ. completa (156)",240,156,33,19,32
"Superior univ. incompleta (157)",131,79,9,20,23
"Superior univ. completa (158)",217,99,31,25,62
"De 45 a 64 años (160)",2752,2180,309,160,103
"Sin nivel (161)",408,316,65,21,6
"Primaria (163)",1162,946,133,65,18
"Secundaria (164)",825,673,82,42,28
"Superior no univ. incompleta (165)",48,40,4,,4
"Superior no univ. completa (166)",97,69,12,3,13
"Superior univ. incompleta (167)",72,52,4,9,7
"Superior univ. completa (168)",140,84,9,20,27
"De 65 y más años (170)",865,788,63,10,4
"Sin nivel (171)",160,138,18,3,1
"Primaria (173)",514,476,32,6,
"Secundaria (174)",120,108,9,1,2
"Superior no univ. incompleta (175)",9,9,,,
"Superior no univ. completa (176)",19,17,1,,1
"Superior univ. incompleta (177)",13,13,,,
"Superior univ. completa (178)",30,27,3,,
