"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (046)",922,21,342,328,183,48
"Agric., ganadería, caza y silvicultura (047)",414,16,152,113,97,36
"Industrias manufactureras (050)",4,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",64,1,19,32,11,1
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,1,,
"Comercio al por mayor (055)",3,,,2,,1
"Comercio al por menor (056)",60,1,19,29,11,
"Hoteles y restaurantes (057)",28,,12,8,6,2
"Trans., almac. y comunicaciones (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (060)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc afil (061)",23,,6,14,3,
"Enseñanza (062)",168,,34,107,27,
"Servicios sociales y de salud (063)",31,,11,16,4,
"Otras activ. serv.comun.soc y personales (064)",3,,1,2,,
"Hogares privados con servicio doméstico (065)",49,1,36,3,5,4
"Actividad economica no especificada (067)",92,,33,25,29,5
"Desocupado (068)",42,3,31,7,1,
,,,,,,
"URBANA (069)",1252,18,345,521,295,73
"Agric., ganadería, caza y silvicultura (070)",475,15,153,146,120,41
"Industrias manufactureras (073)",23,,4,7,9,3
"Suministro de electricidad, gas y agua (074)",9,,,7,2,
"Construcción (075)",31,1,6,13,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",123,1,28,55,26,13
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,,1,1,
"Comercio al por mayor (078)",4,,1,1,,2
"Comercio al por menor (079)",117,1,27,53,25,11
"Hoteles y restaurantes (080)",22,,10,5,5,2
"Trans., almac. y comunicaciones (081)",12,,4,6,1,1
"Intermediación financiera (082)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (083)",28,,6,18,4,
"Admin.pub. y defensa; p. segur.soc afil (084)",102,,24,51,26,1
"Enseñanza (085)",264,,39,163,62,
"Servicios sociales y de salud (086)",29,,10,15,4,
"Otras activ. serv.comun.soc y personales (087)",8,,4,2,1,1
"Hogares privados con servicio doméstico (088)",36,1,27,2,2,4
"Actividad economica no especificada (090)",53,,12,18,18,5
"Desocupado (091)",35,,18,12,4,1
"Hombres (092)",883,12,223,361,226,61
"Agric., ganadería, caza y silvicultura (093)",404,11,126,129,101,37
"Industrias manufactureras (096)",21,,3,6,9,3
"Suministro de electricidad, gas y agua (097)",9,,,7,2,
"Construcción (098)",31,1,6,13,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",67,,12,24,19,12
"Venta, mant.y rep. veh.autom.y motoc. (100)",1,,,,1,
"Comercio al por mayor (101)",2,,1,,,1
"Comercio al por menor (102)",64,,11,24,18,11
"Hoteles y restaurantes (103)",6,,3,1,2,
"Trans., almac. y comunicaciones (104)",12,,4,6,1,1
"Intermediación financiera (105)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (106)",26,,4,18,4,
"Admin.pub. y defensa; p. segur.soc afil (107)",81,,18,39,23,1
"Enseñanza (108)",143,,18,86,39,
"Servicios sociales y de salud (109)",15,,5,10,,
"Otras activ. serv.comun.soc y personales (110)",6,,3,1,1,1
"Hogares privados con servicio doméstico (111)",2,,2,,,
"Actividad economica no especificada (113)",32,,8,10,10,4
"Desocupado (114)",26,,11,10,4,1
"Mujeres (115)",369,6,122,160,69,12
"Agric., ganadería, caza y silvicultura (116)",71,4,27,17,19,4
"Industrias manufactureras (119)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",56,1,16,31,7,1
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,1,,
"Comercio al por mayor (124)",2,,,1,,1
"Comercio al por menor (125)",53,1,16,29,7,
"Hoteles y restaurantes (126)",16,,7,4,3,2
"Activid.inmobil., empres. y alquileres (129)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc afil (130)",21,,6,12,3,
"Enseñanza (131)",121,,21,77,23,
"Servicios sociales y de salud (132)",14,,5,5,4,
"Otras activ. serv.comun.soc y personales (133)",2,,1,1,,
"Hogares privados con servicio doméstico (134)",34,1,25,2,2,4
"Actividad economica no especificada (136)",21,,4,8,8,1
"Desocupado (137)",9,,7,2,,
,,,,,,
"RURAL (138)",5137,76,1762,1726,1261,312
"Agric., ganadería, caza y silvicultura (139)",4367,69,1454,1426,1127,291
"Pesca (140)",1,,,,1,
"Industrias manufactureras (142)",32,,9,13,8,2
"Construcción (144)",53,,23,21,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",49,,17,18,12,2
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,2,1,,
"Comercio al por mayor (147)",5,,,4,1,
"Comercio al por menor (148)",41,,15,13,11,2
"Hoteles y restaurantes (149)",16,,7,5,4,
"Trans., almac. y comunicaciones (150)",25,,8,12,5,
"Activid.inmobil., empres. y alquileres (152)",3,,1,1,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",15,,4,9,2,
"Enseñanza (154)",145,,35,90,20,
"Servicios sociales y de salud (155)",38,,14,23,1,
"Otras activ. serv.comun.soc y personales (156)",1,,,1,,
"Hogares privados con servicio doméstico (157)",51,,33,12,5,1
"Actividad economica no especificada (159)",167,1,60,48,45,13
"Desocupado (160)",174,6,97,47,21,3
"Hombres (161)",4584,61,1542,1558,1147,276
"Agric., ganadería, caza y silvicultura (162)",4024,57,1329,1330,1049,259
"Pesca (163)",1,,,,1,
"Industrias manufactureras (165)",30,,7,13,8,2
"Construcción (167)",53,,23,21,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",41,,14,17,8,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",3,,2,1,,
"Comercio al por mayor (170)",4,,,3,1,
"Comercio al por menor (171)",34,,12,13,7,2
"Hoteles y restaurantes (172)",4,,2,1,1,
"Trans., almac. y comunicaciones (173)",24,,7,12,5,
"Activid.inmobil., empres. y alquileres (175)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",13,,4,7,2,
"Enseñanza (177)",98,,22,60,16,
"Servicios sociales y de salud (178)",21,,8,12,1,
"Hogares privados con servicio doméstico (180)",36,,22,11,2,1
"Actividad economica no especificada (182)",96,1,31,31,24,9
"Desocupado (183)",141,3,73,42,20,3
"Mujeres (184)",553,15,220,168,114,36
"Agric., ganadería, caza y silvicultura (185)",343,12,125,96,78,32
"Industrias manufactureras (188)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",8,,3,1,4,
"Comercio al por mayor (193)",1,,,1,,
"Comercio al por menor (194)",7,,3,,4,
"Hoteles y restaurantes (195)",12,,5,4,3,
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",2,,,2,,
"Enseñanza (200)",47,,13,30,4,
"Servicios sociales y de salud (201)",17,,6,11,,
"Otras activ. serv.comun.soc y personales (202)",1,,,1,,
"Hogares privados con servicio doméstico (203)",15,,11,1,3,
"Actividad economica no especificada (205)",71,,29,17,21,4
"Desocupado (206)",33,3,24,5,1,
