"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",5,5,,,
"Primaria (063)",869,744,107,11,7
"Secundaria (064)",831,695,95,16,25
"Superior no univ. incompleta (065)",131,106,8,6,11
"Superior no univ. completa (066)",291,155,27,64,45
"Superior univ. incompleta (067)",89,63,6,5,15
"Superior univ. completa (068)",380,159,40,113,68
"De 06 a 14 años (070)",165,150,15,,
"Sin nivel (071)",2,2,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",112,100,12,,
"Secundaria (074)",49,46,3,,
"De 15 a 29 años (080)",705,545,82,36,42
"Sin nivel (081)",24,22,,,2
"Educación inicial (082)",1,1,,,
"Primaria (083)",118,97,17,2,2
"Secundaria (084)",338,284,44,5,5
"Superior no univ. incompleta (085)",58,47,5,1,5
"Superior no univ. completa (086)",79,50,8,10,11
"Superior univ. incompleta (087)",30,20,3,1,6
"Superior univ. completa (088)",57,24,5,17,11
"De 30 a 44 años (090)",1056,717,112,125,102
"Sin nivel (091)",86,79,4,1,2
"Educación inicial (092)",2,2,,,
"Primaria (093)",223,185,32,3,3
"Secundaria (094)",267,216,33,4,14
"Superior no univ. incompleta (095)",45,38,1,2,4
"Superior no univ. completa (096)",175,84,17,43,31
"Superior univ. incompleta (097)",36,26,3,2,5
"Superior univ. completa (098)",222,87,22,70,43
"De 45 a 64 años (100)",723,563,79,55,26
"Sin nivel (101)",121,102,19,,
"Primaria (103)",272,235,31,6,
"Secundaria (104)",153,130,12,7,4
"Superior no univ. incompleta (105)",26,19,2,3,2
"Superior no univ. completa (106)",36,20,2,11,3
"Superior univ. incompleta (107)",20,15,,2,3
"Superior univ. completa (108)",95,42,13,26,14
"De 65 y más años (110)",275,241,29,,5
"Sin nivel (111)",95,84,11,,
"Primaria (113)",144,127,15,,2
"Secundaria (114)",24,19,3,,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",3,2,,,1
"Superior univ. completa (118)",6,6,,,
,,,,,
"RURAL (120)",2919,2517,334,36,32
"Sin nivel (121)",691,634,53,2,2
"Educación inicial (122)",4,4,,,
"Primaria (123)",1204,1048,148,5,3
"Secundaria (124)",681,570,96,7,8
"Superior no univ. incompleta (125)",71,57,9,,5
"Superior no univ. completa (126)",147,117,14,9,7
"Superior univ. incompleta (127)",32,22,5,3,2
"Superior univ. completa (128)",89,65,9,10,5
"De 06 a 14 años (130)",95,89,4,2,
"Sin nivel (131)",20,19,1,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",57,52,3,2,
"Secundaria (134)",15,15,,,
"De 15 a 29 años (140)",656,563,76,11,6
"Sin nivel (141)",54,50,4,,
"Primaria (143)",235,211,24,,
"Secundaria (144)",280,235,38,6,1
"Superior no univ. incompleta (145)",24,22,,,2
"Superior no univ. completa (146)",40,27,7,3,3
"Superior univ. incompleta (147)",8,5,1,2,
"Superior univ. completa (148)",15,13,2,,
"De 30 a 44 años (150)",959,798,130,15,16
"Sin nivel (151)",225,201,23,1,
"Educación inicial (152)",1,1,,,
"Primaria (153)",379,317,58,3,1
"Secundaria (154)",214,174,34,1,5
"Superior no univ. incompleta (155)",29,21,5,,3
"Superior no univ. completa (156)",49,42,3,1,3
"Superior univ. incompleta (157)",14,9,2,1,2
"Superior univ. completa (158)",48,33,5,8,2
"De 45 a 64 años (160)",841,727,97,7,10
"Sin nivel (161)",247,230,15,,2
"Primaria (163)",356,307,47,,2
"Secundaria (164)",151,125,24,,2
"Superior no univ. incompleta (165)",15,12,3,,
"Superior no univ. completa (166)",43,33,4,5,1
"Superior univ. incompleta (167)",8,6,2,,
"Superior univ. completa (168)",21,14,2,2,3
"De 65 y más años (170)",368,340,27,1,
"Sin nivel (171)",145,134,10,1,
"Primaria (173)",177,161,16,,
"Secundaria (174)",21,21,,,
"Superior no univ. incompleta (175)",3,2,1,,
"Superior no univ. completa (176)",15,15,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",5,5,,,
