"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",1934,292,150,767,606,34,40,29,16
"Yerno/ nuera (052)",26,,,,11,1,8,1,5
"Nieto(a) (053)",135,29,17,52,33,,1,2,1
"Padres/ suegros (054)",32,4,,25,3,,,,
"Otro(a) pariente (055)",186,20,4,54,81,11,8,4,4
"Trabajador(a) del hogar (056)",9,,,3,6,,,,
"Otro(a) no pariente (058)",117,8,,22,49,14,8,7,9
"Mujeres (060)",4654,1019,140,1598,1281,162,288,79,87
"Jefe o Jefa (061)",825,267,,198,200,47,63,15,35
"Esposa(o)/ compa¤era(o) (062)",1563,326,2,458,518,55,156,20,28
"Hijo(a)/ hijastro(a) (063)",1802,288,120,811,454,41,46,31,11
"Yerno/ nuera (064)",36,1,,4,17,5,4,3,2
"Nieto(a) (065)",98,28,12,38,17,,2,,1
"Padres/ suegros (066)",87,70,,15,1,,1,,
"Otro(a) pariente (067)",169,26,6,58,48,8,13,7,3
"Trabajador(a) del hogar (068)",24,3,,11,10,,,,
"Otro(a) no pariente (070)",50,10,,5,16,6,3,3,7
,,,,,,,,,
"RURAL (072)",13907,3714,412,6183,3160,131,166,66,75
"Jefe o Jefa (073)",4169,1188,2,1746,981,67,103,26,56
"Esposa(o)/ compa¤era(o) (074)",2661,1173,8,993,437,14,21,8,7
"Hijo(a)/ hijastro(a) (075)",5861,988,344,2967,1463,42,25,27,5
"Yerno/ nuera (076)",122,6,,40,72,2,2,,
"Nieto(a) (077)",420,101,38,209,70,,2,,
"Padres/ suegros (078)",157,133,,23,1,,,,
"Otro(a) pariente (079)",429,114,19,172,110,4,4,3,3
"Trabajador(a) del hogar (080)",5,1,,4,,,,,
"Pensionista (081)",1,,,,1,,,,
"Otro(a) no pariente (082)",82,10,1,29,25,2,9,2,4
"Hombres (084)",7173,1220,217,3417,1994,101,117,50,57
"Jefe o Jefa (085)",3137,537,1,1513,869,62,84,25,46
"Esposa(o)/ compa¤era(o) (086)",149,36,,54,48,2,4,3,2
"Hijo(a)/ hijastro(a) (087)",3258,509,181,1600,900,30,15,20,3
"Yerno/ nuera (088)",55,2,,13,36,2,2,,
"Nieto(a) (089)",223,47,22,109,44,,1,,
"Padres/ suegros (090)",43,30,,12,1,,,,
"Otro(a) pariente (091)",246,51,12,95,78,3,4,1,2
"Trabajador(a) del hogar (092)",2,,,2,,,,,
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",59,8,1,19,17,2,7,1,4
"Mujeres (096)",6734,2494,195,2766,1166,30,49,16,18
"Jefe o Jefa (097)",1032,651,1,233,112,5,19,1,10
"Esposa(o)/ compa¤era(o) (098)",2512,1137,8,939,389,12,17,5,5
"Hijo(a)/ hijastro(a) (099)",2603,479,163,1367,563,12,10,7,2
"Yerno/ nuera (100)",67,4,,27,36,,,,
"Nieto(a) (101)",197,54,16,100,26,,1,,
"Padres/ suegros (102)",114,103,,11,,,,,
"Otro(a) pariente (103)",183,63,7,77,32,1,,2,1
"Trabajador(a) del hogar (104)",3,1,,2,,,,,
"Otro(a) no pariente (106)",23,2,,10,8,,2,1,
