"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",5,4,1,,
"Trabajador independiente (059)",13,12,1,,
"Trabajador familiar no remunerado (061)",22,19,2,1,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",1421,943,157,104,217
"Empleado (065)",258,63,33,28,134
"Obrero (066)",401,168,77,75,81
"Trabajador independiente (067)",578,539,39,,
"Empleador o patrono (068)",12,11,,,1
"Trabajador familiar no remunerado (069)",131,121,8,1,1
"Trabajador del hogar (070)",41,41,,,
"De 30 a 44 años (072)",1792,1118,167,200,307
"Empleado (073)",519,86,77,136,220
"Obrero (074)",336,134,52,64,86
"Trabajador independiente (075)",802,769,33,,
"Empleador o patrono (076)",13,9,3,,1
"Trabajador familiar no remunerado (077)",108,106,2,,
"Trabajador del hogar (078)",14,14,,,
"De 45 a 64 años (080)",1285,872,97,111,205
"Empleado (081)",371,57,50,86,178
"Obrero (082)",161,89,22,24,26
"Trabajador independiente (083)",625,608,17,,
"Empleador o patrono (084)",15,8,6,,1
"Trabajador familiar no remunerado (085)",105,102,2,1,
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",268,248,8,1,11
"Empleado (089)",18,7,1,,10
"Obrero (090)",18,16,,1,1
"Trabajador independiente (091)",183,177,6,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",42,41,1,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",8968,7337,490,252,889
"Empleado (097)",398,91,99,38,170
"Obrero (098)",1582,514,143,210,715
"Trabajador independiente (099)",4745,4598,147,,
"Empleador o patrono (100)",61,53,6,,2
"Trabajador familiar no remunerado (101)",2114,2013,95,4,2
"Trabajador del hogar (102)",68,68,,,
"De 06 a 14 años (104)",74,62,10,,2
"Obrero (106)",7,5,1,,1
"Trabajador independiente (107)",9,8,1,,
"Trabajador familiar no remunerado (109)",55,46,8,,1
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",2577,1954,156,87,380
"Empleado (113)",110,36,29,4,41
"Obrero (114)",661,194,50,79,338
"Trabajador independiente (115)",958,923,35,,
"Empleador o patrono (116)",23,18,4,,1
"Trabajador familiar no remunerado (117)",779,737,38,4,
"Trabajador del hogar (118)",46,46,,,
"De 30 a 44 años (120)",2857,2149,178,124,406
"Empleado (121)",174,30,41,15,88
"Obrero (122)",668,176,65,109,318
"Trabajador independiente (123)",1465,1419,46,,
"Empleador o patrono (124)",14,14,,,
"Trabajador familiar no remunerado (125)",529,503,26,,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",2532,2266,129,41,96
"Empleado (129)",106,22,27,19,38
"Obrero (130)",217,112,26,22,57
"Trabajador independiente (131)",1643,1588,55,,
"Empleador o patrono (132)",17,15,1,,1
"Trabajador familiar no remunerado (133)",540,520,20,,
"Trabajador del hogar (134)",9,9,,,
"De 65 y más años (136)",928,906,17,,5
"Empleado (137)",8,3,2,,3
"Obrero (138)",29,27,1,,1
"Trabajador independiente (139)",670,660,10,,
"Empleador o patrono (140)",7,6,1,,
"Trabajador familiar no remunerado (141)",211,207,3,,1
"Trabajador del hogar (142)",3,3,,,
