"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",3600,43,2083,1008,402,64
"Sin nivel (031)",145,11,38,44,36,16
"Educación inicial (032)",8,1,4,3,,
"Primaria (033)",508,17,156,158,143,34
"Secundaria (034)",1803,14,1163,456,160,10
"Superior no univ. incompleta (035)",190,,123,58,8,1
"Superior no univ. completa (036)",264,,176,81,7,
"Superior univ. incompleta (037)",177,,116,50,10,1
"Superior univ. completa (038)",505,,307,158,38,2
"No PEA (040)",80509,29165,27321,11314,8183,4526
"Sin nivel (041)",4717,328,287,551,1539,2012
"Educación inicial (042)",1176,1113,46,17,,
"Primaria (043)",31921,20545,2178,3467,3757,1974
"Secundaria (044)",30611,7179,16293,4637,2106,396
"Superior no univ. incompleta (045)",3145,,2510,501,118,16
"Superior no univ. completa (046)",1584,,868,547,134,35
"Superior univ. incompleta (047)",4655,,3948,519,165,23
"Superior univ. completa (048)",2700,,1191,1075,364,70
,,,,,,
"URBANA (060)",101460,22244,34989,24581,15053,4593
"Sin nivel (061)",3835,202,253,471,1308,1601
"Educación inicial (062)",931,855,50,26,,
"Primaria (063)",28643,15374,1932,3995,5101,2241
"Secundaria (064)",40294,5813,18936,10130,4884,531
"Superior no univ. incompleta (065)",4984,,3215,1327,404,38
"Superior no univ. completa (066)",4973,,2233,2104,595,41
"Superior univ. incompleta (067)",6894,,4710,1545,608,31
"Superior univ. completa (068)",10906,,3660,4983,2153,110
"PEA (070)",40339,296,14204,15914,8777,1148
"Sin nivel (071)",907,8,74,182,387,256
"Educación inicial (072)",34,3,19,12,,
"Primaria (073)",5745,154,765,1823,2360,643
"Secundaria (074)",16818,131,7030,6461,3030,166
"Superior no univ. incompleta (075)",2310,,1143,854,291,22
"Superior no univ. completa (076)",3508,,1453,1583,463,9
"Superior univ. incompleta (077)",2700,,1182,1059,451,8
"Superior univ. completa (078)",8317,,2538,3940,1795,44
"Ocupada (080)",37525,270,12630,15086,8442,1097
"Sin nivel (081)",819,2,57,155,361,244
"Educación inicial (082)",29,2,16,11,,
"Primaria (083)",5412,143,683,1719,2249,618
"Secundaria (084)",15482,123,6219,6092,2892,156
"Superior no univ. incompleta (085)",2144,,1039,800,284,21
"Superior no univ. completa (086)",3263,,1291,1506,457,9
"Superior univ. incompleta (087)",2536,,1076,1011,442,7
"Superior univ. completa (088)",7840,,2249,3792,1757,42
"Desocupada (090)",2814,26,1574,828,335,51
"Sin nivel (091)",88,6,17,27,26,12
"Educación inicial (092)",5,1,3,1,,
"Primaria (093)",333,11,82,104,111,25
"Secundaria (094)",1336,8,811,369,138,10
"Superior no univ. incompleta (095)",166,,104,54,7,1
"Superior no univ. completa (096)",245,,162,77,6,
"Superior univ. incompleta (097)",164,,106,48,9,1
"Superior univ. completa (098)",477,,289,148,38,2
"No PEA (100)",61121,21948,20785,8667,6276,3445
"Sin nivel (101)",2928,194,179,289,921,1345
"Educación inicial (102)",897,852,31,14,,
"Primaria (103)",22898,15220,1167,2172,2741,1598
"Secundaria (104)",23476,5682,11906,3669,1854,365
"Superior no univ. incompleta (105)",2674,,2072,473,113,16
"Superior no univ. completa (106)",1465,,780,521,132,32
"Superior univ. incompleta (107)",4194,,3528,486,157,23
"Superior univ. completa (108)",2589,,1122,1043,358,66
,,,,,,
"RURAL (120)",31668,7345,11192,6895,4428,1808
"Sin nivel (121)",2605,146,182,415,925,937
"Educación inicial (122)",295,264,22,9,,
"Primaria (123)",13061,5403,1882,2637,2350,789
"Secundaria (124)",12806,1532,7289,2981,935,69
"Superior no univ. incompleta (125)",872,,651,183,38,
"Superior no univ. completa (126)",655,,358,252,41,4
"Superior univ. incompleta (127)",686,,526,123,34,3
"Superior univ. completa (128)",688,,282,295,105,6
"PEA (130)",12280,128,4656,4248,2521,727
"Sin nivel (131)",816,12,74,153,307,270
"Educación inicial (132)",16,3,7,6,,
"Primaria (133)",4038,78,871,1342,1334,413
"Secundaria (134)",5671,35,2902,2013,683,38
"Superior no univ. incompleta (135)",401,,213,155,33,
"Superior no univ. completa (136)",536,,270,226,39,1
"Superior univ. incompleta (137)",225,,106,90,26,3
"Superior univ. completa (138)",577,,213,263,99,2
"Ocupada (140)",11494,111,4147,4068,2454,714
"Sin nivel (141)",759,7,53,136,297,266
"Educación inicial (142)",13,3,6,4,,
"Primaria (143)",3863,72,797,1288,1302,404
"Secundaria (144)",5204,29,2550,1926,661,38
"Superior no univ. incompleta (145)",377,,194,151,32,
"Superior no univ. completa (146)",517,,256,222,38,1
"Superior univ. incompleta (147)",212,,96,88,25,3
"Superior univ. completa (148)",549,,195,253,99,2
"Desocupada (150)",786,17,509,180,67,13
"Sin nivel (151)",57,5,21,17,10,4
"Educación inicial (152)",3,,1,2,,
"Primaria (153)",175,6,74,54,32,9
"Secundaria (154)",467,6,352,87,22,
"Superior no univ. incompleta (155)",24,,19,4,1,
"Superior no univ. completa (156)",19,,14,4,1,
"Superior univ. incompleta (157)",13,,10,2,1,
"Superior univ. completa (158)",28,,18,10,,
"No PEA (160)",19388,7217,6536,2647,1907,1081
"Sin nivel (161)",1789,134,108,262,618,667
"Educación inicial (162)",279,261,15,3,,
"Primaria (163)",9023,5325,1011,1295,1016,376
"Secundaria (164)",7135,1497,4387,968,252,31
"Superior no univ. incompleta (165)",471,,438,28,5,
"Superior no univ. completa (166)",119,,88,26,2,3
"Superior univ. incompleta (167)",461,,420,33,8,
"Superior univ. completa (168)",111,,69,32,6,4
