"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",9,6,3,,
"Trabajador independiente (059)",26,25,1,,
"Trabajador familiar no remunerado (061)",63,60,3,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1870,1522,122,85,141
"Empleado (065)",349,136,46,45,122
"Obrero (066)",272,182,34,39,17
"Trabajador independiente (067)",774,752,22,,
"Empleador o patrono (068)",32,27,5,,
"Trabajador familiar no remunerado (069)",361,343,15,1,2
"Trabajador del hogar (070)",82,82,,,
"De 30 a 44 años (072)",2332,1788,135,174,235
"Empleado (073)",556,140,79,125,212
"Obrero (074)",271,178,28,43,22
"Trabajador independiente (075)",1234,1215,19,,
"Empleador o patrono (076)",50,37,7,5,1
"Trabajador familiar no remunerado (077)",185,182,2,1,
"Trabajador del hogar (078)",36,36,,,
"De 45 a 64 años (080)",1535,1283,67,86,99
"Empleado (081)",236,61,23,70,82
"Obrero (082)",133,91,12,14,16
"Trabajador independiente (083)",967,946,21,,
"Empleador o patrono (084)",55,47,6,2,
"Trabajador familiar no remunerado (085)",115,109,5,,1
"Trabajador del hogar (086)",29,29,,,
"De 65 y más años (088)",407,388,10,2,7
"Empleado (089)",13,8,3,,2
"Obrero (090)",31,26,1,,4
"Trabajador independiente (091)",296,293,3,,
"Empleador o patrono (092)",15,14,1,,
"Trabajador familiar no remunerado (093)",45,40,2,2,1
"Trabajador del hogar (094)",7,7,,,
,,,,,
"RURAL (096)",3789,3493,138,61,97
"Empleado (097)",148,63,18,15,52
"Obrero (098)",632,473,72,42,45
"Trabajador independiente (099)",2197,2167,30,,
"Empleador o patrono (100)",51,43,6,2,
"Trabajador familiar no remunerado (101)",737,723,12,2,
"Trabajador del hogar (102)",24,24,,,
"De 06 a 14 años (104)",112,110,2,,
"Obrero (106)",13,11,2,,
"Trabajador independiente (107)",16,16,,,
"Trabajador familiar no remunerado (109)",83,83,,,
"De 15 a 29 años (112)",1454,1341,48,31,34
"Empleado (113)",63,36,4,4,19
"Obrero (114)",288,217,31,25,15
"Trabajador independiente (115)",629,622,7,,
"Empleador o patrono (116)",9,8,,1,
"Trabajador familiar no remunerado (117)",448,441,6,1,
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",1163,1045,56,21,41
"Empleado (121)",64,23,11,9,21
"Obrero (122)",196,136,29,11,20
"Trabajador independiente (123)",754,744,10,,
"Empleador o patrono (124)",22,19,3,,
"Trabajador familiar no remunerado (125)",125,121,3,1,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",780,725,24,9,22
"Empleado (129)",21,4,3,2,12
"Obrero (130)",114,89,9,6,10
"Trabajador independiente (131)",568,559,9,,
"Empleador o patrono (132)",11,9,1,1,
"Trabajador familiar no remunerado (133)",61,59,2,,
"Trabajador del hogar (134)",5,5,,,
"De 65 y más años (136)",280,272,8,,
"Obrero (138)",21,20,1,,
"Trabajador independiente (139)",230,226,4,,
"Empleador o patrono (140)",9,7,2,,
"Trabajador familiar no remunerado (141)",20,19,1,,
