"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",84,6,,13,31,8,11,5,10
"Otro(a) no pariente (046)",817,80,10,306,258,24,75,23,41
"Hombres (048)",28801,2589,747,9703,9978,1408,1872,997,1507
"Jefe o Jefa (049)",11799,738,5,4104,4079,552,1051,334,936
"Esposa(o)/ compa¤era(o) (050)",372,42,2,96,132,16,35,17,32
"Hijo(a)/ hijastro(a) (051)",11610,1208,540,3729,4164,606,527,487,349
"Yerno/ nuera (052)",617,12,,93,279,46,97,31,59
"Nieto(a) (053)",1956,349,160,778,476,75,38,58,22
"Padres/ suegros (054)",215,54,,128,22,2,2,3,4
"Otro(a) pariente (055)",1756,161,35,595,652,93,82,58,80
"Trabajador(a) del hogar (056)",6,,,2,2,1,1,,
"Pensionista (057)",60,3,,10,24,5,8,2,8
"Otro(a) no pariente (058)",410,22,5,168,148,12,31,7,17
"Mujeres (060)",29737,4039,720,9736,8831,1492,2490,953,1476
"Jefe o Jefa (061)",3971,750,5,1369,932,200,353,71,291
"Esposa(o)/ compa¤era(o) (062)",9788,1320,21,3263,2968,440,1028,196,552
"Hijo(a)/ hijastro(a) (063)",10950,1052,497,3453,3537,619,793,537,462
"Yerno/ nuera (064)",672,11,,122,319,70,75,23,52
"Nieto(a) (065)",1799,337,154,645,483,58,53,51,18
"Padres/ suegros (066)",512,276,,193,31,3,5,,4
"Otro(a) pariente (067)",1550,223,38,521,421,87,133,56,71
"Trabajador(a) del hogar (068)",64,9,,29,23,,3,,
"Pensionista (069)",24,3,,3,7,3,3,3,2
"Otro(a) no pariente (070)",407,58,5,138,110,12,44,16,24
,,,,,,,,,
"RURAL (072)",12931,2496,294,5518,3612,356,287,165,203
"Jefe o Jefa (073)",3450,702,2,1599,893,95,63,31,65
"Esposa(o)/ compa¤era(o) (074)",2439,721,3,1035,564,35,44,10,27
"Hijo(a)/ hijastro(a) (075)",5318,737,238,2176,1680,186,127,91,83
"Yerno/ nuera (076)",209,7,,70,94,10,19,,9
"Nieto(a) (077)",531,123,40,216,124,10,7,8,3
"Padres/ suegros (078)",135,82,,49,4,,,,
"Otro(a) pariente (079)",776,114,11,342,230,16,24,24,15
"Trabajador(a) del hogar (080)",3,3,,,,,,,
"Pensionista (081)",3,1,,,2,,,,
"Otro(a) no pariente (082)",67,6,,31,21,4,3,1,1
"Hombres (084)",6836,1002,153,2960,2165,188,126,102,140
"Jefe o Jefa (085)",2838,471,,1353,789,84,49,29,63
"Esposa(o)/ compa¤era(o) (086)",101,5,,34,57,1,1,1,2
"Hijo(a)/ hijastro(a) (087)",2923,373,130,1172,1018,83,45,47,55
"Yerno/ nuera (088)",89,2,,29,40,4,8,,6
"Nieto(a) (089)",299,70,20,109,80,5,7,5,3
"Padres/ suegros (090)",51,25,,23,3,,,,
"Otro(a) pariente (091)",477,51,3,212,161,8,13,19,10
"Pensionista (093)",3,1,,,2,,,,
"Otro(a) no pariente (094)",55,4,,28,15,3,3,1,1
"Mujeres (096)",6095,1494,141,2558,1447,168,161,63,63
"Jefe o Jefa (097)",612,231,2,246,104,11,14,2,2
"Esposa(o)/ compa¤era(o) (098)",2338,716,3,1001,507,34,43,9,25
"Hijo(a)/ hijastro(a) (099)",2395,364,108,1004,662,103,82,44,28
"Yerno/ nuera (100)",120,5,,41,54,6,11,,3
"Nieto(a) (101)",232,53,20,107,44,5,,3,
"Padres/ suegros (102)",84,57,,26,1,,,,
"Otro(a) pariente (103)",299,63,8,130,69,8,11,5,5
"Trabajador(a) del hogar (104)",3,3,,,,,,,
"Otro(a) no pariente (106)",12,2,,3,6,1,,,
