"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",60,,35,16,8,1
"Actividad economica no especificada (044)",423,7,179,151,78,8
"Desocupado (045)",256,4,154,69,26,3
"Mujeres (046)",2936,57,1552,985,311,31
"Agric., ganadería, caza y silvicultura (047)",195,3,68,68,42,14
"Explotación de minas y canteras (049)",239,2,137,70,30,
"Industrias manufactureras (050)",49,1,17,19,11,1
"Construcción (052)",7,,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",778,22,328,333,87,8
"Venta, mant.y rep. veh.autom.y motoc. (054)",26,,16,10,,
"Comercio al por mayor (055)",12,,7,3,1,1
"Comercio al por menor (056)",740,22,305,320,86,7
"Hoteles y restaurantes (057)",849,16,520,224,83,6
"Trans., almac. y comunicaciones (058)",38,1,27,10,,
"Intermediación financiera (059)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (060)",17,,8,7,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",23,,10,11,2,
"Enseñanza (062)",133,,41,86,6,
"Servicios sociales y de salud (063)",46,,27,17,2,
"Otras activ. serv.comun.soc y personales (064)",99,2,58,31,8,
"Hogares privados con servicio doméstico (065)",220,5,168,34,13,
"Actividad economica no especificada (067)",191,4,100,63,22,2
"Desocupado (068)",49,1,38,7,3,
,,,,,,
"URBANA (069)",3281,80,1348,1269,523,61
"Agric., ganadería, caza y silvicultura (070)",263,7,97,70,67,22
"Pesca (071)",5,,1,1,3,
"Explotación de minas y canteras (072)",259,7,119,85,44,4
"Industrias manufactureras (073)",181,2,60,73,43,3
"Suministro de electricidad, gas y agua (074)",13,,6,7,,
"Construcción (075)",125,1,41,55,26,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",842,33,292,373,132,12
"Venta, mant.y rep. veh.autom.y motoc. (077)",196,2,92,82,19,1
"Comercio al por mayor (078)",14,1,7,3,1,2
"Comercio al por menor (079)",632,30,193,288,112,9
"Hoteles y restaurantes (080)",365,13,184,113,50,5
"Trans., almac. y comunicaciones (081)",307,3,150,121,31,2
"Intermediación financiera (082)",3,,,3,,
"Activid.inmobil., empres. y alquileres (083)",63,,22,23,18,
"Admin.pub. y defensa; p. segur.soc afil (084)",95,,17,53,25,
"Enseñanza (085)",131,,40,82,8,1
"Servicios sociales y de salud (086)",50,,21,26,3,
"Otras activ. serv.comun.soc y personales (087)",125,3,64,42,15,1
"Hogares privados con servicio doméstico (088)",109,2,82,15,9,1
"Actividad economica no especificada (090)",281,7,119,111,37,7
"Desocupado (091)",64,2,33,16,12,1
"Hombres (092)",2033,51,759,784,389,50
"Agric., ganadería, caza y silvicultura (093)",219,6,75,57,60,21
"Pesca (094)",5,,1,1,3,
"Explotación de minas y canteras (095)",216,7,98,69,38,4
"Industrias manufactureras (096)",154,2,55,61,34,2
"Suministro de electricidad, gas y agua (097)",13,,6,7,,
"Construcción (098)",122,1,39,54,26,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",461,21,165,186,82,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",183,2,85,76,19,1
"Comercio al por mayor (101)",9,1,5,2,,1
"Comercio al por menor (102)",269,18,75,108,63,5
"Hoteles y restaurantes (103)",63,5,27,14,15,2
"Trans., almac. y comunicaciones (104)",286,3,135,115,31,2
"Intermediación financiera (105)",2,,,2,,
"Activid.inmobil., empres. y alquileres (106)",52,,18,17,17,
"Admin.pub. y defensa; p. segur.soc afil (107)",78,,11,43,24,
"Enseñanza (108)",55,,13,35,6,1
"Servicios sociales y de salud (109)",25,,8,15,2,
"Otras activ. serv.comun.soc y personales (110)",58,1,26,20,10,1
"Hogares privados con servicio doméstico (111)",18,,9,5,3,1
"Actividad economica no especificada (113)",157,3,51,69,28,6
"Desocupado (114)",49,2,22,14,10,1
"Mujeres (115)",1248,29,589,485,134,11
"Agric., ganadería, caza y silvicultura (116)",44,1,22,13,7,1
"Explotación de minas y canteras (118)",43,,21,16,6,
"Industrias manufactureras (119)",27,,5,12,9,1
"Construcción (121)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",381,12,127,187,50,5
"Venta, mant.y rep. veh.autom.y motoc. (123)",13,,7,6,,
"Comercio al por mayor (124)",5,,2,1,1,1
"Comercio al por menor (125)",363,12,118,180,49,4
"Hoteles y restaurantes (126)",302,8,157,99,35,3
"Trans., almac. y comunicaciones (127)",21,,15,6,,
"Intermediación financiera (128)",1,,,1,,
"Activid.inmobil., empres. y alquileres (129)",11,,4,6,1,
"Admin.pub. y defensa; p. segur.soc afil (130)",17,,6,10,1,
"Enseñanza (131)",76,,27,47,2,
"Servicios sociales y de salud (132)",25,,13,11,1,
"Otras activ. serv.comun.soc y personales (133)",67,2,38,22,5,
"Hogares privados con servicio doméstico (134)",91,2,73,10,6,
"Actividad economica no especificada (136)",124,4,68,42,9,1
"Desocupado (137)",15,,11,2,2,
,,,,,,
"RURAL (138)",7190,70,3607,2400,987,126
"Agric., ganadería, caza y silvicultura (139)",1238,17,448,409,291,73
"Pesca (140)",7,,3,,3,1
"Explotación de minas y canteras (141)",2536,9,1362,852,296,17
"Industrias manufactureras (142)",170,4,73,67,25,1
"Suministro de electricidad, gas y agua (143)",10,,9,1,,
"Construcción (144)",121,,46,49,25,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",764,15,348,296,95,10
"Venta, mant.y rep. veh.autom.y motoc. (146)",114,1,59,41,12,1
"Comercio al por mayor (147)",21,,11,8,2,
"Comercio al por menor (148)",629,14,278,247,81,9
"Hoteles y restaurantes (149)",663,12,423,158,63,7
"Trans., almac. y comunicaciones (150)",539,2,287,205,38,7
"Intermediación financiera (151)",10,,4,6,,
"Activid.inmobil., empres. y alquileres (152)",60,,31,18,10,1
"Admin.pub. y defensa; p. segur.soc afil (153)",37,,11,18,8,
"Enseñanza (154)",118,,28,73,15,2
"Servicios sociales y de salud (155)",45,,23,13,9,
"Otras activ. serv.comun.soc y personales (156)",127,1,71,37,17,1
"Hogares privados con servicio doméstico (157)",171,3,121,35,12,
"Actividad economica no especificada (159)",333,4,160,103,63,3
"Desocupado (160)",241,3,159,60,17,2
"Hombres (161)",5502,42,2644,1900,810,106
"Agric., ganadería, caza y silvicultura (162)",1087,15,402,354,256,60
"Pesca (163)",7,,3,,3,1
"Explotación de minas y canteras (164)",2340,7,1246,798,272,17
"Industrias manufactureras (165)",148,3,61,60,23,1
"Suministro de electricidad, gas y agua (166)",10,,9,1,,
"Construcción (167)",117,,44,47,25,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",367,5,147,150,58,7
"Venta, mant.y rep. veh.autom.y motoc. (169)",101,1,50,37,12,1
"Comercio al por mayor (170)",14,,6,6,2,
"Comercio al por menor (171)",252,4,91,107,44,6
"Hoteles y restaurantes (172)",116,4,60,33,15,4
"Trans., almac. y comunicaciones (173)",522,1,275,201,38,7
"Intermediación financiera (174)",8,,3,5,,
"Activid.inmobil., empres. y alquileres (175)",54,,27,17,9,1
"Admin.pub. y defensa; p. segur.soc afil (176)",31,,7,17,7,
"Enseñanza (177)",61,,14,34,11,2
"Servicios sociales y de salud (178)",24,,9,7,8,
"Otras activ. serv.comun.soc y personales (179)",95,1,51,28,14,1
"Hogares privados con servicio doméstico (180)",42,,26,11,5,
"Actividad economica no especificada (182)",266,4,128,82,50,2
"Desocupado (183)",207,2,132,55,16,2
"Mujeres (184)",1688,28,963,500,177,20
"Agric., ganadería, caza y silvicultura (185)",151,2,46,55,35,13
"Explotación de minas y canteras (187)",196,2,116,54,24,
"Industrias manufactureras (188)",22,1,12,7,2,
"Construcción (190)",4,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",397,10,201,146,37,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",13,,9,4,,
"Comercio al por mayor (193)",7,,5,2,,
"Comercio al por menor (194)",377,10,187,140,37,3
"Hoteles y restaurantes (195)",547,8,363,125,48,3
"Trans., almac. y comunicaciones (196)",17,1,12,4,,
"Intermediación financiera (197)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (198)",6,,4,1,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",6,,4,1,1,
"Enseñanza (200)",57,,14,39,4,
"Servicios sociales y de salud (201)",21,,14,6,1,
"Otras activ. serv.comun.soc y personales (202)",32,,20,9,3,
"Hogares privados con servicio doméstico (203)",129,3,95,24,7,
"Actividad economica no especificada (205)",67,,32,21,13,1
"Desocupado (206)",34,1,27,5,1,
