"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (046)",1788,,,,12,533,860,383
"De 40 a 44 años (047)",1495,,,1,71,596,527,300
"De 45 a 49 años (048)",1350,,,7,206,639,243,255
"De 50 y más años (049)",6208,156,450,1111,1658,963,61,1809
,,,,,,,,
"URBANA (060)",8215,29,107,258,668,1533,2876,2744
"De 12 a 14 años (061)",9,,,,,,,9
"De 15 a 19 años (062)",194,,,,,,102,92
"De 20 a 24 años (063)",1006,,,,,4,526,476
"De 25 a 29 años (064)",1339,,,,,36,800,503
"De 30 a 34 años (065)",1090,,,,,154,604,332
"De 35 a 39 años (066)",1105,,,,4,342,481,278
"De 40 a 44 años (067)",862,,,,48,328,256,230
"De 45 a 49 años (068)",712,,,3,103,322,86,198
"De 50 y más años (069)",1898,29,107,255,513,347,21,626
"PEA (070)",4027,4,26,86,305,809,1422,1375
"De 15 a 19 años (072)",81,,,,,,44,37
"De 20 a 24 años (073)",459,,,,,3,215,241
"De 25 a 29 años (074)",688,,,,,24,385,279
"De 30 a 34 años (075)",599,,,,,82,330,187
"De 35 a 39 años (076)",608,,,,2,185,261,160
"De 40 a 44 años (077)",470,,,,29,175,132,134
"De 45 a 49 años (078)",385,,,,60,162,46,117
"De 50 y más años (079)",737,4,26,86,214,178,9,220
"Ocupada (080)",3730,4,26,83,294,772,1323,1228
"De 15 a 19 años (082)",71,,,,,,41,30
"De 20 a 24 años (083)",403,,,,,1,195,207
"De 25 a 29 años (084)",622,,,,,23,360,239
"De 30 a 34 años (085)",551,,,,,81,305,165
"De 35 a 39 años (086)",564,,,,2,172,243,147
"De 40 a 44 años (087)",444,,,,27,169,124,124
"De 45 a 49 años (088)",367,,,,59,155,46,107
"De 50 y más años (089)",708,4,26,83,206,171,9,209
"Desocupada (090)",297,,,3,11,37,99,147
"De 15 a 19 años (092)",10,,,,,,3,7
"De 20 a 24 años (093)",56,,,,,2,20,34
"De 25 a 29 años (094)",66,,,,,1,25,40
"De 30 a 34 años (095)",48,,,,,1,25,22
"De 35 a 39 años (096)",44,,,,,13,18,13
"De 40 a 44 años (097)",26,,,,2,6,8,10
"De 45 a 49 años (098)",18,,,,1,7,,10
"De 50 y más años (099)",29,,,3,8,7,,11
"No PEA (100)",4188,25,81,172,363,724,1454,1369
"De 12 a 14 años (101)",9,,,,,,,9
"De 15 a 19 años (102)",113,,,,,,58,55
"De 20 a 24 años (103)",547,,,,,1,311,235
"De 25 a 29 años (104)",651,,,,,12,415,224
"De 30 a 34 años (105)",491,,,,,72,274,145
"De 35 a 39 años (106)",497,,,,2,157,220,118
"De 40 a 44 años (107)",392,,,,19,153,124,96
"De 45 a 49 años (108)",327,,,3,43,160,40,81
"De 50 y más años (109)",1161,25,81,169,299,169,12,406
,,,,,,,,
"RURAL (120)",22532,156,489,1412,2787,4350,7406,5932
"De 12 a 14 años (121)",20,,,,,,1,19
"De 15 a 19 años (122)",525,,,,,,338,187
"De 20 a 24 años (123)",2196,,,,,2,1375,819
"De 25 a 29 años (124)",2840,,,,,101,1828,911
"De 30 a 34 años (125)",2483,,,,,354,1495,634
"De 35 a 39 años (126)",2415,,,,25,698,1200,492
"De 40 a 44 años (127)",2054,,,1,97,839,717,400
"De 45 a 49 años (128)",1921,,,7,314,902,370,328
"De 50 y más años (129)",8078,156,489,1404,2351,1454,82,2142
"PEA (130)",9692,25,120,465,1203,2034,3282,2563
"De 12 a 14 años (131)",3,,,,,,1,2
"De 15 a 19 años (132)",179,,,,,,117,62
"De 20 a 24 años (133)",970,,,,,1,582,387
"De 25 a 29 años (134)",1336,,,,,51,818,467
"De 30 a 34 años (135)",1200,,,,,181,690,329
"De 35 a 39 años (136)",1124,,,,15,322,560,227
"De 40 a 44 años (137)",951,,,,45,396,314,196
"De 45 a 49 años (138)",898,,,3,151,423,167,154
"De 50 y más años (139)",3031,25,120,462,992,660,33,739
"Ocupada (140)",9480,25,120,462,1196,2006,3207,2464
"De 12 a 14 años (141)",2,,,,,,1,1
"De 15 a 19 años (142)",171,,,,,,112,59
"De 20 a 24 años (143)",918,,,,,1,560,357
"De 25 a 29 años (144)",1296,,,,,50,801,445
"De 30 a 34 años (145)",1163,,,,,177,675,311
"De 35 a 39 años (146)",1098,,,,15,315,550,218
"De 40 a 44 años (147)",941,,,,45,393,309,194
"De 45 a 49 años (148)",884,,,3,150,417,166,148
"De 50 y más años (149)",3007,25,120,459,986,653,33,731
"Desocupada (150)",212,,,3,7,28,75,99
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",8,,,,,,5,3
"De 20 a 24 años (153)",52,,,,,,22,30
"De 25 a 29 años (154)",40,,,,,1,17,22
"De 30 a 34 años (155)",37,,,,,4,15,18
"De 35 a 39 años (156)",26,,,,,7,10,9
"De 40 a 44 años (157)",10,,,,,3,5,2
"De 45 a 49 años (158)",14,,,,1,6,1,6
"De 50 y más años (159)",24,,,3,6,7,,8
"No PEA (160)",12840,131,369,947,1584,2316,4124,3369
"De 12 a 14 años (161)",17,,,,,,,17
"De 15 a 19 años (162)",346,,,,,,221,125
"De 20 a 24 años (163)",1226,,,,,1,793,432
"De 25 a 29 años (164)",1504,,,,,50,1010,444
"De 30 a 34 años (165)",1283,,,,,173,805,305
"De 35 a 39 años (166)",1291,,,,10,376,640,265
"De 40 a 44 años (167)",1103,,,1,52,443,403,204
"De 45 a 49 años (168)",1023,,,4,163,479,203,174
"De 50 y más años (169)",5047,131,369,942,1359,794,49,1403
