"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",45,6,,17,17,,4,,1
"Hijo(a)/ hijastro(a) (051)",1178,153,79,533,359,21,19,3,11
"Yerno/ nuera (052)",20,,,6,6,1,1,3,3
"Nieto(a) (053)",119,30,17,44,26,,2,,
"Padres/ suegros (054)",14,3,,9,2,,,,
"Otro(a) pariente (055)",159,25,7,67,45,5,5,2,3
"Trabajador(a) del hogar (056)",4,2,,1,,1,,,
"Pensionista (057)",12,1,,1,1,,7,,2
"Otro(a) no pariente (058)",63,5,2,12,15,6,7,2,14
"Mujeres (060)",2663,428,107,1181,596,73,156,33,89
"Jefe o Jefa (061)",363,76,,159,57,10,41,5,15
"Esposa(o)/ compa¤era(o) (062)",850,113,,379,178,31,73,17,59
"Hijo(a)/ hijastro(a) (063)",1089,160,87,486,298,24,21,7,6
"Yerno/ nuera (064)",24,,,9,7,1,5,1,1
"Nieto(a) (065)",105,21,16,49,17,2,,,
"Padres/ suegros (066)",45,22,,23,,,,,
"Otro(a) pariente (067)",121,27,3,53,28,3,6,1,
"Trabajador(a) del hogar (068)",18,1,,13,4,,,,
"Pensionista (069)",9,,,,,1,3,1,4
"Otro(a) no pariente (070)",39,8,1,10,7,1,7,1,4
,,,,,,,,,
"RURAL (072)",9957,2540,286,5535,1273,70,146,31,76
"Jefe o Jefa (073)",2414,594,,1416,262,23,54,10,55
"Esposa(o)/ compa¤era(o) (074)",1626,471,1,950,147,15,37,4,1
"Hijo(a)/ hijastro(a) (075)",4630,1090,224,2569,686,23,26,9,3
"Yerno/ nuera (076)",76,5,,30,23,3,7,3,5
"Nieto(a) (077)",421,130,37,208,41,2,1,1,1
"Padres/ suegros (078)",89,63,,22,3,,1,,
"Otro(a) pariente (079)",609,169,20,302,102,3,4,4,5
"Trabajador(a) del hogar (080)",11,5,,4,2,,,,
"Pensionista (081)",6,,,,,,6,,
"Otro(a) no pariente (082)",75,13,4,34,7,1,10,,6
"Hombres (084)",5231,1110,154,3006,764,36,83,17,61
"Jefe o Jefa (085)",1818,340,,1150,211,21,41,8,47
"Esposa(o)/ compa¤era(o) (086)",184,16,,127,25,2,14,,
"Hijo(a)/ hijastro(a) (087)",2548,569,119,1403,426,9,15,5,2
"Yerno/ nuera (088)",25,,,11,6,,,3,5
"Nieto(a) (089)",227,70,23,111,22,,,1,
"Padres/ suegros (090)",29,14,,14,,,1,,
"Otro(a) pariente (091)",339,89,8,166,67,3,3,,3
"Trabajador(a) del hogar (092)",6,2,,2,2,,,,
"Pensionista (093)",3,,,,,,3,,
"Otro(a) no pariente (094)",52,10,4,22,5,1,6,,4
"Mujeres (096)",4726,1430,132,2529,509,34,63,14,15
"Jefe o Jefa (097)",596,254,,266,51,2,13,2,8
"Esposa(o)/ compa¤era(o) (098)",1442,455,1,823,122,13,23,4,1
"Hijo(a)/ hijastro(a) (099)",2082,521,105,1166,260,14,11,4,1
"Yerno/ nuera (100)",51,5,,19,17,3,7,,
"Nieto(a) (101)",194,60,14,97,19,2,1,,1
"Padres/ suegros (102)",60,49,,8,3,,,,
"Otro(a) pariente (103)",270,80,12,136,35,,1,4,2
"Trabajador(a) del hogar (104)",5,3,,2,,,,,
"Pensionista (105)",3,,,,,,3,,
"Otro(a) no pariente (106)",23,3,,12,2,,4,,2
