"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",9,,3,,2,4
"Actividad economica no especificada (043)",190,2,73,69,37,9
"Mujeres (045)",2938,36,859,1209,686,148
"Agric., ganadería, caza y silvicultura (046)",401,10,139,137,96,19
"Pesca (047)",21,,6,13,2,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",172,6,60,72,33,1
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",22,,7,12,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",904,11,219,354,248,72
"Venta, mant.y rep. veh.autom.y motoc. (053)",8,,6,1,1,
"Comercio al por mayor (054)",15,,6,4,3,2
"Comercio al por menor (055)",881,11,207,349,244,70
"Hoteles y restaurantes (056)",380,2,105,152,95,26
"Trans., almac. y comunicaciones (057)",52,1,24,21,3,3
"Intermediación financiera (058)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (059)",102,1,46,41,13,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",137,,55,56,25,1
"Enseñanza (061)",314,,45,181,85,3
"Servicios sociales y de salud (062)",71,,10,44,17,
"Otras activ. serv.comun.soc y personales (063)",102,1,38,38,20,5
"Hogares privados con servicio doméstico (064)",87,3,44,26,12,2
"Actividad economica no especificada (066)",167,1,58,60,33,15
,,,,,,
"URBANA (067)",7999,83,2397,3132,1918,469
"Agric., ganadería, caza y silvicultura (068)",1201,21,373,406,271,130
"Pesca (069)",740,1,175,294,222,48
"Explotación de minas y canteras (070)",62,,8,37,17,
"Industrias manufactureras (071)",517,8,171,192,121,25
"Suministro de electricidad, gas y agua (072)",20,,6,6,7,1
"Construcción (073)",623,2,229,245,131,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1511,27,371,576,418,119
"Venta, mant.y rep. veh.autom.y motoc. (075)",148,,49,59,37,3
"Comercio al por mayor (076)",41,,16,14,9,2
"Comercio al por menor (077)",1322,27,306,503,372,114
"Hoteles y restaurantes (078)",503,8,137,189,126,43
"Trans., almac. y comunicaciones (079)",813,5,352,299,132,25
"Intermediación financiera (080)",8,,2,4,2,
"Activid.inmobil., empres. y alquileres (081)",409,1,154,177,66,11
"Admin.pub. y defensa; p. segur.soc.afil (082)",349,,109,154,81,5
"Enseñanza (083)",492,,56,261,171,4
"Servicios sociales y de salud (084)",108,,20,61,25,2
"Otras activ. serv.comun.soc y personales (085)",243,5,85,86,49,18
"Hogares privados con servicio doméstico (086)",85,2,39,25,14,5
"Actividad economica no especificada (088)",315,3,110,120,65,17
"Hombres (089)",5449,56,1667,2066,1315,345
"Agric., ganadería, caza y silvicultura (090)",991,16,305,332,218,120
"Pesca (091)",719,1,169,281,220,48
"Explotación de minas y canteras (092)",61,,7,37,17,
"Industrias manufactureras (093)",360,4,116,127,89,24
"Suministro de electricidad, gas y agua (094)",19,,5,6,7,1
"Construcción (095)",602,2,222,233,129,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",648,16,160,235,183,54
"Venta, mant.y rep. veh.autom.y motoc. (097)",140,,43,58,36,3
"Comercio al por mayor (098)",27,,11,10,6,
"Comercio al por menor (099)",481,16,106,167,141,51
"Hoteles y restaurantes (100)",158,7,34,57,42,18
"Trans., almac. y comunicaciones (101)",762,4,328,279,129,22
"Intermediación financiera (102)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (103)",311,,108,138,55,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",213,,55,98,56,4
"Enseñanza (105)",222,,22,105,94,1
"Servicios sociales y de salud (106)",39,,11,18,8,2
"Otras activ. serv.comun.soc y personales (107)",143,4,48,49,29,13
"Hogares privados con servicio doméstico (108)",9,,3,,2,4
"Actividad economica no especificada (110)",188,2,73,69,36,8
"Mujeres (112)",2550,27,730,1066,603,124
"Agric., ganadería, caza y silvicultura (113)",210,5,68,74,53,10
"Pesca (114)",21,,6,13,2,
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",157,4,55,65,32,1
"Suministro de electricidad, gas y agua (117)",1,,1,,,
"Construcción (118)",21,,7,12,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",863,11,211,341,235,65
"Venta, mant.y rep. veh.autom.y motoc. (120)",8,,6,1,1,
"Comercio al por mayor (121)",14,,5,4,3,2
"Comercio al por menor (122)",841,11,200,336,231,63
"Hoteles y restaurantes (123)",345,1,103,132,84,25
"Trans., almac. y comunicaciones (124)",51,1,24,20,3,3
"Intermediación financiera (125)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (126)",98,1,46,39,11,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",136,,54,56,25,1
"Enseñanza (128)",270,,34,156,77,3
"Servicios sociales y de salud (129)",69,,9,43,17,
"Otras activ. serv.comun.soc y personales (130)",100,1,37,37,20,5
"Hogares privados con servicio doméstico (131)",76,2,36,25,12,1
"Actividad economica no especificada (133)",127,1,37,51,29,9
,,,,,,
"RURAL (134)",2486,30,859,785,601,211
"Agric., ganadería, caza y silvicultura (135)",1885,24,653,563,464,181
"Pesca (136)",38,,9,17,11,1
"Explotación de minas y canteras (137)",50,,24,16,10,
"Industrias manufactureras (138)",93,4,40,29,15,5
"Suministro de electricidad, gas y agua (139)",3,,1,,1,1
"Construcción (140)",58,,28,15,12,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",80,,20,30,21,9
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,4,5,,
"Comercio al por mayor (143)",2,,1,1,,
"Comercio al por menor (144)",69,,15,24,21,9
"Hoteles y restaurantes (145)",52,1,8,25,17,1
"Trans., almac. y comunicaciones (146)",66,,23,30,12,1
"Activid.inmobil., empres. y alquileres (148)",25,,7,7,11,
"Admin.pub. y defensa; p. segur.soc.afil (149)",7,,1,2,4,
"Enseñanza (150)",67,,11,39,17,
"Servicios sociales y de salud (151)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (152)",7,,4,1,1,1
"Hogares privados con servicio doméstico (153)",11,1,8,1,,1
"Actividad economica no especificada (155)",42,,21,9,5,7
"Hombres (156)",2098,21,730,642,518,187
"Agric., ganadería, caza y silvicultura (157)",1694,19,582,500,421,172
"Pesca (158)",38,,9,17,11,1
"Explotación de minas y canteras (159)",50,,24,16,10,
"Industrias manufactureras (160)",78,2,35,22,14,5
"Suministro de electricidad, gas y agua (161)",3,,1,,1,1
"Construcción (162)",57,,28,15,11,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",39,,12,17,8,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",9,,4,5,,
"Comercio al por mayor (165)",1,,,1,,
"Comercio al por menor (166)",29,,8,11,8,2
"Hoteles y restaurantes (167)",17,,6,5,6,
"Trans., almac. y comunicaciones (168)",65,,23,29,12,1
"Activid.inmobil., empres. y alquileres (170)",21,,7,5,9,
"Admin.pub. y defensa; p. segur.soc.afil (171)",6,,,2,4,
"Enseñanza (172)",23,,,14,9,
"Otras activ. serv.comun.soc y personales (174)",5,,3,,1,1
"Actividad economica no especificada (177)",2,,,,1,1
"Mujeres (179)",388,9,129,143,83,24
"Agric., ganadería, caza y silvicultura (180)",191,5,71,63,43,9
"Industrias manufactureras (183)",15,2,5,7,1,
"Construcción (185)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",41,,8,13,13,7
"Comercio al por mayor (188)",1,,1,,,
"Comercio al por menor (189)",40,,7,13,13,7
"Hoteles y restaurantes (190)",35,1,2,20,11,1
"Trans., almac. y comunicaciones (191)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",4,,,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",1,,1,,,
"Enseñanza (195)",44,,11,25,8,
"Servicios sociales y de salud (196)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (197)",2,,1,1,,
"Hogares privados con servicio doméstico (198)",11,1,8,1,,1
"Actividad economica no especificada (200)",40,,21,9,4,6
