"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Nieto(a) (041)",44058,8091,4564,15677,10525,1225,680,2437,859
"Padres/ suegros (042)",11938,3743,,5219,1667,124,401,135,649
"Otro(a) pariente (043)",61935,4581,1382,14886,20588,4438,4911,5482,5667
"Trabajador(a) del hogar (044)",3169,228,25,1320,1241,172,98,56,29
"Pensionista (045)",2577,26,2,190,741,241,177,886,314
"Otro(a) no pariente (046)",15642,847,209,3276,5350,1215,1419,1755,1571
"Hombres (048)",356163,23138,10897,88705,118388,20499,25868,27608,41060
"Jefe o Jefa (049)",127300,2897,79,27702,42661,8186,13797,8067,23911
"Esposa(o)/ compa¤era(o) (050)",8611,255,21,1855,3326,532,832,660,1130
"Hijo(a)/ hijastro(a) (051)",146582,13097,7591,39989,48703,7495,6743,12733,10231
"Yerno/ nuera (052)",8089,40,14,726,3218,689,1154,662,1586
"Nieto(a) (053)",22774,4104,2402,7992,5682,635,326,1215,418
"Padres/ suegros (054)",3307,580,,1748,507,49,109,86,228
"Otro(a) pariente (055)",30440,1821,681,7058,11044,2209,2172,2809,2646
"Trabajador(a) del hogar (056)",138,6,4,38,67,11,2,7,3
"Pensionista (057)",1476,13,1,116,445,135,105,481,180
"Otro(a) no pariente (058)",7446,325,104,1481,2735,558,628,888,727
"Mujeres (060)",387538,36197,10307,100705,113216,22297,36161,25498,43157
"Jefe o Jefa (061)",60583,6150,36,15886,15963,3431,7422,2924,8771
"Esposa(o)/ compa¤era(o) (062)",102646,7019,103,24521,32004,6283,13703,4117,14896
"Hijo(a)/ hijastro(a) (063)",142686,12285,7167,37269,42085,7984,9600,12660,13636
"Yerno/ nuera (064)",7885,76,11,894,3532,781,1092,532,967
"Nieto(a) (065)",21284,3987,2162,7685,4843,590,354,1222,441
"Padres/ suegros (066)",8631,3163,,3471,1160,75,292,49,421
"Otro(a) pariente (067)",31495,2760,701,7828,9544,2229,2739,2673,3021
"Trabajador(a) del hogar (068)",3031,222,21,1282,1174,161,96,49,26
"Pensionista (069)",1101,13,1,74,296,106,72,405,134
"Otro(a) no pariente (070)",8196,522,105,1795,2615,657,791,867,844
,,,,,,,,,
"RURAL (072)",18290,2637,512,7938,5426,508,601,289,379
"Jefe o Jefa (073)",4697,591,2,2207,1389,133,164,50,161
"Esposa(o)/ compa¤era(o) (074)",3257,603,2,1450,918,63,127,21,73
"Hijo(a)/ hijastro(a) (075)",7689,930,388,3171,2434,255,241,182,88
"Yerno/ nuera (076)",348,11,,99,173,22,25,7,11
"Nieto(a) (077)",970,239,88,413,199,12,11,6,2
"Padres/ suegros (078)",193,101,,78,13,,,,1
"Otro(a) pariente (079)",935,131,30,441,255,19,19,17,23
"Trabajador(a) del hogar (080)",22,1,,13,5,2,1,,
"Pensionista (081)",9,2,,3,3,,,,1
"Otro(a) no pariente (082)",170,28,2,63,37,2,13,6,19
"Hombres (084)",9396,1028,243,4196,3025,245,274,165,220
"Jefe o Jefa (085)",3759,311,2,1817,1207,106,135,42,139
"Esposa(o)/ compa¤era(o) (086)",147,12,,67,51,1,4,3,9
"Hijo(a)/ hijastro(a) (087)",4115,477,191,1724,1353,116,106,105,43
"Yerno/ nuera (088)",183,3,,44,104,7,14,5,6
"Nieto(a) (089)",491,121,38,208,109,6,6,2,1
"Padres/ suegros (090)",58,21,,30,7,,,,
"Otro(a) pariente (091)",538,62,12,257,167,8,8,5,19
"Trabajador(a) del hogar (092)",3,,,2,1,,,,
"Pensionista (093)",6,2,,2,1,,,,1
"Otro(a) no pariente (094)",96,19,,45,25,1,1,3,2
"Mujeres (096)",8894,1609,269,3742,2401,263,327,124,159
"Jefe o Jefa (097)",938,280,,390,182,27,29,8,22
"Esposa(o)/ compa¤era(o) (098)",3110,591,2,1383,867,62,123,18,64
"Hijo(a)/ hijastro(a) (099)",3574,453,197,1447,1081,139,135,77,45
"Yerno/ nuera (100)",165,8,,55,69,15,11,2,5
"Nieto(a) (101)",479,118,50,205,90,6,5,4,1
"Padres/ suegros (102)",135,80,,48,6,,,,1
"Otro(a) pariente (103)",397,69,18,184,88,11,11,12,4
"Trabajador(a) del hogar (104)",19,1,,11,4,2,1,,
"Pensionista (105)",3,,,1,2,,,,
"Otro(a) no pariente (106)",74,9,2,18,12,1,12,3,17
