"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 12 a 14 años (021)",148,148,146,1,1,,,,,,,3
"De 15 a 19 años (022)",797,768,658,95,10,5,,,,,29,130
"De 20 a 24 años (023)",1149,965,468,340,119,24,11,3,,,184,717
"De 25 a 29 años (024)",1291,1075,268,369,270,111,53,4,,,216,1494
"De 30 a 34 años (025)",1216,1094,160,294,298,184,122,30,5,1,122,2197
"De 35 a 39 años (026)",1243,1173,83,208,318,270,215,70,9,,70,3110
"De 40 a 44 años (027)",1019,971,69,121,207,195,235,93,40,11,48,3181
"De 45 a 49 años (028)",837,805,68,93,130,153,193,94,45,29,32,2962
"De 50 y más años (029)",1922,1880,137,158,179,180,381,346,273,226,42,9777
"Desocupada (030)",390,325,186,50,44,21,15,5,2,2,65,334
"De 12 a 14 años (031)",27,27,27,,,,,,,,,
"De 15 a 19 años (032)",89,86,76,8,2,,,,,,3,12
"De 20 a 24 años (033)",101,74,52,16,4,2,,,,,27,30
"De 25 a 29 años (034)",74,50,17,12,16,4,1,,,,24,61
"De 30 a 34 años (035)",36,28,7,8,9,2,2,,,,8,40
"De 35 a 39 años (036)",25,24,5,3,5,5,5,,,1,1,58
"De 40 a 44 años (037)",18,17,2,2,3,4,3,3,,,1,50
"De 45 a 49 años (038)",12,11,,,4,3,3,,1,,1,40
"De 50 y más años (039)",8,8,,1,1,1,1,2,1,1,,43
"No PEA (040)",51431,49085,15841,6333,5820,4421,6223,4386,3254,2807,2346,146135
"De 12 a 14 años (041)",5974,5930,5911,17,2,,,,,,44,21
"De 15 a 19 años (042)",7103,6897,6028,744,107,11,7,,,,206,1019
"De 20 a 24 años (043)",5378,4744,1693,1847,931,220,47,6,,,634,4603
"De 25 a 29 años (044)",4801,4320,540,1369,1285,696,390,32,8,,481,7939
"De 30 a 34 años (045)",4352,4081,315,727,1168,861,802,172,31,5,271,10513
"De 35 a 39 años (046)",4351,4145,249,453,834,884,1111,464,125,25,206,13933
"De 40 a 44 años (047)",3489,3363,241,278,449,530,931,556,278,100,126,13896
"De 45 a 49 años (048)",3116,3009,163,216,309,414,733,591,378,205,107,14612
"De 50 y más años (049)",12867,12596,701,682,735,805,2202,2565,2434,2472,271,79599
,,,,,,,,,,,,
"URBANA (060)",12959,12132,3752,2066,1979,1349,1417,749,443,377,827,28987
"De 12 a 14 años (061)",1090,1080,1076,4,,,,,,,10,4
"De 15 a 19 años (062)",1723,1679,1517,141,14,5,2,,,,44,192
"De 20 a 24 años (063)",1316,1090,519,438,110,14,7,2,,,226,746
"De 25 a 29 años (064)",1412,1181,209,483,370,89,28,1,1,,231,1622
"De 30 a 34 años (065)",1269,1159,111,349,396,198,96,8,,1,110,2206
"De 35 a 39 años (066)",1316,1248,51,217,388,307,221,54,8,2,68,3300
"De 40 a 44 años (067)",1058,1020,67,126,269,243,217,73,23,2,38,2988
"De 45 a 49 años (068)",949,921,60,104,157,221,228,89,42,20,28,3210
"De 50 y más años (069)",2826,2754,142,204,275,272,618,522,369,352,72,14719
"PEA (070)",4280,3902,768,855,846,581,505,201,85,61,378,9124
"De 12 a 14 años (071)",36,36,35,1,,,,,,,,1
"De 15 a 19 años (072)",250,238,204,28,3,3,,,,,12,43
"De 20 a 24 años (073)",417,335,183,117,28,2,3,2,,,82,207
"De 25 a 29 años (074)",606,477,135,193,111,31,6,1,,,129,539
"De 30 a 34 años (075)",597,531,71,187,168,71,31,3,,,66,887
"De 35 a 39 años (076)",648,609,28,129,205,148,84,15,,,39,1433
"De 40 a 44 años (077)",546,524,30,70,152,135,103,24,8,2,22,1448
"De 45 a 49 años (078)",441,430,35,59,85,105,101,27,13,5,11,1317
"De 50 y más años (079)",739,722,47,71,94,86,177,129,64,54,17,3249
"Ocupada (080)",4091,3753,715,818,815,567,495,198,85,60,338,8912
"De 12 a 14 años (081)",34,34,33,1,,,,,,,,1
"De 15 a 19 años (082)",230,220,194,22,1,3,,,,,10,33
"De 20 a 24 años (083)",373,305,162,110,27,1,3,2,,,68,195
"De 25 a 29 años (084)",558,445,126,182,101,29,6,1,,,113,502
"De 30 a 34 años (085)",568,508,65,179,160,71,30,3,,,60,859
"De 35 a 39 años (086)",630,591,24,126,201,145,80,15,,,39,1397
"De 40 a 44 años (087)",532,511,29,69,149,131,101,22,8,2,21,1409
"De 45 a 49 años (088)",432,422,35,59,83,102,98,27,13,5,10,1290
"De 50 y más años (089)",734,717,47,70,93,85,177,128,64,53,17,3226
"Desocupada (090)",189,149,53,37,31,14,10,3,,1,40,212
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",20,18,10,6,2,,,,,,2,10
"De 20 a 24 años (093)",44,30,21,7,1,1,,,,,14,12
"De 25 a 29 años (094)",48,32,9,11,10,2,,,,,16,37
"De 30 a 34 años (095)",29,23,6,8,8,,1,,,,6,28
"De 35 a 39 años (096)",18,18,4,3,4,3,4,,,,,36
"De 40 a 44 años (097)",14,13,1,1,3,4,2,2,,,1,39
"De 45 a 49 años (098)",9,8,,,2,3,3,,,,1,27
"De 50 y más años (099)",5,5,,1,1,1,,1,,1,,23
"No PEA (100)",8679,8230,2984,1211,1133,768,912,548,358,316,449,19863
"De 12 a 14 años (101)",1054,1044,1041,3,,,,,,,10,3
"De 15 a 19 años (102)",1473,1441,1313,113,11,2,2,,,,32,149
"De 20 a 24 años (103)",899,755,336,321,82,12,4,,,,144,539
"De 25 a 29 años (104)",806,704,74,290,259,58,22,,1,,102,1083
"De 30 a 34 años (105)",672,628,40,162,228,127,65,5,,1,44,1319
"De 35 a 39 años (106)",668,639,23,88,183,159,137,39,8,2,29,1867
"De 40 a 44 años (107)",512,496,37,56,117,108,114,49,15,,16,1540
"De 45 a 49 años (108)",508,491,25,45,72,116,127,62,29,15,17,1893
"De 50 y más años (109)",2087,2032,95,133,181,186,441,393,305,298,55,11470
,,,,,,,,,,,,
"RURAL (120)",48484,46157,14332,5996,5417,4215,6031,4282,3185,2699,2327,141053
"De 12 a 14 años (121)",5059,5025,5008,14,3,,,,,,34,20
"De 15 a 19 años (122)",6266,6072,5245,706,105,11,5,,,,194,969
"De 20 a 24 años (123)",5312,4693,1694,1765,944,232,51,7,,,619,4604
"De 25 a 29 años (124)",4754,4264,616,1267,1201,722,416,35,7,,490,7872
"De 30 a 34 años (125)",4335,4044,371,680,1079,849,830,194,36,5,291,10544
"De 35 a 39 años (126)",4303,4094,286,447,769,852,1110,480,126,24,209,13801
"De 40 a 44 años (127)",3468,3331,245,275,390,486,952,579,295,109,137,14139
"De 45 a 49 años (128)",3016,2904,171,205,286,349,701,596,382,214,112,14404
"De 50 y más años (129)",11971,11730,696,637,640,714,1966,2391,2339,2347,241,74700
"PEA (130)",5732,5302,1475,874,730,562,720,444,289,208,430,14781
"De 12 a 14 años (131)",139,139,138,,1,,,,,,,2
"De 15 a 19 años (132)",636,616,530,75,9,2,,,,,20,99
"De 20 a 24 años (133)",833,704,337,239,95,24,8,1,,,129,540
"De 25 a 29 años (134)",759,648,150,188,175,84,48,3,,,111,1016
"De 30 a 34 años (135)",655,591,96,115,139,115,93,27,5,1,64,1350
"De 35 a 39 años (136)",620,588,60,82,118,127,136,55,9,1,32,1735
"De 40 a 44 años (137)",491,464,41,53,58,64,135,72,32,9,27,1783
"De 45 a 49 años (138)",408,386,33,34,49,51,95,67,33,24,22,1685
"De 50 y más años (139)",1191,1166,90,88,86,95,205,219,210,173,25,6571
"Ocupada (140)",5531,5126,1342,861,717,555,715,442,287,207,405,14659
"De 12 a 14 años (141)",114,114,113,,1,,,,,,,2
"De 15 a 19 años (142)",567,548,464,73,9,2,,,,,19,97
"De 20 a 24 años (143)",776,660,306,230,92,23,8,1,,,116,522
"De 25 a 29 años (144)",733,630,142,187,169,82,47,3,,,103,992
"De 30 a 34 años (145)",648,586,95,115,138,113,92,27,5,1,62,1338
"De 35 a 39 años (146)",613,582,59,82,117,125,135,55,9,,31,1713
"De 40 a 44 años (147)",487,460,40,52,58,64,134,71,32,9,27,1772
"De 45 a 49 años (148)",405,383,33,34,47,51,95,67,32,24,22,1672
"De 50 y más años (149)",1188,1163,90,88,86,95,204,218,209,173,25,6551
"Desocupada (150)",201,176,133,13,13,7,5,2,2,1,25,122
"De 12 a 14 años (151)",25,25,25,,,,,,,,,
"De 15 a 19 años (152)",69,68,66,2,,,,,,,1,2
"De 20 a 24 años (153)",57,44,31,9,3,1,,,,,13,18
"De 25 a 29 años (154)",26,18,8,1,6,2,1,,,,8,24
"De 30 a 34 años (155)",7,5,1,,1,2,1,,,,2,12
"De 35 a 39 años (156)",7,6,1,,1,2,1,,,1,1,22
"De 40 a 44 años (157)",4,4,1,1,,,1,1,,,,11
"De 45 a 49 años (158)",3,3,,,2,,,,1,,,13
"De 50 y más años (159)",3,3,,,,,1,1,1,,,20
"No PEA (160)",42752,40855,12857,5122,4687,3653,5311,3838,2896,2491,1897,126272
"De 12 a 14 años (161)",4920,4886,4870,14,2,,,,,,34,18
"De 15 a 19 años (162)",5630,5456,4715,631,96,9,5,,,,174,870
"De 20 a 24 años (163)",4479,3989,1357,1526,849,208,43,6,,,490,4064
"De 25 a 29 años (164)",3995,3616,466,1079,1026,638,368,32,7,,379,6856
"De 30 a 34 años (165)",3680,3453,275,565,940,734,737,167,31,4,227,9194
"De 35 a 39 años (166)",3683,3506,226,365,651,725,974,425,117,23,177,12066
"De 40 a 44 años (167)",2977,2867,204,222,332,422,817,507,263,100,110,12356
"De 45 a 49 años (168)",2608,2518,138,171,237,298,606,529,349,190,90,12719
"De 50 y más años (169)",10780,10564,606,549,554,619,1761,2172,2129,2174,216,68129
