"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Nieto(a) (041)",45138,8294,4367,16604,11072,1342,707,2089,663
"Padres/ suegros (042)",8216,2652,,3808,1127,82,262,44,241
"Otro(a) pariente (043)",48746,4005,1157,12526,17937,3298,3392,3322,3109
"Trabajador(a) del hogar (044)",2482,149,8,1116,966,135,64,20,24
"Pensionista (045)",877,30,1,148,341,106,63,112,76
"Otro(a) no pariente (046)",8895,514,160,2047,3332,704,675,699,764
"Hombres (048)",315627,22452,9432,85105,113992,16547,21490,19401,27208
"Jefe o Jefa (049)",115602,3865,58,28665,43696,6457,11899,5158,15804
"Esposa(o)/ compa¤era(o) (050)",6056,218,7,1396,2514,346,551,357,667
"Hijo(a)/ hijastro(a) (051)",133237,11881,6508,37806,46963,6525,5923,10242,7389
"Yerno/ nuera (052)",7287,59,11,714,3404,574,1037,437,1051
"Nieto(a) (053)",23023,4233,2188,8521,5768,647,335,1039,292
"Padres/ suegros (054)",2251,397,,1267,375,37,65,19,91
"Otro(a) pariente (055)",23541,1617,585,5758,9399,1557,1393,1739,1493
"Trabajador(a) del hogar (056)",88,3,1,27,38,9,2,5,3
"Pensionista (057)",521,9,1,93,210,66,34,65,43
"Otro(a) no pariente (058)",4021,170,73,858,1625,329,251,340,375
"Mujeres (060)",347088,34977,9242,99269,110493,18559,29160,18117,27271
"Jefe o Jefa (061)",48941,6145,34,15047,13932,2394,5092,1716,4581
"Esposa(o)/ compa¤era(o) (062)",96223,7906,89,26472,33481,4849,10982,2810,9634
"Hijo(a)/ hijastro(a) (063)",133156,11605,6260,36985,41645,7619,9142,10075,9825
"Yerno/ nuera (064)",7859,106,14,1040,4075,675,861,437,651
"Nieto(a) (065)",22115,4061,2179,8083,5304,695,372,1050,371
"Padres/ suegros (066)",5965,2255,,2541,752,45,197,25,150
"Otro(a) pariente (067)",25205,2388,572,6768,8538,1741,1999,1583,1616
"Trabajador(a) del hogar (068)",2394,146,7,1089,928,126,62,15,21
"Pensionista (069)",356,21,,55,131,40,29,47,33
"Otro(a) no pariente (070)",4874,344,87,1189,1707,375,424,359,389
,,,,,,,,,
"RURAL (072)",46204,6933,1193,20165,15021,925,981,459,527
"Jefe o Jefa (073)",11410,1606,5,5410,3756,137,264,67,165
"Esposa(o)/ compa¤era(o) (074)",8186,1629,7,3952,2245,109,142,28,74
"Hijo(a)/ hijastro(a) (075)",20424,2539,907,8328,7072,563,470,305,240
"Yerno/ nuera (076)",964,38,1,319,525,19,36,12,14
"Nieto(a) (077)",2608,547,222,1096,635,50,29,20,9
"Padres/ suegros (078)",356,216,,114,17,2,3,2,2
"Otro(a) pariente (079)",1981,335,47,850,645,33,31,22,18
"Trabajador(a) del hogar (080)",31,,,14,15,,1,1,
"Pensionista (081)",26,,,3,19,2,,,2
"Otro(a) no pariente (082)",218,23,4,79,92,10,5,2,3
"Hombres (084)",23613,2705,621,10176,8629,440,491,256,295
"Jefe o Jefa (085)",9341,891,3,4530,3383,121,217,50,146
"Esposa(o)/ compa¤era(o) (086)",245,30,,121,83,2,4,1,4
"Hijo(a)/ hijastro(a) (087)",10879,1279,468,4235,4108,275,223,174,117
"Yerno/ nuera (088)",369,9,,96,231,4,14,7,8
"Nieto(a) (089)",1384,292,123,593,338,11,13,7,7
"Padres/ suegros (090)",123,51,,63,4,,2,2,1
"Otro(a) pariente (091)",1098,144,25,480,392,19,16,12,10
"Trabajador(a) del hogar (092)",2,,,,1,,,1,
"Pensionista (093)",22,,,3,17,1,,,1
"Otro(a) no pariente (094)",150,9,2,55,72,7,2,2,1
"Mujeres (096)",22591,4228,572,9989,6392,485,490,203,232
"Jefe o Jefa (097)",2069,715,2,880,373,16,47,17,19
"Esposa(o)/ compa¤era(o) (098)",7941,1599,7,3831,2162,107,138,27,70
"Hijo(a)/ hijastro(a) (099)",9545,1260,439,4093,2964,288,247,131,123
"Yerno/ nuera (100)",595,29,1,223,294,15,22,5,6
"Nieto(a) (101)",1224,255,99,503,297,39,16,13,2
"Padres/ suegros (102)",233,165,,51,13,2,1,,1
"Otro(a) pariente (103)",883,191,22,370,253,14,15,10,8
"Trabajador(a) del hogar (104)",29,,,14,14,,1,,
"Pensionista (105)",4,,,,2,1,,,1
"Otro(a) no pariente (106)",68,14,2,24,20,3,3,,2
