"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8757,824,257,3077,3248,405,328,311,307
"Jefe o Jefa (049)",3372,211,2,1125,1373,185,153,107,216
"Esposa(o)/ compa¤era(o) (050)",267,13,1,84,123,14,12,11,9
"Hijo(a)/ hijastro(a) (051)",3882,422,210,1411,1350,162,109,159,59
"Yerno/ nuera (052)",114,2,,8,61,11,18,9,5
"Nieto(a) (053)",352,89,23,155,72,7,2,4,
"Padres/ suegros (054)",69,25,,34,8,2,,,
"Otro(a) pariente (055)",472,50,17,177,171,14,20,15,8
"Trabajador(a) del hogar (056)",14,2,,6,5,1,,,
"Pensionista (057)",3,,,,2,,,,1
"Otro(a) no pariente (058)",212,10,4,77,83,9,14,6,9
"Mujeres (060)",9091,1635,245,3369,2791,323,304,223,201
"Jefe o Jefa (061)",1567,453,3,543,411,37,56,26,38
"Esposa(o)/ compa¤era(o) (062)",2745,470,3,1053,922,74,99,45,79
"Hijo(a)/ hijastro(a) (063)",3629,391,203,1405,1147,167,114,137,65
"Yerno/ nuera (064)",107,2,,17,52,18,11,2,5
"Nieto(a) (065)",270,60,21,118,57,5,3,5,1
"Padres/ suegros (066)",190,156,,22,6,1,3,,2
"Otro(a) pariente (067)",422,72,15,153,139,18,13,6,6
"Trabajador(a) del hogar (068)",37,5,,11,20,,1,,
"Pensionista (069)",1,1,,,,,,,
"Otro(a) no pariente (070)",123,25,,47,37,3,4,2,5
,,,,,,,,,
"RURAL (072)",33455,6839,935,14790,9591,530,312,255,203
"Jefe o Jefa (073)",8958,2091,1,3975,2541,95,94,62,99
"Esposa(o)/ compa¤era(o) (074)",6341,1991,7,2953,1227,49,53,24,37
"Hijo(a)/ hijastro(a) (075)",15021,1847,788,6694,5026,332,132,151,51
"Yerno/ nuera (076)",331,15,1,84,200,15,11,1,4
"Nieto(a) (077)",944,229,104,440,150,12,4,3,2
"Padres/ suegros (078)",486,405,,66,11,1,1,1,1
"Otro(a) pariente (079)",1072,218,31,446,333,19,13,6,6
"Trabajador(a) del hogar (080)",27,2,,7,17,1,,,
"Pensionista (081)",2,,,,1,1,,,
"Otro(a) no pariente (082)",273,41,3,125,85,5,4,7,3
"Hombres (084)",16993,2372,506,7653,5734,277,172,151,128
"Jefe o Jefa (085)",7012,1042,1,3405,2276,70,77,56,85
"Esposa(o)/ compa¤era(o) (086)",303,41,,107,136,8,7,3,1
"Hijo(a)/ hijastro(a) (087)",8069,957,437,3479,2847,166,71,83,29
"Yerno/ nuera (088)",168,7,,43,99,9,5,1,4
"Nieto(a) (089)",500,115,48,238,88,7,2,1,1
"Padres/ suegros (090)",144,83,,48,11,,1,,1
"Otro(a) pariente (091)",596,99,18,244,211,12,6,1,5
"Trabajador(a) del hogar (092)",15,1,,2,11,1,,,
"Pensionista (093)",2,,,,1,1,,,
"Otro(a) no pariente (094)",184,27,2,87,54,3,3,6,2
"Mujeres (096)",16462,4467,429,7137,3857,253,140,104,75
"Jefe o Jefa (097)",1946,1049,,570,265,25,17,6,14
"Esposa(o)/ compa¤era(o) (098)",6038,1950,7,2846,1091,41,46,21,36
"Hijo(a)/ hijastro(a) (099)",6952,890,351,3215,2179,166,61,68,22
"Yerno/ nuera (100)",163,8,1,41,101,6,6,,
"Nieto(a) (101)",444,114,56,202,62,5,2,2,1
"Padres/ suegros (102)",342,322,,18,,1,,1,
"Otro(a) pariente (103)",476,119,13,202,122,7,7,5,1
"Trabajador(a) del hogar (104)",12,1,,5,6,,,,
"Otro(a) no pariente (106)",89,14,1,38,31,2,1,1,1
