"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",142,,,4,10,4,33,11,80
"Profes., científicos e intelectuales (038)",5701,,,1,113,295,1545,725,3022
"Técnicos de nivel medio ytrab.asimilados (039)",3015,3,,58,482,492,1235,280,465
"Jefes y empleados de oficina (040)",2687,,,16,619,382,895,324,451
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",11897,271,11,1960,5646,1211,1533,567,698
"Agricult.trabaj. calif.agrop. y pesquros (042)",5296,210,2,1714,2418,288,327,130,207
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",4977,39,5,614,2470,515,872,203,259
"Obreros. construc., conf., papel, fab., instr (044)",8526,69,3,1055,5263,714,735,358,329
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",25328,989,33,5865,13336,1903,1726,779,697
"Otra (046)",456,,,,62,33,218,33,110
"Ocupación no especificada (047)",929,28,,190,399,99,104,50,59
"Hombres (048)",43378,522,30,6740,21564,3679,5019,2207,3617
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",98,,,2,8,2,18,9,59
"Profes., científicos e intelectuales (050)",2576,,,,39,136,541,393,1467
"Técnicos de nivel medio ytrab.asimilados (051)",1886,1,,33,322,356,695,179,300
"Jefes y empleados de oficina (052)",1177,,,9,334,155,293,156,230
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",4911,39,3,578,2653,483,567,294,294
"Agricult.trabaj. calif.agrop. y pesquros (054)",4368,90,1,1399,2077,248,270,108,175
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4362,26,4,513,2216,449,758,173,223
"Obreros. construc., conf., papel, fab., instr (056)",8355,63,3,1034,5181,696,709,348,321
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",14800,299,19,3093,8484,1076,913,493,423
"Otra (058)",436,,,,60,32,208,33,103
"Ocupación no especificada (059)",409,4,,79,190,46,47,21,22
"Mujeres (060)",25576,1087,24,4737,9254,2257,4204,1253,2760
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",44,,,2,2,2,15,2,21
"Profes., científicos e intelectuales (062)",3125,,,1,74,159,1004,332,1555
"Técnicos de nivel medio ytrab.asimilados (063)",1129,2,,25,160,136,540,101,165
"Jefes y empleados de oficina (064)",1510,,,7,285,227,602,168,221
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",6986,232,8,1382,2993,728,966,273,404
"Agricult.trabaj. calif.agrop. y pesquros (066)",928,120,1,315,341,40,57,22,32
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",615,13,1,101,254,66,114,30,36
"Obreros. construc., conf., papel, fab., instr (068)",171,6,,21,82,18,26,10,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",10528,690,14,2772,4852,827,813,286,274
"Otra (070)",20,,,,2,1,10,,7
"Ocupación no especificada (071)",520,24,,111,209,53,57,29,37
,,,,,,,,,
"RURAL (072)",13705,572,5,3486,6398,877,1208,428,731
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",26,,,,2,2,1,2,19
"Profes., científicos e intelectuales (074)",492,,,,10,19,124,77,262
"Técnicos de nivel medio ytrab.asimilados (075)",347,,,5,43,55,164,22,58
"Jefes y empleados de oficina (076)",214,,,2,61,25,71,17,38
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",1072,25,,199,549,94,134,28,43
"Agricult.trabaj. calif.agrop. y pesquros (078)",2481,124,,908,1040,127,143,51,88
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",532,6,,59,290,46,84,18,29
"Obreros. construc., conf., papel, fab., instr (080)",1084,8,,165,661,73,99,36,42
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",7298,404,5,2125,3676,420,360,166,142
"Otra (082)",51,,,,11,10,18,7,5
"Ocupación no especificada (083)",108,5,,23,55,6,10,4,5
"Hombres (084)",9659,237,4,2334,4840,626,775,323,520
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",19,,,,1,1,1,1,15
"Profes., científicos e intelectuales (086)",247,,,,4,7,43,47,146
"Técnicos de nivel medio ytrab.asimilados (087)",252,,,4,34,44,111,18,41
"Jefes y empleados de oficina (088)",123,,,1,46,13,23,12,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",499,6,,65,279,57,50,16,26
"Agricult.trabaj. calif.agrop. y pesquros (090)",2126,60,,758,940,108,133,45,82
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",456,5,,49,247,39,77,13,26
"Obreros. construc., conf., papel, fab., instr (092)",1065,7,,160,652,72,97,36,41
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4759,157,4,1285,2588,274,218,125,108
"Otra (094)",50,,,,11,9,18,7,5
"Ocupación no especificada (095)",63,2,,12,38,2,4,3,2
"Mujeres (096)",4046,335,1,1152,1558,251,433,105,211
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",7,,,,1,1,,1,4
"Profes., científicos e intelectuales (098)",245,,,,6,12,81,30,116
"Técnicos de nivel medio ytrab.asimilados (099)",95,,,1,9,11,53,4,17
"Jefes y empleados de oficina (100)",91,,,1,15,12,48,5,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",573,19,,134,270,37,84,12,17
"Agricult.trabaj. calif.agrop. y pesquros (102)",355,64,,150,100,19,10,6,6
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",76,1,,10,43,7,7,5,3
"Obreros. construc., conf., papel, fab., instr (104)",19,1,,5,9,1,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2539,247,1,840,1088,146,142,41,34
"Otra (106)",1,,,,,1,,,
"Ocupación no especificada (107)",45,3,,11,17,4,6,1,3
