"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",358,292,45,21,
"Empleado (057)",23,18,4,1,
"Obrero (058)",72,49,9,14,
"Trabajador independiente (059)",54,46,8,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",189,159,24,6,
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",3759,2807,471,261,220
"Empleado (065)",657,237,99,141,180
"Obrero (066)",713,426,146,106,35
"Trabajador independiente (067)",1472,1340,132,,
"Empleador o patrono (068)",52,32,14,5,1
"Trabajador familiar no remunerado (069)",625,532,80,9,4
"Trabajador del hogar (070)",240,240,,,
"De 30 a 44 años (072)",4205,2919,496,436,354
"Empleado (073)",1036,198,173,347,318
"Obrero (074)",572,358,107,71,36
"Trabajador independiente (075)",2029,1875,154,,
"Empleador o patrono (076)",86,45,28,13,
"Trabajador familiar no remunerado (077)",386,347,34,5,
"Trabajador del hogar (078)",96,96,,,
"De 45 a 64 años (080)",2862,2148,299,229,186
"Empleado (081)",528,100,83,172,173
"Obrero (082)",340,226,60,42,12
"Trabajador independiente (083)",1563,1448,115,,
"Empleador o patrono (084)",70,41,15,13,1
"Trabajador familiar no remunerado (085)",312,284,26,2,
"Trabajador del hogar (086)",49,49,,,
"De 65 y más años (088)",742,670,54,8,10
"Empleado (089)",23,8,5,2,8
"Obrero (090)",76,63,5,6,2
"Trabajador independiente (091)",527,498,29,,
"Empleador o patrono (092)",23,16,7,,
"Trabajador familiar no remunerado (093)",80,72,8,,
"Trabajador del hogar (094)",13,13,,,
,,,,,
"RURAL (096)",9287,8310,828,115,34
"Empleado (097)",386,195,139,30,22
"Obrero (098)",965,644,256,53,12
"Trabajador independiente (099)",5202,4942,260,,
"Empleador o patrono (100)",163,119,33,11,
"Trabajador familiar no remunerado (101)",2397,2236,140,21,
"Trabajador del hogar (102)",174,174,,,
"De 06 a 14 años (104)",328,300,23,5,
"Obrero (106)",52,44,7,1,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",271,251,16,4,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",3245,2862,334,37,12
"Empleado (113)",117,51,52,9,5
"Obrero (114)",438,292,118,21,7
"Trabajador independiente (115)",1470,1391,79,,
"Empleador o patrono (116)",56,45,10,1,
"Trabajador familiar no remunerado (117)",1084,1003,75,6,
"Trabajador del hogar (118)",80,80,,,
"De 30 a 44 años (120)",2936,2594,280,45,17
"Empleado (121)",195,101,66,15,13
"Obrero (122)",281,186,74,17,4
"Trabajador independiente (123)",1771,1669,102,,
"Empleador o patrono (124)",54,41,10,3,
"Trabajador familiar no remunerado (125)",581,543,28,10,
"Trabajador del hogar (126)",54,54,,,
"De 45 a 64 años (128)",2099,1907,161,26,5
"Empleado (129)",71,41,20,6,4
"Obrero (130)",161,98,48,14,1
"Trabajador independiente (131)",1405,1340,65,,
"Empleador o patrono (132)",40,26,9,5,
"Trabajador familiar no remunerado (133)",393,373,19,1,
"Trabajador del hogar (134)",29,29,,,
"De 65 y más años (136)",679,647,30,2,
"Empleado (137)",3,2,1,,
"Obrero (138)",33,24,9,,
"Trabajador independiente (139)",555,541,14,,
"Empleador o patrono (140)",13,7,4,2,
"Trabajador familiar no remunerado (141)",68,66,2,,
"Trabajador del hogar (142)",7,7,,,
