"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (051)",118450,111951,6499,,
"Empleador o patrono (052)",7572,5340,1092,772,368
"Trabajador familiar no remunerado (053)",10063,8856,708,325,174
"Trabajador del hogar (054)",11876,11876,,,
"De 06 a 14 años (056)",2485,2184,193,82,26
"Empleado (057)",352,291,41,16,4
"Obrero (058)",337,229,57,34,17
"Trabajador independiente (059)",450,423,27,,
"Empleador o patrono (060)",4,3,1,,
"Trabajador familiar no remunerado (061)",891,787,67,32,5
"Trabajador del hogar (062)",451,451,,,
"De 15 a 29 años (064)",105603,65403,13986,12270,13944
"Empleado (065)",42648,18482,6681,7859,9626
"Obrero (066)",23690,10787,4600,4134,4169
"Trabajador independiente (067)",28040,25802,2238,,
"Empleador o patrono (068)",1507,1066,194,160,87
"Trabajador familiar no remunerado (069)",3542,3090,273,117,62
"Trabajador del hogar (070)",6176,6176,,,
"De 30 a 44 años (072)",127921,75120,13615,15637,23549
"Empleado (073)",49639,13537,6453,11289,18360
"Obrero (074)",22658,9707,4022,3936,4993
"Trabajador independiente (075)",46776,44294,2482,,
"Empleador o patrono (076)",3006,2062,474,320,150
"Trabajador familiar no remunerado (077)",2782,2460,184,92,46
"Trabajador del hogar (078)",3060,3060,,,
"De 45 a 64 años (080)",84098,53319,6906,8097,15776
"Empleado (081)",28453,6338,2853,5896,13366
"Obrero (082)",12419,6210,2039,1899,2271
"Trabajador independiente (083)",36622,35093,1529,,
"Empleador o patrono (084)",2509,1789,355,256,109
"Trabajador familiar no remunerado (085)",2121,1915,130,46,30
"Trabajador del hogar (086)",1974,1974,,,
"De 65 y más años (088)",11219,9207,753,504,755
"Empleado (089)",1628,603,185,267,573
"Obrero (090)",1541,1026,223,163,129
"Trabajador independiente (091)",6562,6339,223,,
"Empleador o patrono (092)",546,420,68,36,22
"Trabajador familiar no remunerado (093)",727,604,54,38,31
"Trabajador del hogar (094)",215,215,,,
,,,,,
"RURAL (096)",9375,7232,1063,447,633
"Empleado (097)",789,305,85,92,307
"Obrero (098)",3805,2515,646,323,321
"Trabajador independiente (099)",3046,2880,166,,
"Empleador o patrono (100)",525,420,80,23,2
"Trabajador familiar no remunerado (101)",1120,1022,86,9,3
"Trabajador del hogar (102)",90,90,,,
"De 06 a 14 años (104)",105,93,10,2,
"Empleado (105)",1,1,,,
"Obrero (106)",28,23,3,2,
"Trabajador independiente (107)",10,9,1,,
"Trabajador familiar no remunerado (109)",63,57,6,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",2912,2097,388,187,240
"Empleado (113)",307,126,29,37,115
"Obrero (114)",1420,898,255,143,124
"Trabajador independiente (115)",661,597,64,,
"Empleador o patrono (116)",42,32,9,1,
"Trabajador familiar no remunerado (117)",430,392,31,6,1
"Trabajador del hogar (118)",52,52,,,
"De 30 a 44 años (120)",3109,2321,370,141,277
"Empleado (121)",310,114,36,27,133
"Obrero (122)",1361,869,241,109,142
"Trabajador independiente (123)",957,909,48,,
"Empleador o patrono (124)",145,120,21,3,1
"Trabajador familiar no remunerado (125)",316,289,24,2,1
"Trabajador del hogar (126)",20,20,,,
"De 45 a 64 años (128)",2456,2000,243,104,109
"Empleado (129)",154,54,16,27,57
"Obrero (130)",867,617,138,61,51
"Trabajador independiente (131)",982,940,42,,
"Empleador o patrono (132)",205,162,27,15,1
"Trabajador familiar no remunerado (133)",234,213,20,1,
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",793,721,52,13,7
"Empleado (137)",17,10,4,1,2
"Obrero (138)",129,108,9,8,4
"Trabajador independiente (139)",436,425,11,,
"Empleador o patrono (140)",133,106,23,4,
"Trabajador familiar no remunerado (141)",77,71,5,,1
"Trabajador del hogar (142)",1,1,,,
