"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",95,79,15,,1
"Empleado (057)",6,5,1,,
"Obrero (058)",12,9,2,,1
"Trabajador independiente (059)",27,20,7,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",31,26,5,,
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",2602,1327,250,203,822
"Empleado (065)",651,175,72,87,317
"Obrero (066)",1150,395,135,115,505
"Trabajador independiente (067)",509,477,32,,
"Empleador o patrono (068)",33,27,5,1,
"Trabajador familiar no remunerado (069)",104,98,6,,
"Trabajador del hogar (070)",155,155,,,
"De 30 a 44 años (072)",2738,1401,271,268,798
"Empleado (073)",892,212,141,155,384
"Obrero (074)",877,270,88,110,409
"Trabajador independiente (075)",814,780,34,,
"Empleador o patrono (076)",49,39,6,1,3
"Trabajador familiar no remunerado (077)",66,60,2,2,2
"Trabajador del hogar (078)",40,40,,,
"De 45 a 64 años (080)",1336,856,131,107,242
"Empleado (081)",388,88,71,73,156
"Obrero (082)",281,126,37,32,86
"Trabajador independiente (083)",577,558,19,,
"Empleador o patrono (084)",17,15,1,1,
"Trabajador familiar no remunerado (085)",57,53,3,1,
"Trabajador del hogar (086)",16,16,,,
"De 65 y más años (088)",291,266,8,4,13
"Empleado (089)",23,10,,2,11
"Obrero (090)",28,21,4,1,2
"Trabajador independiente (091)",210,206,4,,
"Empleador o patrono (092)",6,5,,1,
"Trabajador familiar no remunerado (093)",21,21,,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",15490,11572,662,539,2717
"Empleado (097)",1414,282,164,157,811
"Obrero (098)",3912,1305,338,372,1897
"Trabajador independiente (099)",8176,8056,120,,
"Empleador o patrono (100)",141,120,7,6,8
"Trabajador familiar no remunerado (101)",1650,1612,33,4,1
"Trabajador del hogar (102)",197,197,,,
"De 06 a 14 años (104)",244,235,6,2,1
"Empleado (105)",1,1,,,
"Obrero (106)",16,12,1,2,1
"Trabajador independiente (107)",50,50,,,
"Trabajador familiar no remunerado (109)",163,158,5,,
"Trabajador del hogar (110)",14,14,,,
"De 15 a 29 años (112)",5483,3825,284,214,1160
"Empleado (113)",518,117,57,52,292
"Obrero (114)",1827,635,171,158,863
"Trabajador independiente (115)",1987,1950,37,,
"Empleador o patrono (116)",45,34,4,2,5
"Trabajador familiar no remunerado (117)",998,981,15,2,
"Trabajador del hogar (118)",108,108,,,
"De 30 a 44 años (120)",5402,3664,231,250,1257
"Empleado (121)",659,119,69,77,394
"Obrero (122)",1556,421,106,169,860
"Trabajador independiente (123)",2843,2796,47,,
"Empleador o patrono (124)",47,41,1,3,2
"Trabajador familiar no remunerado (125)",253,243,8,1,1
"Trabajador del hogar (126)",44,44,,,
"De 45 a 64 años (128)",3198,2721,119,67,291
"Empleado (129)",225,38,38,28,121
"Obrero (130)",450,197,47,37,169
"Trabajador independiente (131)",2294,2266,28,,
"Empleador o patrono (132)",35,31,2,1,1
"Trabajador familiar no remunerado (133)",169,164,4,1,
"Trabajador del hogar (134)",25,25,,,
"De 65 y más años (136)",1163,1127,22,6,8
"Empleado (137)",11,7,,,4
"Obrero (138)",63,40,13,6,4
"Trabajador independiente (139)",1002,994,8,,
"Empleador o patrono (140)",14,14,,,
"Trabajador familiar no remunerado (141)",67,66,1,,
"Trabajador del hogar (142)",6,6,,,
