"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",108,4,44,35,20,5
"Hogares privados con servicio doméstico (042)",37,3,20,8,5,1
"Actividad economica no especificada (044)",367,4,155,113,82,13
"Desocupado (045)",570,24,251,177,87,31
"Mujeres (046)",6151,242,2294,2097,1284,234
"Agric., ganadería, caza y silvicultura (047)",2798,131,979,854,687,147
"Pesca (048)",43,2,20,9,11,1
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",366,3,163,119,67,14
"Suministro de electricidad, gas y agua (051)",2,2,,,,
"Construcción (052)",6,1,3,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",728,41,231,289,134,33
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,2,2,,
"Comercio al por mayor (055)",22,1,7,12,2,
"Comercio al por menor (056)",702,40,222,275,132,33
"Hoteles y restaurantes (057)",341,17,98,130,87,9
"Trans., almac. y comunicaciones (058)",26,2,15,7,2,
"Intermediación financiera (059)",1,,1,,,
"Activid.inmobil., empres. y alquileres (060)",18,,7,9,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",91,,41,38,12,
"Enseñanza (062)",704,,224,346,131,3
"Servicios sociales y de salud (063)",79,,32,40,7,
"Otras activ. serv.comun.soc y personales (064)",77,1,37,23,15,1
"Hogares privados con servicio doméstico (065)",403,25,222,98,53,5
"Actividad economica no especificada (067)",316,5,144,94,56,17
"Desocupado (068)",151,12,76,40,19,4
,,,,,,
"URBANA (069)",11877,340,4125,4083,2712,617
"Agric., ganadería, caza y silvicultura (070)",5317,169,1792,1571,1352,433
"Pesca (071)",291,1,94,109,74,13
"Explotación de minas y canteras (072)",63,,14,29,20,
"Industrias manufactureras (073)",502,8,182,179,108,25
"Suministro de electricidad, gas y agua (074)",18,,1,7,9,1
"Construcción (075)",279,1,102,109,64,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1397,77,422,524,309,65
"Venta, mant.y rep. veh.autom.y motoc. (077)",101,2,27,40,29,3
"Comercio al por mayor (078)",56,2,16,27,11,
"Comercio al por menor (079)",1240,73,379,457,269,62
"Hoteles y restaurantes (080)",378,21,112,138,96,11
"Trans., almac. y comunicaciones (081)",502,4,267,164,66,1
"Intermediación financiera (082)",4,,3,,1,
"Activid.inmobil., empres. y alquileres (083)",168,1,49,68,47,3
"Admin.pub. y defensa; p. segur.soc afil (084)",387,,145,173,64,5
"Enseñanza (085)",1021,,237,526,254,4
"Servicios sociales y de salud (086)",142,,48,71,20,3
"Otras activ. serv.comun.soc y personales (087)",159,5,69,50,29,6
"Hogares privados con servicio doméstico (088)",301,23,165,73,35,5
"Actividad economica no especificada (090)",500,7,221,158,97,17
"Desocupado (091)",448,23,202,134,67,22
"Hombres (092)",8103,214,2776,2748,1889,476
"Agric., ganadería, caza y silvicultura (093)",4002,125,1343,1183,1002,349
"Pesca (094)",267,1,85,102,66,13
"Explotación de minas y canteras (095)",62,,13,29,20,
"Industrias manufactureras (096)",389,7,145,137,78,22
"Suministro de electricidad, gas y agua (097)",18,,1,7,9,1
"Construcción (098)",276,1,101,108,63,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",769,38,232,275,187,37
"Venta, mant.y rep. veh.autom.y motoc. (100)",97,2,25,38,29,3
"Comercio al por mayor (101)",37,1,9,18,9,
"Comercio al por menor (102)",635,35,198,219,149,34
"Hoteles y restaurantes (103)",82,11,33,21,14,3
"Trans., almac. y comunicaciones (104)",479,3,253,158,64,1
"Intermediación financiera (105)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (106)",151,1,42,60,45,3
"Admin.pub. y defensa; p. segur.soc afil (107)",297,,105,135,52,5
"Enseñanza (108)",519,,95,278,145,1
"Servicios sociales y de salud (109)",67,,17,34,13,3
"Otras activ. serv.comun.soc y personales (110)",90,4,35,30,16,5
"Hogares privados con servicio doméstico (111)",27,2,16,5,3,1
"Actividad economica no especificada (113)",282,3,121,87,61,10
"Desocupado (114)",323,18,137,99,50,19
"Mujeres (115)",3774,126,1349,1335,823,141
"Agric., ganadería, caza y silvicultura (116)",1315,44,449,388,350,84
"Pesca (117)",24,,9,7,8,
"Explotación de minas y canteras (118)",1,,1,,,
"Industrias manufactureras (119)",113,1,37,42,30,3
"Construcción (121)",3,,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",628,39,190,249,122,28
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,2,2,,
"Comercio al por mayor (124)",19,1,7,9,2,
"Comercio al por menor (125)",605,38,181,238,120,28
"Hoteles y restaurantes (126)",296,10,79,117,82,8
"Trans., almac. y comunicaciones (127)",23,1,14,6,2,
"Intermediación financiera (128)",1,,1,,,
"Activid.inmobil., empres. y alquileres (129)",17,,7,8,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",90,,40,38,12,
"Enseñanza (131)",502,,142,248,109,3
"Servicios sociales y de salud (132)",75,,31,37,7,
"Otras activ. serv.comun.soc y personales (133)",69,1,34,20,13,1
"Hogares privados con servicio doméstico (134)",274,21,149,68,32,4
"Actividad economica no especificada (136)",218,4,100,71,36,7
"Desocupado (137)",125,5,65,35,17,3
,,,,,,
"RURAL (138)",9197,397,3464,2947,1922,467
"Agric., ganadería, caza y silvicultura (139)",6730,337,2407,2061,1532,393
"Pesca (140)",463,16,207,153,72,15
"Explotación de minas y canteras (141)",10,,1,5,4,
"Industrias manufactureras (142)",420,6,205,141,53,15
"Suministro de electricidad, gas y agua (143)",4,3,,1,,
"Construcción (144)",40,1,20,11,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",294,6,94,116,64,14
"Venta, mant.y rep. veh.autom.y motoc. (146)",10,,3,6,,1
"Comercio al por mayor (147)",10,,2,7,1,
"Comercio al por menor (148)",274,6,89,103,63,13
"Hoteles y restaurantes (149)",53,7,22,16,7,1
"Trans., almac. y comunicaciones (150)",63,1,40,16,6,
"Activid.inmobil., empres. y alquileres (152)",14,,5,5,3,1
"Admin.pub. y defensa; p. segur.soc afil (153)",12,,5,3,4,
"Enseñanza (154)",453,,160,239,54,
"Servicios sociales y de salud (155)",20,,6,7,6,1
"Otras activ. serv.comun.soc y personales (156)",26,,12,8,6,
"Hogares privados con servicio doméstico (157)",139,5,77,33,23,1
"Actividad economica no especificada (159)",183,2,78,49,41,13
"Desocupado (160)",273,13,125,83,39,13
"Hombres (161)",6820,281,2519,2185,1461,374
"Agric., ganadería, caza y silvicultura (162)",5247,250,1877,1595,1195,330
"Pesca (163)",444,14,196,151,69,14
"Explotación de minas y canteras (164)",10,,1,5,4,
"Industrias manufactureras (165)",167,4,79,64,16,4
"Suministro de electricidad, gas y agua (166)",2,1,,1,,
"Construcción (167)",37,,18,11,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",194,4,53,76,52,9
"Venta, mant.y rep. veh.autom.y motoc. (169)",10,,3,6,,1
"Comercio al por mayor (170)",7,,2,4,1,
"Comercio al por menor (171)",177,4,48,66,51,8
"Hoteles y restaurantes (172)",8,,3,3,2,
"Trans., almac. y comunicaciones (173)",60,,39,15,6,
"Activid.inmobil., empres. y alquileres (175)",13,,5,4,3,1
"Admin.pub. y defensa; p. segur.soc afil (176)",11,,4,3,4,
"Enseñanza (177)",251,,78,141,32,
"Servicios sociales y de salud (178)",16,,5,4,6,1
"Otras activ. serv.comun.soc y personales (179)",18,,9,5,4,
"Hogares privados con servicio doméstico (180)",10,1,4,3,2,
"Actividad economica no especificada (182)",85,1,34,26,21,3
"Desocupado (183)",247,6,114,78,37,12
"Mujeres (184)",2377,116,945,762,461,93
"Agric., ganadería, caza y silvicultura (185)",1483,87,530,466,337,63
"Pesca (186)",19,2,11,2,3,1
"Industrias manufactureras (188)",253,2,126,77,37,11
"Suministro de electricidad, gas y agua (189)",2,2,,,,
"Construcción (190)",3,1,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",100,2,41,40,12,5
"Comercio al por mayor (193)",3,,,3,,
"Comercio al por menor (194)",97,2,41,37,12,5
"Hoteles y restaurantes (195)",45,7,19,13,5,1
"Trans., almac. y comunicaciones (196)",3,1,1,1,,
"Activid.inmobil., empres. y alquileres (198)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",1,,1,,,
"Enseñanza (200)",202,,82,98,22,
"Servicios sociales y de salud (201)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (202)",8,,3,3,2,
"Hogares privados con servicio doméstico (203)",129,4,73,30,21,1
"Actividad economica no especificada (205)",98,1,44,23,20,10
"Desocupado (206)",26,7,11,5,2,1
