"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8646,712,331,3081,2867,387,447,262,559
"Jefe o Jefa (049)",3293,119,12,1236,1052,166,271,96,341
"Esposa(o)/ compa¤era(o) (050)",174,8,1,57,64,9,14,5,16
"Hijo(a)/ hijastro(a) (051)",3523,397,245,1285,1168,126,99,95,108
"Yerno/ nuera (052)",118,,3,17,46,11,16,4,21
"Nieto(a) (053)",503,116,42,195,120,16,2,8,4
"Padres/ suegros (054)",60,10,,37,9,2,1,,1
"Otro(a) pariente (055)",717,57,24,206,290,39,29,33,39
"Trabajador(a) del hogar (056)",4,,,1,1,1,,1,
"Pensionista (057)",14,,1,,3,,2,2,6
"Otro(a) no pariente (058)",240,5,3,47,114,17,13,18,23
"Mujeres (060)",8906,1426,360,3420,2231,396,466,201,406
"Jefe o Jefa (061)",1664,363,14,670,296,68,122,34,97
"Esposa(o)/ compa¤era(o) (062)",2409,361,16,998,585,106,175,31,137
"Hijo(a)/ hijastro(a) (063)",3202,376,244,1196,942,138,110,97,99
"Yerno/ nuera (064)",148,13,4,24,48,19,14,10,16
"Nieto(a) (065)",422,96,48,173,70,16,9,7,3
"Padres/ suegros (066)",184,96,,73,8,,2,,5
"Otro(a) pariente (067)",682,109,31,227,213,38,21,14,29
"Trabajador(a) del hogar (068)",14,,,8,5,1,,,
"Pensionista (069)",7,,,1,,2,1,1,2
"Otro(a) no pariente (070)",174,12,3,50,64,8,12,7,18
,,,,,,,,,
"RURAL (072)",9564,1933,414,4459,2231,149,144,112,122
"Jefe o Jefa (073)",2783,431,23,1508,633,35,62,43,48
"Esposa(o)/ compa¤era(o) (074)",1636,442,15,817,304,19,22,5,12
"Hijo(a)/ hijastro(a) (075)",3806,761,296,1584,983,57,33,47,45
"Yerno/ nuera (076)",130,7,3,36,65,6,3,5,5
"Nieto(a) (077)",477,142,41,208,70,9,2,4,1
"Padres/ suegros (078)",99,58,,38,1,,,,2
"Otro(a) pariente (079)",533,81,34,234,141,19,18,4,2
"Trabajador(a) del hogar (080)",6,2,,,4,,,,
"Pensionista (081)",3,,,,2,,,,1
"Otro(a) no pariente (082)",91,9,2,34,28,4,4,4,6
"Hombres (084)",4791,685,195,2290,1303,81,87,73,77
"Jefe o Jefa (085)",2053,180,9,1171,533,27,51,41,41
"Esposa(o)/ compa¤era(o) (086)",75,4,2,34,25,6,1,,3
"Hijo(a)/ hijastro(a) (087)",1959,373,142,787,574,22,19,22,20
"Yerno/ nuera (088)",58,,,18,30,3,2,2,3
"Nieto(a) (089)",252,76,22,106,40,6,1,1,
"Padres/ suegros (090)",36,10,,23,1,,,,2
"Otro(a) pariente (091)",289,35,18,129,75,14,12,4,2
"Trabajador(a) del hogar (092)",2,1,,,1,,,,
"Pensionista (093)",3,,,,2,,,,1
"Otro(a) no pariente (094)",64,6,2,22,22,3,1,3,5
"Mujeres (096)",4773,1248,219,2169,928,68,57,39,45
"Jefe o Jefa (097)",730,251,14,337,100,8,11,2,7
"Esposa(o)/ compa¤era(o) (098)",1561,438,13,783,279,13,21,5,9
"Hijo(a)/ hijastro(a) (099)",1847,388,154,797,409,35,14,25,25
"Yerno/ nuera (100)",72,7,3,18,35,3,1,3,2
"Nieto(a) (101)",225,66,19,102,30,3,1,3,1
"Padres/ suegros (102)",63,48,,15,,,,,
"Otro(a) pariente (103)",244,46,16,105,66,5,6,,
"Trabajador(a) del hogar (104)",4,1,,,3,,,,
"Otro(a) no pariente (106)",27,3,,12,6,1,3,1,1
