"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 40 a 44 años (027)",13,13,,2,3,3,2,1,2,,,52
"De 45 a 49 años (028)",6,6,,1,2,,3,,,,,19
"De 50 y más años (029)",32,32,1,2,3,3,12,5,5,1,,157
"Casado(a) (030)",1060,1052,27,99,179,191,252,172,94,38,8,4449
"De 15 a 19 años (032)",3,3,,1,1,,1,,,,,7
"De 20 a 24 años (033)",26,24,1,13,7,3,,,,,2,36
"De 25 a 29 años (034)",50,50,3,17,17,12,1,,,,,92
"De 30 a 34 años (035)",95,95,4,25,30,24,11,1,,,,212
"De 35 a 39 años (036)",107,105,3,11,32,33,19,7,,,2,296
"De 40 a 44 años (037)",125,124,,8,30,30,38,13,5,,1,446
"De 45 a 49 años (038)",139,139,4,6,21,32,45,24,7,,,550
"De 50 y más años (039)",515,512,12,18,41,57,137,127,82,38,3,2810
"Viudo(a) (040)",242,241,15,15,18,23,58,56,41,15,1,1240
"De 25 a 29 años (044)",1,1,,1,,,,,,,,1
"De 30 a 34 años (045)",3,3,,,1,,2,,,,,12
"De 35 a 39 años (046)",4,4,,,1,1,,2,,,,17
"De 40 a 44 años (047)",12,12,1,,3,2,1,4,1,,,49
"De 45 a 49 años (048)",7,7,,,1,4,1,,1,,,26
"De 50 y más años (049)",215,214,14,14,12,16,54,50,39,15,1,1135
"Divorciado(a) (050)",11,11,,1,4,2,2,,1,1,,44
"De 35 a 39 años (056)",3,3,,1,1,,1,,,,,7
"De 40 a 44 años (057)",1,1,,,,1,,,,,,3
"De 45 a 49 años (058)",1,1,,,1,,,,,,,2
"De 50 y más años (059)",6,6,,,2,1,1,,1,1,,32
"Soltero(a) (060)",819,766,616,98,33,13,6,,,,53,227
"De 12 a 14 años (061)",220,220,220,,,,,,,,,
"De 15 a 19 años (062)",254,254,238,15,1,,,,,,,17
"De 20 a 24 años (063)",113,94,65,29,,,,,,,19,29
"De 25 a 29 años (064)",68,54,30,18,6,,,,,,14,30
"De 30 a 34 años (065)",42,35,19,12,3,1,,,,,7,21
"De 35 a 39 años (066)",33,27,11,7,6,2,1,,,,6,29
"De 40 a 44 años (067)",17,15,4,4,4,1,2,,,,2,23
"De 45 a 49 años (068)",17,15,8,4,,2,1,,,,2,14
"De 50 y más años (069)",55,52,21,9,13,7,2,,,,3,64
,,,,,,,,,,,,
"URBANA (080)",2150,2091,493,340,345,266,313,190,98,46,59,5749
"De 12 a 14 años (081)",142,142,142,,,,,,,,,
"De 15 a 19 años (082)",211,209,178,27,3,,1,,,,2,37
"De 20 a 24 años (083)",195,174,53,94,22,4,1,,,,21,154
"De 25 a 29 años (084)",208,195,37,77,50,27,3,,1,,13,280
"De 30 a 34 años (085)",223,216,20,54,76,45,20,1,,,7,431
"De 35 a 39 años (086)",193,187,11,21,63,47,38,7,,,6,492
"De 40 a 44 años (087)",177,174,5,13,54,42,41,15,4,,3,556
"De 45 a 49 años (088)",151,150,11,11,21,36,46,18,7,,1,530
"De 50 y más años (089)",650,644,36,43,56,65,163,149,86,46,6,3269
"Conviviente (090)",584,575,41,165,174,90,70,21,11,3,9,1350
"De 15 a 19 años (092)",31,29,10,18,1,,,,,,2,20
"De 20 a 24 años (093)",93,89,10,58,18,2,1,,,,4,104
"De 25 a 29 años (094)",112,110,10,47,34,16,2,,1,,2,180
"De 30 a 34 años (095)",112,112,2,22,54,24,9,1,,,,245
"De 35 a 39 años (096)",91,90,3,8,34,20,24,1,,,1,245
"De 40 a 44 años (097)",57,57,3,3,21,16,10,4,,,,164
"De 45 a 49 años (098)",35,35,1,3,5,7,14,3,2,,,131
"De 50 y más años (099)",53,53,2,6,7,5,10,12,8,3,,261
"Separado(a) (100)",72,72,1,23,15,10,16,3,3,1,,214
"De 15 a 19 años (102)",1,1,,1,,,,,,,,1
"De 20 a 24 años (103)",9,9,,9,,,,,,,,9
"De 25 a 29 años (104)",10,10,,8,1,1,,,,,,13
"De 30 a 34 años (105)",9,9,,2,3,2,2,,,,,22
"De 35 a 39 años (106)",7,7,,1,4,2,,,,,,15
"De 40 a 44 años (107)",11,11,,1,3,3,1,1,2,,,46
"De 45 a 49 años (108)",4,4,,,1,,3,,,,,16
"De 50 y más años (109)",21,21,1,1,3,2,10,2,1,1,,92
"Casado(a) (110)",757,751,19,73,123,141,182,123,62,28,6,3153
"De 15 a 19 años (112)",2,2,,,1,,1,,,,,6
"De 20 a 24 años (113)",16,15,1,8,4,2,,,,,1,22
"De 25 a 29 años (114)",34,34,1,11,11,10,1,,,,,68
"De 30 a 34 años (115)",65,65,2,19,16,19,9,,,,,147
"De 35 a 39 años (116)",72,71,2,7,21,22,14,5,,,1,204
"De 40 a 44 años (117)",91,90,,6,26,19,28,9,2,,1,309
"De 45 a 49 años (118)",96,96,4,5,14,25,28,15,5,,,362
"De 50 y más años (119)",381,378,9,17,30,44,101,94,55,28,3,2035
"Viudo(a) (120)",167,166,11,12,9,16,40,43,22,13,1,857
"De 30 a 34 años (125)",1,1,,,1,,,,,,,2
"De 35 a 39 años (126)",2,2,,,,1,,1,,,,9
"De 40 a 44 años (127)",5,5,1,,,2,1,1,,,,16
"De 45 a 49 años (128)",2,2,,,,2,,,,,,6
"De 50 y más años (129)",157,156,10,12,8,11,39,41,22,13,1,824
"Divorciado(a) (130)",7,7,,1,3,1,1,,,1,,27
"De 35 a 39 años (136)",2,2,,1,1,,,,,,,3
"De 40 a 44 años (137)",1,1,,,,1,,,,,,3
"De 45 a 49 años (138)",1,1,,,1,,,,,,,2
"De 50 y más años (139)",3,3,,,1,,1,,,1,,19
"Soltero(a) (140)",563,520,421,66,21,8,4,,,,43,148
"De 12 a 14 años (141)",142,142,142,,,,,,,,,
"De 15 a 19 años (142)",177,177,168,8,1,,,,,,,10
"De 20 a 24 años (143)",77,61,42,19,,,,,,,16,19
"De 25 a 29 años (144)",52,41,26,11,4,,,,,,11,19
"De 30 a 34 años (145)",36,29,16,11,2,,,,,,7,15
"De 35 a 39 años (146)",19,15,6,4,3,2,,,,,4,16
"De 40 a 44 años (147)",12,10,1,3,4,1,1,,,,2,18
"De 45 a 49 años (148)",13,12,6,3,,2,1,,,,1,13
"De 50 y más años (149)",35,33,14,7,7,3,2,,,,2,38
,,,,,,,,,,,,
"RURAL (160)",1030,1013,244,155,177,120,149,86,68,14,17,2797
"De 12 a 14 años (161)",81,79,79,,,,,,,,2,
"De 15 a 19 años (162)",102,102,82,18,2,,,,,,,22
"De 20 a 24 años (163)",98,94,35,46,10,3,,,,,4,75
"De 25 a 29 años (164)",105,101,13,39,35,8,5,1,,,4,159
"De 30 a 34 años (165)",112,110,7,13,49,25,13,3,,,2,264
"De 35 a 39 años (166)",101,98,8,14,32,22,17,5,,,3,246
"De 40 a 44 años (167)",83,83,4,7,12,19,27,10,4,,,302
"De 45 a 49 años (168)",81,80,2,6,13,16,23,16,4,,1,319
"De 50 y más años (169)",267,266,14,12,24,27,64,51,60,14,1,1410
"Conviviente (170)",361,356,37,86,92,53,54,20,12,2,5,911
"De 12 a 14 años (171)",3,1,1,,,,,,,,2,
"De 15 a 19 años (172)",24,24,12,10,2,,,,,,,14
"De 20 a 24 años (173)",51,51,12,30,7,2,,,,,,50
"De 25 a 29 años (174)",68,67,7,23,25,6,5,1,,,1,117
"De 30 a 34 años (175)",68,66,2,5,31,18,8,2,,,2,168
"De 35 a 39 años (176)",44,44,2,6,16,9,10,1,,,,114
"De 40 a 44 años (177)",35,35,1,3,5,8,15,3,,,,121
"De 45 a 49 años (178)",27,27,,3,4,7,5,7,1,,,107
"De 50 y más años (179)",41,41,,6,2,3,11,6,11,2,,220
"Separado(a) (180)",31,31,,8,7,4,4,4,4,,,111
"De 20 a 24 años (183)",1,1,,1,,,,,,,,1
"De 25 a 29 años (184)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (185)",6,6,,1,3,1,1,,,,,15
"De 35 a 39 años (186)",5,5,,1,1,2,,1,,,,15
"De 40 a 44 años (187)",2,2,,1,,,1,,,,,6
"De 45 a 49 años (188)",2,2,,1,1,,,,,,,3
"De 50 y más años (189)",11,11,,1,,1,2,3,4,,,65
"Casado(a) (190)",303,301,8,26,56,50,70,49,32,10,2,1296
"De 15 a 19 años (192)",1,1,,1,,,,,,,,1
"De 20 a 24 años (193)",10,9,,5,3,1,,,,,1,14
"De 25 a 29 años (194)",16,16,2,6,6,2,,,,,,24
"De 30 a 34 años (195)",30,30,2,6,14,5,2,1,,,,65
"De 35 a 39 años (196)",35,34,1,4,11,11,5,2,,,1,92
"De 40 a 44 años (197)",34,34,,2,4,11,10,4,3,,,137
"De 45 a 49 años (198)",43,43,,1,7,7,17,9,2,,,188
"De 50 y más años (199)",134,134,3,1,11,13,36,33,27,10,,775
"Viudo(a) (200)",75,75,4,3,9,7,18,13,19,2,,383
"De 25 a 29 años (204)",1,1,,1,,,,,,,,1
"De 30 a 34 años (205)",2,2,,,,,2,,,,,10
"De 35 a 39 años (206)",2,2,,,1,,,1,,,,8
"De 40 a 44 años (207)",7,7,,,3,,,3,1,,,33
"De 45 a 49 años (208)",5,5,,,1,2,1,,1,,,20
"De 50 y más años (209)",58,58,4,2,4,5,15,9,17,2,,311
"Divorciado(a) (210)",4,4,,,1,1,1,,1,,,17
"De 35 a 39 años (216)",1,1,,,,,1,,,,,4
"De 50 y más años (219)",3,3,,,1,1,,,1,,,13
"Soltero(a) (220)",256,246,195,32,12,5,2,,,,10,79
"De 12 a 14 años (221)",78,78,78,,,,,,,,,
"De 15 a 19 años (222)",77,77,70,7,,,,,,,,7
"De 20 a 24 años (223)",36,33,23,10,,,,,,,3,10
"De 25 a 29 años (224)",16,13,4,7,2,,,,,,3,11
"De 30 a 34 años (225)",6,6,3,1,1,1,,,,,,6
"De 35 a 39 años (226)",14,12,5,3,3,,1,,,,2,13
"De 40 a 44 años (227)",5,5,3,1,,,1,,,,,5
"De 45 a 49 años (228)",4,3,2,1,,,,,,,1,1
"De 50 y más años (229)",20,19,7,2,6,4,,,,,1,26
