"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",69,40,6,16,7
"Superior no univ. completa (066)",234,116,19,58,41
"Superior univ. incompleta (067)",48,13,7,12,16
"Superior univ. completa (068)",103,36,13,38,16
"De 06 a 14 años (070)",11,10,,1,
"Primaria (073)",5,5,,,
"Secundaria (074)",6,5,,1,
"De 15 a 29 años (080)",249,141,25,42,41
"Sin nivel (081)",1,1,,,
"Primaria (083)",19,16,2,1,
"Secundaria (084)",110,68,12,16,14
"Superior no univ. incompleta (085)",32,16,3,10,3
"Superior no univ. completa (086)",55,30,3,9,13
"Superior univ. incompleta (087)",13,3,2,3,5
"Superior univ. completa (088)",19,7,3,3,6
"De 30 a 44 años (090)",369,196,31,91,51
"Sin nivel (091)",12,9,,2,1
"Primaria (093)",38,30,2,4,2
"Secundaria (094)",59,45,7,4,3
"Superior no univ. incompleta (095)",29,17,2,6,4
"Superior no univ. completa (096)",137,65,10,40,22
"Superior univ. incompleta (097)",26,7,3,6,10
"Superior univ. completa (098)",68,23,7,29,9
"De 45 a 64 años (100)",155,109,16,22,8
"Sin nivel (101)",17,15,1,1,
"Primaria (103)",45,42,2,1,
"Secundaria (104)",23,20,1,2,
"Superior no univ. incompleta (105)",7,6,1,,
"Superior no univ. completa (106)",38,17,6,9,6
"Superior univ. incompleta (107)",9,3,2,3,1
"Superior univ. completa (108)",16,6,3,6,1
"De 65 y más años (110)",37,36,,,1
"Sin nivel (111)",7,6,,,1
"Primaria (113)",17,17,,,
"Secundaria (114)",8,8,,,
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",4,4,,,
,,,,,
"RURAL (120)",1457,1289,77,61,30
"Sin nivel (121)",409,388,12,4,5
"Educación inicial (122)",6,5,1,,
"Primaria (123)",508,475,18,11,4
"Secundaria (124)",384,340,18,16,10
"Superior no univ. incompleta (125)",24,19,1,3,1
"Superior no univ. completa (126)",84,45,13,18,8
"Superior univ. incompleta (127)",13,8,1,2,2
"Superior univ. completa (128)",29,9,13,7,
"De 06 a 14 años (130)",13,12,1,,
"Sin nivel (131)",2,2,,,
"Educación inicial (132)",1,,1,,
"Primaria (133)",6,6,,,
"Secundaria (134)",4,4,,,
"De 15 a 29 años (140)",397,348,21,15,13
"Sin nivel (141)",21,20,1,,
"Educación inicial (142)",2,2,,,
"Primaria (143)",102,91,3,5,3
"Secundaria (144)",227,204,11,6,6
"Superior no univ. incompleta (145)",18,15,1,1,1
"Superior no univ. completa (146)",17,13,1,2,1
"Superior univ. incompleta (147)",5,3,,,2
"Superior univ. completa (148)",5,,4,1,
"De 30 a 44 años (150)",477,389,40,35,13
"Sin nivel (151)",95,81,7,3,4
"Educación inicial (152)",3,3,,,
"Primaria (153)",177,164,8,4,1
"Secundaria (154)",119,106,5,5,3
"Superior no univ. incompleta (155)",5,3,,2,
"Superior no univ. completa (156)",50,20,11,14,5
"Superior univ. incompleta (157)",6,3,1,2,
"Superior univ. completa (158)",22,9,8,5,
"De 45 a 64 años (160)",400,374,14,10,2
"Sin nivel (161)",182,178,3,1,
"Primaria (163)",169,160,7,2,
"Secundaria (164)",29,22,2,4,1
"Superior no univ. incompleta (165)",1,1,,,
"Superior no univ. completa (166)",16,12,1,2,1
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",2,,1,1,
"De 65 y más años (170)",170,166,1,1,2
"Sin nivel (171)",109,107,1,,1
"Primaria (173)",54,54,,,
"Secundaria (174)",5,4,,1,
"Superior no univ. completa (176)",1,,,,1
"Superior univ. incompleta (177)",1,1,,,
