"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",32245,,6649,15555,9432,609
"Desocupada (030)",8555,91,4519,2477,1262,206
"Sin nivel (031)",156,5,32,46,51,22
"Educación inicial (032)",9,2,3,4,,
"Primaria (033)",1128,44,295,338,354,97
"Secundaria (034)",3583,40,2128,904,461,50
"Superior no univ. incompleta (035)",547,,383,120,42,2
"Superior no univ. completa (036)",1019,,597,351,67,4
"Superior univ. incompleta (037)",578,,353,152,68,5
"Superior univ. completa (038)",1535,,728,562,219,26
"No PEA (040)",233332,86840,73100,25475,26134,21783
"Sin nivel (041)",13092,974,554,1498,3742,6324
"Educación inicial (042)",5481,5328,109,44,,
"Primaria (043)",90893,60894,4600,6776,9586,9037
"Secundaria (044)",79915,19644,39883,9492,7255,3641
"Superior no univ. incompleta (045)",11262,,9164,1328,569,201
"Superior no univ. completa (046)",7774,,3005,2418,1536,815
"Superior univ. incompleta (047)",15575,,13316,1237,788,234
"Superior univ. completa (048)",9340,,2469,2682,2658,1531
,,,,,,
"URBANA (060)",367022,77063,119674,81120,63040,26125
"Sin nivel (061)",13948,846,689,1895,4488,6030
"Educación inicial (062)",5013,4784,141,88,,
"Primaria (063)",99183,52964,6408,11587,16924,11300
"Secundaria (064)",130718,18469,59781,28098,19409,4961
"Superior no univ. incompleta (065)",22250,,14876,4964,2094,316
"Superior no univ. completa (066)",25987,,9589,10579,4815,1004
"Superior univ. incompleta (067)",27724,,18645,5458,3230,391
"Superior univ. completa (068)",42199,,9545,18451,12080,2123
"PEA (070)",162430,2232,54047,59087,40158,6906
"Sin nivel (071)",4138,31,259,850,1852,1146
"Educación inicial (072)",130,36,41,53,,
"Primaria (073)",23042,1142,3159,6561,8966,3214
"Secundaria (074)",59197,1023,24557,19613,12567,1437
"Superior no univ. incompleta (075)",11697,,6349,3692,1538,118
"Superior no univ. completa (076)",18504,,6748,8242,3309,205
"Superior univ. incompleta (077)",12646,,5777,4250,2456,163
"Superior univ. completa (078)",33076,,7157,15826,9470,623
"Ocupada (080)",154623,2153,49949,56806,38990,6725
"Sin nivel (081)",4015,27,232,813,1811,1132
"Educación inicial (082)",121,34,38,49,,
"Primaria (083)",22112,1108,2941,6275,8658,3130
"Secundaria (084)",55995,984,22673,18810,12137,1391
"Superior no univ. incompleta (085)",11171,,5981,3575,1499,116
"Superior no univ. completa (086)",17537,,6191,7902,3243,201
"Superior univ. incompleta (087)",12075,,5429,4100,2388,158
"Superior univ. completa (088)",31597,,6464,15282,9254,597
"Desocupada (090)",7807,79,4098,2281,1168,181
"Sin nivel (091)",123,4,27,37,41,14
"Educación inicial (092)",9,2,3,4,,
"Primaria (093)",930,34,218,286,308,84
"Secundaria (094)",3202,39,1884,803,430,46
"Superior no univ. incompleta (095)",526,,368,117,39,2
"Superior no univ. completa (096)",967,,557,340,66,4
"Superior univ. incompleta (097)",571,,348,150,68,5
"Superior univ. completa (098)",1479,,693,544,216,26
"No PEA (100)",204592,74831,65627,22033,22882,19219
"Sin nivel (101)",9810,815,430,1045,2636,4884
"Educación inicial (102)",4883,4748,100,35,,
"Primaria (103)",76141,51822,3249,5026,7958,8086
"Secundaria (104)",71521,17446,35224,8485,6842,3524
"Superior no univ. incompleta (105)",10553,,8527,1272,556,198
"Superior no univ. completa (106)",7483,,2841,2337,1506,799
"Superior univ. incompleta (107)",15078,,12868,1208,774,228
"Superior univ. completa (108)",9123,,2388,2625,2610,1500
,,,,,,
"RURAL (120)",47054,12533,13374,9141,7860,4146
"Sin nivel (121)",5035,174,236,814,1810,2001
"Educación inicial (122)",614,583,18,13,,
"Primaria (123)",21973,9440,2776,3937,4030,1790
"Secundaria (124)",15487,2336,8036,3318,1535,262
"Superior no univ. incompleta (125)",1220,,920,212,75,13
"Superior no univ. completa (126)",993,,481,369,116,27
"Superior univ. incompleta (127)",811,,606,130,65,10
"Superior univ. completa (128)",921,,301,348,229,43
"PEA (130)",18314,524,5901,5699,4608,1582
"Sin nivel (131)",1753,15,112,361,704,561
"Educación inicial (132)",16,3,9,4,,
"Primaria (133)",7221,368,1425,2187,2402,839
"Secundaria (134)",7093,138,3377,2311,1122,145
"Superior no univ. incompleta (135)",511,,283,156,62,10
"Superior no univ. completa (136)",702,,317,288,86,11
"Superior univ. incompleta (137)",314,,158,101,51,4
"Superior univ. completa (138)",704,,220,291,181,12
"Ocupada (140)",17566,512,5480,5503,4514,1557
"Sin nivel (141)",1720,14,107,352,694,553
"Educación inicial (142)",16,3,9,4,,
"Primaria (143)",7023,358,1348,2135,2356,826
"Secundaria (144)",6712,137,3133,2210,1091,141
"Superior no univ. incompleta (145)",490,,268,153,59,10
"Superior no univ. completa (146)",650,,277,277,85,11
"Superior univ. incompleta (147)",307,,153,99,51,4
"Superior univ. completa (148)",648,,185,273,178,12
"Desocupada (150)",748,12,421,196,94,25
"Sin nivel (151)",33,1,5,9,10,8
"Primaria (153)",198,10,77,52,46,13
"Secundaria (154)",381,1,244,101,31,4
"Superior no univ. incompleta (155)",21,,15,3,3,
"Superior no univ. completa (156)",52,,40,11,1,
"Superior univ. incompleta (157)",7,,5,2,,
"Superior univ. completa (158)",56,,35,18,3,
"No PEA (160)",28740,12009,7473,3442,3252,2564
"Sin nivel (161)",3282,159,124,453,1106,1440
"Educación inicial (162)",598,580,9,9,,
"Primaria (163)",14752,9072,1351,1750,1628,951
"Secundaria (164)",8394,2198,4659,1007,413,117
"Superior no univ. incompleta (165)",709,,637,56,13,3
"Superior no univ. completa (166)",291,,164,81,30,16
"Superior univ. incompleta (167)",497,,448,29,14,6
"Superior univ. completa (168)",217,,81,57,48,31
