"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",77,178,166,3,93.3,1.7,
"De 40 a 44 años (037)",42,152,136,,89.5,,
"De 45 a 49 años (038)",25,103,99,,96.1,,
"De 50 y más años (039)",57,287,234,,81.5,,
"No PEA (040)",35032,91112,78647,1620,86.3,1.8,
"De 12 a 14 años (041)",5212,11,11,1,100,9.1,
"De 15 a 19 años (042)",5790,505,478,193,94.7,38.2,
"De 20 a 24 años (043)",3640,2556,2431,443,95.1,17.3,
"De 25 a 29 años (044)",2859,4879,4607,373,94.4,7.6,
"De 30 a 34 años (045)",2431,6555,6107,280,93.2,4.3,
"De 35 a 39 años (046)",2319,8560,7887,215,92.1,2.5,
"De 40 a 44 años (047)",1985,8894,8103,94,91.1,1.1,
"De 45 a 49 años (048)",1827,9471,8493,21,89.7,0.2,
"De 50 y más años (049)",8969,49681,40530,,81.6,,
,,,,,,,
"URBANA (060)",14031,31780,28872,614,90.8,1.9,
"De 12 a 14 años (061)",1476,5,5,,100,,
"De 15 a 19 años (062)",2096,196,187,47,95.4,24,
"De 20 a 24 años (063)",1788,1096,1069,164,97.5,15,
"De 25 a 29 años (064)",1531,2210,2109,152,95.4,6.9,
"De 30 a 34 años (065)",1375,3227,3067,122,95,3.8,
"De 35 a 39 años (066)",1318,4069,3863,88,94.9,2.2,
"De 40 a 44 años (067)",1072,3946,3683,39,93.3,1,
"De 45 a 49 años (068)",816,3661,3377,2,92.2,0.1,
"De 50 y más años (069)",2559,13370,11512,,86.1,,
"PEA (070)",4200,10903,9996,168,91.7,1.5,
"De 12 a 14 años (071)",47,,,,,,
"De 15 a 19 años (072)",264,43,39,7,90.7,16.3,
"De 20 a 24 años (073)",535,306,295,38,96.4,12.4,
"De 25 a 29 años (074)",605,725,705,38,97.2,5.2,
"De 30 a 34 años (075)",561,1187,1128,40,95,3.4,
"De 35 a 39 años (076)",595,1666,1578,29,94.7,1.7,
"De 40 a 44 años (077)",501,1704,1596,15,93.7,0.9,
"De 45 a 49 años (078)",346,1430,1312,1,91.7,0.1,
"De 50 y más años (079)",746,3842,3343,,87,,
"Ocupada (080)",3819,10381,9516,154,91.7,1.5,
"De 12 a 14 años (081)",39,,,,,,
"De 15 a 19 años (082)",213,36,32,6,88.9,16.7,
"De 20 a 24 años (083)",424,256,250,32,97.7,12.5,
"De 25 a 29 años (084)",522,640,626,34,97.8,5.3,
"De 30 a 34 años (085)",519,1111,1056,39,95,3.5,
"De 35 a 39 años (086)",561,1575,1493,27,94.8,1.7,
"De 40 a 44 años (087)",481,1639,1536,15,93.7,0.9,
"De 45 a 49 años (088)",335,1385,1270,1,91.7,0.1,
"De 50 y más años (089)",725,3739,3253,,87,,
"Desocupada (090)",381,522,480,14,92,2.7,
"De 12 a 14 años (091)",8,,,,,,
"De 15 a 19 años (092)",51,7,7,1,100,14.3,
"De 20 a 24 años (093)",111,50,45,6,90,12,
"De 25 a 29 años (094)",83,85,79,4,92.9,4.7,
"De 30 a 34 años (095)",42,76,72,1,94.7,1.3,
"De 35 a 39 años (096)",34,91,85,2,93.4,2.2,
"De 40 a 44 años (097)",20,65,60,,92.3,,
"De 45 a 49 años (098)",11,45,42,,93.3,,
"De 50 y más años (099)",21,103,90,,87.4,,
"No PEA (100)",9831,20877,18876,446,90.4,2.1,
"De 12 a 14 años (101)",1429,5,5,,100,,
"De 15 a 19 años (102)",1832,153,148,40,96.7,26.1,
"De 20 a 24 años (103)",1253,790,774,126,98,15.9,
"De 25 a 29 años (104)",926,1485,1404,114,94.5,7.7,
"De 30 a 34 años (105)",814,2040,1939,82,95,4,
"De 35 a 39 años (106)",723,2403,2285,59,95.1,2.5,
"De 40 a 44 años (107)",571,2242,2087,24,93.1,1.1,
"De 45 a 49 años (108)",470,2231,2065,1,92.6,,
"De 50 y más años (109)",1813,9528,8169,,85.7,,
,,,,,,,
"RURAL (120)",37943,113458,97259,1824,85.7,1.6,
"De 12 a 14 años (121)",3944,11,10,1,90.9,9.1,
"De 15 a 19 años (122)",5022,521,482,208,92.5,39.9,
"De 20 a 24 años (123)",4052,2876,2710,485,94.2,16.9,
"De 25 a 29 años (124)",3386,5746,5401,425,94,7.4,
"De 30 a 34 años (125)",2856,7876,7308,307,92.8,3.9,
"De 35 a 39 años (126)",2879,10819,9879,257,91.3,2.4,
"De 40 a 44 años (127)",2554,11759,10593,115,90.1,1,
"De 45 a 49 años (128)",2416,12863,11414,26,88.7,0.2,
"De 50 y más años (129)",10834,60987,49462,,81.1,,
"PEA (130)",12742,43223,37488,650,86.7,1.5,
"De 12 a 14 años (131)",161,5,4,,80,,
"De 15 a 19 años (132)",1064,169,152,56,89.9,33.1,
"De 20 a 24 años (133)",1665,1110,1053,167,94.9,15,
"De 25 a 29 años (134)",1453,2352,2198,166,93.5,7.1,
"De 30 a 34 años (135)",1239,3361,3140,109,93.4,3.2,
"De 35 a 39 años (136)",1283,4662,4277,101,91.7,2.2,
"De 40 a 44 años (137)",1140,5107,4577,45,89.6,0.9,
"De 45 a 49 años (138)",1059,5623,4986,6,88.7,0.1,
"De 50 y más años (139)",3678,20834,17101,,82.1,,
"Ocupada (140)",11975,42599,36939,626,86.7,1.5,
"De 12 a 14 años (141)",146,5,4,,80,,
"De 15 a 19 años (142)",891,163,146,56,89.6,34.4,
"De 20 a 24 años (143)",1412,1059,1003,157,94.7,14.8,
"De 25 a 29 años (144)",1296,2262,2120,157,93.7,6.9,
"De 30 a 34 años (145)",1185,3300,3083,105,93.4,3.2,
"De 35 a 39 años (146)",1240,4575,4196,100,91.7,2.2,
"De 40 a 44 años (147)",1118,5020,4501,45,89.7,0.9,
"De 45 a 49 años (148)",1045,5565,4929,6,88.6,0.1,
"De 50 y más años (149)",3642,20650,16957,,82.1,,
"Desocupada (150)",767,624,549,24,88,3.8,
"De 12 a 14 años (151)",15,,,,,,
"De 15 a 19 años (152)",173,6,6,,100,,
"De 20 a 24 años (153)",253,51,50,10,98,19.6,
"De 25 a 29 años (154)",157,90,78,9,86.7,10,
"De 30 a 34 años (155)",54,61,57,4,93.4,6.6,
"De 35 a 39 años (156)",43,87,81,1,93.1,1.1,
"De 40 a 44 años (157)",22,87,76,,87.4,,
"De 45 a 49 años (158)",14,58,57,,98.3,,
"De 50 y más años (159)",36,184,144,,78.3,,
"No PEA (160)",25201,70235,59771,1174,85.1,1.7,
"De 12 a 14 años (161)",3783,6,6,1,100,16.7,
"De 15 a 19 años (162)",3958,352,330,152,93.8,43.2,
"De 20 a 24 años (163)",2387,1766,1657,318,93.8,18,
"De 25 a 29 años (164)",1933,3394,3203,259,94.4,7.6,
"De 30 a 34 años (165)",1617,4515,4168,198,92.3,4.4,
"De 35 a 39 años (166)",1596,6157,5602,156,91,2.5,
"De 40 a 44 años (167)",1414,6652,6016,70,90.4,1.1,
"De 45 a 49 años (168)",1357,7240,6428,20,88.8,0.3,
"De 50 y más años (169)",7156,40153,32361,,80.6,,
