"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",312,32,4,80,84,30,36,9,37
"Hombres (048)",6919,644,212,2139,1929,475,783,231,506
"Jefe o Jefa (049)",2729,150,,776,671,212,498,98,324
"Esposa(o)/ compa¤era(o) (050)",151,10,,33,46,21,22,2,17
"Hijo(a)/ hijastro(a) (051)",2906,305,160,988,942,163,174,95,79
"Yerno/ nuera (052)",68,2,,9,20,8,9,3,17
"Nieto(a) (053)",321,69,36,126,62,7,9,11,1
"Padres/ suegros (054)",50,22,,27,,,1,,
"Otro(a) pariente (055)",514,74,15,142,141,45,42,16,39
"Trabajador(a) del hogar (056)",5,,,3,1,,,,1
"Pensionista (057)",22,,,1,8,1,8,,4
"Otro(a) no pariente (058)",153,12,1,34,38,18,20,6,24
"Mujeres (060)",7310,926,216,2466,1773,441,879,183,426
"Jefe o Jefa (061)",1036,166,,347,180,73,183,23,64
"Esposa(o)/ compa¤era(o) (062)",2207,222,1,707,445,169,419,42,202
"Hijo(a)/ hijastro(a) (063)",2747,278,167,954,846,136,182,95,89
"Yerno/ nuera (064)",103,5,,25,34,8,22,2,7
"Nieto(a) (065)",303,68,37,109,63,7,9,5,5
"Padres/ suegros (066)",127,86,,35,2,,1,,3
"Otro(a) pariente (067)",524,71,7,185,137,30,43,13,38
"Trabajador(a) del hogar (068)",91,10,1,55,18,5,2,,
"Pensionista (069)",13,,,3,2,1,2,,5
"Otro(a) no pariente (070)",159,20,3,46,46,12,16,3,13
,,,,,,,,,
"RURAL (072)",112915,28002,2904,64517,15447,659,862,190,334
"Jefe o Jefa (073)",26270,6549,11,16655,2435,129,296,45,150
"Esposa(o)/ compa¤era(o) (074)",19213,5855,16,11426,1611,85,143,14,63
"Hijo(a)/ hijastro(a) (075)",54029,11461,2375,29714,9674,358,282,102,63
"Yerno/ nuera (076)",1292,130,4,735,366,15,32,1,9
"Nieto(a) (077)",5642,1759,338,2882,628,16,9,8,2
"Padres/ suegros (078)",1157,736,,413,8,,,,
"Otro(a) pariente (079)",4790,1389,157,2488,649,40,42,13,12
"Trabajador(a) del hogar (080)",38,9,1,22,4,2,,,
"Pensionista (081)",50,1,,6,9,6,17,2,9
"Otro(a) no pariente (082)",434,113,2,176,63,8,41,5,26
"Hombres (084)",57988,11992,1455,34404,9043,363,453,109,169
"Jefe o Jefa (085)",20870,4144,8,14153,2119,108,207,34,97
"Esposa(o)/ compa¤era(o) (086)",1039,232,,648,133,8,13,2,3
"Hijo(a)/ hijastro(a) (087)",29347,5736,1178,16172,5814,199,150,58,40
"Yerno/ nuera (088)",396,36,,205,119,9,18,1,8
"Nieto(a) (089)",3061,904,180,1562,396,9,8,2,
"Padres/ suegros (090)",329,167,,156,6,,,,
"Otro(a) pariente (091)",2653,704,88,1392,407,22,27,7,6
"Trabajador(a) del hogar (092)",8,2,,6,,,,,
"Pensionista (093)",29,,,6,3,4,12,1,3
"Otro(a) no pariente (094)",256,67,1,104,46,4,18,4,12
"Mujeres (096)",54927,16010,1449,30113,6404,296,409,81,165
"Jefe o Jefa (097)",5400,2405,3,2502,316,21,89,11,53
"Esposa(o)/ compa¤era(o) (098)",18174,5623,16,10778,1478,77,130,12,60
"Hijo(a)/ hijastro(a) (099)",24682,5725,1197,13542,3860,159,132,44,23
"Yerno/ nuera (100)",896,94,4,530,247,6,14,,1
"Nieto(a) (101)",2581,855,158,1320,232,7,1,6,2
"Padres/ suegros (102)",828,569,,257,2,,,,
"Otro(a) pariente (103)",2137,685,69,1096,242,18,15,6,6
"Trabajador(a) del hogar (104)",30,7,1,16,4,2,,,
"Pensionista (105)",21,1,,,6,2,5,1,6
"Otro(a) no pariente (106)",178,46,1,72,17,4,23,1,14
