"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",156,133,54,52,20,6,1,,,,23,114
"De 25 a 29 años (024)",194,162,36,50,39,20,12,5,,,32,271
"De 30 a 34 años (025)",188,180,18,44,55,29,26,8,,,8,407
"De 35 a 39 años (026)",164,162,6,15,34,27,53,22,4,1,2,578
"De 40 a 44 años (027)",144,141,2,8,20,28,43,23,13,4,3,624
"De 45 a 49 años (028)",103,103,3,2,15,12,25,25,13,8,,533
"De 50 y más años (029)",304,302,9,20,18,25,64,74,44,48,2,1794
"Desocupada (030)",49,44,20,8,3,7,2,2,,2,5,76
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",10,10,9,1,,,,,,,,1
"De 20 a 24 años (033)",13,11,8,1,1,1,,,,,2,6
"De 25 a 29 años (034)",12,10,2,4,1,3,,,,,2,15
"De 30 a 34 años (035)",5,5,,2,1,2,,,,,,10
"De 35 a 39 años (036)",3,3,,,,,1,1,,1,,21
"De 40 a 44 años (037)",2,2,,,,,1,1,,,,10
"De 45 a 49 años (038)",1,1,,,,,,,,1,,10
"De 50 y más años (039)",2,1,,,,1,,,,,1,3
"No PEA (040)",6313,6156,1995,569,534,493,913,698,537,417,157,20894
"De 12 a 14 años (041)",893,885,884,1,,,,,,,8,1
"De 15 a 19 años (042)",1003,977,839,119,15,3,1,,,,26,162
"De 20 a 24 años (043)",585,536,140,223,126,35,12,,,,49,630
"De 25 a 29 años (044)",498,481,29,105,145,123,69,10,,,17,1121
"De 30 a 34 años (045)",470,459,13,40,95,94,157,50,10,,11,1608
"De 35 a 39 años (046)",395,390,1,10,37,62,145,96,32,7,5,1872
"De 40 a 44 años (047)",373,370,10,9,17,43,107,93,57,34,3,2098
"De 45 a 49 años (048)",349,345,11,4,11,25,76,98,56,64,4,2267
"De 50 y más años (049)",1747,1713,68,58,88,108,346,351,382,312,34,11135
,,,,,,,,,,,,
"URBANA (060)",1268,1205,359,183,162,140,178,101,46,36,63,3149
"De 12 a 14 años (061)",115,113,113,,,,,,,,2,
"De 15 a 19 años (062)",156,150,136,14,,,,,,,6,14
"De 20 a 24 años (063)",153,135,52,57,17,8,1,,,,18,119
"De 25 a 29 años (064)",152,130,29,49,29,16,6,1,,,22,186
"De 30 a 34 años (065)",154,149,13,30,49,33,19,4,1,,5,344
"De 35 a 39 años (066)",102,101,3,9,21,21,35,8,4,,1,346
"De 40 a 44 años (067)",97,96,2,6,18,26,29,11,2,2,1,355
"De 45 a 49 años (068)",70,69,2,1,10,8,20,19,6,3,1,342
"De 50 y más años (069)",269,262,9,17,18,28,68,58,33,31,7,1443
"PEA (070)",518,485,94,101,99,63,72,37,12,7,33,1215
"De 12 a 14 años (071)",5,4,4,,,,,,,,1,
"De 15 a 19 años (072)",29,28,26,2,,,,,,,1,2
"De 20 a 24 años (073)",57,50,22,21,5,2,,,,,7,37
"De 25 a 29 años (074)",97,80,26,31,15,6,2,,,,17,87
"De 30 a 34 años (075)",97,93,10,26,34,14,7,2,,,4,179
"De 35 a 39 años (076)",62,61,3,9,16,10,17,5,1,,1,184
"De 40 a 44 años (077)",58,57,1,5,14,16,15,6,,,1,183
"De 45 a 49 años (078)",37,37,1,1,8,5,13,7,2,,,151
"De 50 y más años (079)",76,75,1,6,7,10,18,17,9,7,1,392
"Ocupada (080)",503,472,87,100,98,61,71,36,12,7,31,1195
"De 12 a 14 años (081)",5,4,4,,,,,,,,1,
"De 15 a 19 años (082)",27,26,24,2,,,,,,,1,2
"De 20 a 24 años (083)",53,47,19,21,5,2,,,,,6,37
"De 25 a 29 años (084)",92,76,24,30,15,5,2,,,,16,83
"De 30 a 34 años (085)",96,92,10,26,33,14,7,2,,,4,177
"De 35 a 39 años (086)",60,59,3,9,16,10,16,4,1,,1,173
"De 40 a 44 años (087)",58,57,1,5,14,16,15,6,,,1,183
"De 45 a 49 años (088)",37,37,1,1,8,5,13,7,2,,,151
"De 50 y más años (089)",75,74,1,6,7,9,18,17,9,7,1,389
"Desocupada (090)",15,13,7,1,1,2,1,1,,,2,20
"De 15 a 19 años (092)",2,2,2,,,,,,,,,
"De 20 a 24 años (093)",4,3,3,,,,,,,,1,
"De 25 a 29 años (094)",5,4,2,1,,1,,,,,1,4
"De 30 a 34 años (095)",1,1,,,1,,,,,,,2
"De 35 a 39 años (096)",2,2,,,,,1,1,,,,11
"De 50 y más años (099)",1,1,,,,1,,,,,,3
"No PEA (100)",750,720,265,82,63,77,106,64,34,29,30,1934
"De 12 a 14 años (101)",110,109,109,,,,,,,,1,
"De 15 a 19 años (102)",127,122,110,12,,,,,,,5,12
"De 20 a 24 años (103)",96,85,30,36,12,6,1,,,,11,82
"De 25 a 29 años (104)",55,50,3,18,14,10,4,1,,,5,99
"De 30 a 34 años (105)",57,56,3,4,15,19,12,2,1,,1,165
"De 35 a 39 años (106)",40,40,,,5,11,18,3,3,,,162
"De 40 a 44 años (107)",39,39,1,1,4,10,14,5,2,2,,172
"De 45 a 49 años (108)",33,32,1,,2,3,7,12,4,3,1,191
"De 50 y más años (109)",193,187,8,11,11,18,50,41,24,24,6,1051
,,,,,,,,,,,,
"RURAL (120)",6451,6279,1872,594,580,507,961,756,565,444,172,22159
"De 12 a 14 años (121)",787,780,779,1,,,,,,,7,1
"De 15 a 19 años (122)",953,931,793,115,19,3,1,,,,22,166
"De 20 a 24 años (123)",601,545,150,219,130,34,12,,,,56,631
"De 25 a 29 años (124)",552,523,38,110,156,130,75,14,,,29,1221
"De 30 a 34 años (125)",509,495,18,56,102,92,164,54,9,,14,1681
"De 35 a 39 años (126)",460,454,4,16,50,68,164,111,32,9,6,2125
"De 40 a 44 años (127)",422,417,10,11,19,45,122,106,68,36,5,2377
"De 45 a 49 años (128)",383,380,12,5,16,29,81,104,63,70,3,2468
"De 50 y más años (129)",1784,1754,68,61,88,106,342,367,393,329,30,11489
"PEA (130)",888,843,142,107,109,91,154,122,62,56,45,3199
"De 12 a 14 años (131)",4,4,4,,,,,,,,,
"De 15 a 19 años (132)",77,76,64,8,4,,,,,,1,16
"De 20 a 24 años (133)",112,94,40,32,16,5,1,,,,18,83
"De 25 a 29 años (134)",109,92,12,23,25,17,10,5,,,17,199
"De 30 a 34 años (135)",96,92,8,20,22,17,19,6,,,4,238
"De 35 a 39 años (136)",105,104,3,6,18,17,37,18,3,2,1,415
"De 40 a 44 años (137)",88,86,1,3,6,12,29,18,13,4,2,451
"De 45 a 49 años (138)",67,67,2,1,7,7,12,18,11,9,,392
"De 50 y más años (139)",230,228,8,14,11,16,46,57,35,41,2,1405
"Ocupada (140)",854,812,129,100,107,86,153,121,62,54,42,3143
"De 12 a 14 años (141)",3,3,3,,,,,,,,,
"De 15 a 19 años (142)",69,68,57,7,4,,,,,,1,15
"De 20 a 24 años (143)",103,86,35,31,15,4,1,,,,17,77
"De 25 a 29 años (144)",102,86,12,20,24,15,10,5,,,16,188
"De 30 a 34 años (145)",92,88,8,18,22,15,19,6,,,4,230
"De 35 a 39 años (146)",104,103,3,6,18,17,37,18,3,1,1,405
"De 40 a 44 años (147)",86,84,1,3,6,12,28,17,13,4,2,441
"De 45 a 49 años (148)",66,66,2,1,7,7,12,18,11,8,,382
"De 50 y más años (149)",229,228,8,14,11,16,46,57,35,41,1,1405
"Desocupada (150)",34,31,13,7,2,5,1,1,,2,3,56
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",8,8,7,1,,,,,,,,1
"De 20 a 24 años (153)",9,8,5,1,1,1,,,,,1,6
"De 25 a 29 años (154)",7,6,,3,1,2,,,,,1,11
"De 30 a 34 años (155)",4,4,,2,,2,,,,,,8
"De 35 a 39 años (156)",1,1,,,,,,,,1,,10
"De 40 a 44 años (157)",2,2,,,,,1,1,,,,10
"De 45 a 49 años (158)",1,1,,,,,,,,1,,10
"De 50 y más años (159)",1,,,,,,,,,,1,
"No PEA (160)",5563,5436,1730,487,471,416,807,634,503,388,127,18960
"De 12 a 14 años (161)",783,776,775,1,,,,,,,7,1
"De 15 a 19 años (162)",876,855,729,107,15,3,1,,,,21,150
"De 20 a 24 años (163)",489,451,110,187,114,29,11,,,,38,548
"De 25 a 29 años (164)",443,431,26,87,131,113,65,9,,,12,1022
"De 30 a 34 años (165)",413,403,10,36,80,75,145,48,9,,10,1443
"De 35 a 39 años (166)",355,350,1,10,32,51,127,93,29,7,5,1710
"De 40 a 44 años (167)",334,331,9,8,13,33,93,88,55,32,3,1926
"De 45 a 49 años (168)",316,313,10,4,9,22,69,86,52,61,3,2076
"De 50 y más años (169)",1554,1526,60,47,77,90,296,310,358,288,28,10084
