"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",39,1,27,7,3,1
"Superior no univ. incompleta (035)",5,,3,2,,
"Superior no univ. completa (036)",12,,5,5,2,
"Superior univ. incompleta (037)",2,,,1,1,
"Superior univ. completa (038)",1,,1,,,
"No PEA (040)",9495,4147,2306,1344,1056,642
"Sin nivel (041)",1451,225,162,325,393,346
"Educación inicial (042)",286,279,7,,,
"Primaria (043)",5624,3219,941,714,514,236
"Secundaria (044)",1775,424,1039,189,93,30
"Superior no univ. incompleta (045)",132,,93,25,13,1
"Superior no univ. completa (046)",122,,43,49,17,13
"Superior univ. incompleta (047)",34,,16,13,5,
"Superior univ. completa (048)",71,,5,29,21,16
,,,,,,
"URBANA (060)",4984,1390,1271,1064,893,366
"Sin nivel (061)",367,26,34,80,116,111
"Educación inicial (062)",107,102,5,,,
"Primaria (063)",2346,1023,356,344,431,192
"Secundaria (064)",1371,239,669,264,164,35
"Superior no univ. incompleta (065)",150,,83,46,19,2
"Superior no univ. completa (066)",339,,67,193,68,11
"Superior univ. incompleta (067)",61,,16,29,16,
"Superior univ. completa (068)",243,,41,108,79,15
"PEA (070)",1740,35,459,645,498,103
"Sin nivel (071)",87,,15,30,28,14
"Educación inicial (072)",2,1,1,,,
"Primaria (073)",620,23,144,164,223,66
"Secundaria (074)",463,11,181,156,103,12
"Superior no univ. incompleta (075)",61,,25,25,10,1
"Superior no univ. completa (076)",267,,47,159,57,4
"Superior univ. incompleta (077)",42,,8,23,11,
"Superior univ. completa (078)",198,,38,88,66,6
"Ocupada (080)",1670,32,423,629,487,99
"Sin nivel (081)",85,,14,30,27,14
"Educación inicial (082)",2,1,1,,,
"Primaria (083)",598,21,135,161,218,63
"Secundaria (084)",434,10,162,151,100,11
"Superior no univ. incompleta (085)",57,,23,23,10,1
"Superior no univ. completa (086)",257,,43,154,56,4
"Superior univ. incompleta (087)",40,,8,22,10,
"Superior univ. completa (088)",197,,37,88,66,6
"Desocupada (090)",70,3,36,16,11,4
"Sin nivel (091)",2,,1,,1,
"Primaria (093)",22,2,9,3,5,3
"Secundaria (094)",29,1,19,5,3,1
"Superior no univ. incompleta (095)",4,,2,2,,
"Superior no univ. completa (096)",10,,4,5,1,
"Superior univ. incompleta (097)",2,,,1,1,
"Superior univ. completa (098)",1,,1,,,
"No PEA (100)",3244,1355,812,419,395,263
"Sin nivel (101)",280,26,19,50,88,97
"Educación inicial (102)",105,101,4,,,
"Primaria (103)",1726,1000,212,180,208,126
"Secundaria (104)",908,228,488,108,61,23
"Superior no univ. incompleta (105)",89,,58,21,9,1
"Superior no univ. completa (106)",72,,20,34,11,7
"Superior univ. incompleta (107)",19,,8,6,5,
"Superior univ. completa (108)",45,,3,20,13,9
,,,,,,
"RURAL (120)",8893,2898,2401,1736,1259,599
"Sin nivel (121)",1576,207,213,394,442,320
"Educación inicial (122)",186,178,7,1,,
"Primaria (123)",5535,2305,1273,1019,686,252
"Secundaria (124)",1273,208,779,199,76,11
"Superior no univ. incompleta (125)",70,,48,14,7,1
"Superior no univ. completa (126)",146,,64,55,21,6
"Superior univ. incompleta (127)",31,,11,17,2,1
"Superior univ. completa (128)",76,,6,37,25,8
"PEA (130)",2642,106,907,811,598,220
"Sin nivel (131)",405,8,70,119,137,71
"Educación inicial (132)",5,,4,1,,
"Primaria (133)",1637,86,544,485,380,142
"Secundaria (134)",406,12,228,118,44,4
"Superior no univ. incompleta (135)",27,,13,10,3,1
"Superior no univ. completa (136)",96,,41,40,15,
"Superior univ. incompleta (137)",16,,3,10,2,1
"Superior univ. completa (138)",50,,4,28,17,1
"Ocupada (140)",2586,102,881,797,587,219
"Sin nivel (141)",392,6,66,114,135,71
"Educación inicial (142)",5,,4,1,,
"Primaria (143)",1607,84,532,478,372,141
"Secundaria (144)",396,12,220,116,44,4
"Superior no univ. incompleta (145)",26,,12,10,3,1
"Superior no univ. completa (146)",94,,40,40,14,
"Superior univ. incompleta (147)",16,,3,10,2,1
"Superior univ. completa (148)",50,,4,28,17,1
"Desocupada (150)",56,4,26,14,11,1
"Sin nivel (151)",13,2,4,5,2,
"Primaria (153)",30,2,12,7,8,1
"Secundaria (154)",10,,8,2,,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",2,,1,,1,
"No PEA (160)",6251,2792,1494,925,661,379
"Sin nivel (161)",1171,199,143,275,305,249
"Educación inicial (162)",181,178,3,,,
"Primaria (163)",3898,2219,729,534,306,110
"Secundaria (164)",867,196,551,81,32,7
"Superior no univ. incompleta (165)",43,,35,4,4,
"Superior no univ. completa (166)",50,,23,15,6,6
"Superior univ. incompleta (167)",15,,8,7,,
"Superior univ. completa (168)",26,,2,9,8,7
