"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",255,5,96,98,50,6
"Hogares privados con servicio doméstico (042)",45,13,25,1,3,3
"Actividad economica no especificada (044)",250,,87,72,67,24
"Desocupado (045)",1108,10,490,383,188,37
"Mujeres (046)",14295,337,4081,5063,3723,1091
"Agric., ganadería, caza y silvicultura (047)",5443,206,1159,1610,1726,742
"Explotación de minas y canteras (049)",8,,5,1,2,
"Industrias manufactureras (050)",640,12,238,225,131,34
"Suministro de electricidad, gas y agua (051)",5,,2,3,,
"Construcción (052)",67,,27,31,8,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3356,45,932,1293,909,177
"Venta, mant.y rep. veh.autom.y motoc. (054)",21,1,8,9,3,
"Comercio al por mayor (055)",117,,43,40,32,2
"Comercio al por menor (056)",3218,44,881,1244,874,175
"Hoteles y restaurantes (057)",1051,24,337,372,266,52
"Trans., almac. y comunicaciones (058)",137,10,79,41,7,
"Intermediación financiera (059)",38,,20,17,1,
"Activid.inmobil., empres. y alquileres (060)",147,1,60,57,26,3
"Admin.pub. y defensa; p. segur.soc afil (061)",295,,147,101,44,3
"Enseñanza (062)",1313,,272,731,305,5
"Servicios sociales y de salud (063)",273,,76,126,68,3
"Otras activ. serv.comun.soc y personales (064)",220,4,84,81,46,5
"Hogares privados con servicio doméstico (065)",303,22,178,63,28,12
"Actividad economica no especificada (067)",446,,155,140,110,41
"Desocupado (068)",553,13,310,171,46,13
,,,,,,
"URBANA (069)",21656,442,6382,8342,5380,1110
"Agric., ganadería, caza y silvicultura (070)",4115,167,854,1279,1301,514
"Pesca (071)",2,,1,,1,
"Explotación de minas y canteras (072)",62,,31,22,5,4
"Industrias manufactureras (073)",1618,43,618,531,351,75
"Suministro de electricidad, gas y agua (074)",42,,17,15,9,1
"Construcción (075)",1088,4,330,474,254,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",4844,106,1342,1848,1279,269
"Venta, mant.y rep. veh.autom.y motoc. (077)",261,4,107,95,53,2
"Comercio al por mayor (078)",190,2,63,69,48,8
"Comercio al por menor (079)",4393,100,1172,1684,1178,259
"Hoteles y restaurantes (080)",1221,37,422,419,287,56
"Trans., almac. y comunicaciones (081)",1641,28,656,614,326,17
"Intermediación financiera (082)",69,,27,36,6,
"Activid.inmobil., empres. y alquileres (083)",478,1,153,185,126,13
"Admin.pub. y defensa; p. segur.soc afil (084)",883,,294,394,184,11
"Enseñanza (085)",2688,,416,1503,743,26
"Servicios sociales y de salud (086)",422,,101,198,114,9
"Otras activ. serv.comun.soc y personales (087)",419,8,151,164,87,9
"Hogares privados con servicio doméstico (088)",293,31,175,52,24,11
"Actividad economica no especificada (090)",491,,183,161,114,33
"Desocupado (091)",1280,17,611,447,169,36
"Hombres (092)",12393,271,3587,4758,3137,640
"Agric., ganadería, caza y silvicultura (093)",2576,114,545,787,799,331
"Pesca (094)",2,,1,,1,
"Explotación de minas y canteras (095)",58,,28,21,5,4
"Industrias manufactureras (096)",1171,34,442,373,270,52
"Suministro de electricidad, gas y agua (097)",37,,15,12,9,1
"Construcción (098)",1050,4,314,456,251,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1852,65,533,688,455,111
"Venta, mant.y rep. veh.autom.y motoc. (100)",241,3,100,86,50,2
"Comercio al por mayor (101)",81,2,23,32,18,6
"Comercio al por menor (102)",1530,60,410,570,387,103
"Hoteles y restaurantes (103)",259,13,118,70,50,8
"Trans., almac. y comunicaciones (104)",1515,18,584,577,319,17
"Intermediación financiera (105)",32,,8,19,5,
"Activid.inmobil., empres. y alquileres (106)",336,,95,130,101,10
"Admin.pub. y defensa; p. segur.soc afil (107)",627,,164,307,147,9
"Enseñanza (108)",1450,,184,799,445,22
"Servicios sociales y de salud (109)",159,,31,74,48,6
"Otras activ. serv.comun.soc y personales (110)",217,5,80,85,43,4
"Hogares privados con servicio doméstico (111)",35,11,20,,2,2
"Actividad economica no especificada (113)",196,,66,63,54,13
"Desocupado (114)",821,7,359,297,133,25
"Mujeres (115)",9263,171,2795,3584,2243,470
"Agric., ganadería, caza y silvicultura (116)",1539,53,309,492,502,183
"Explotación de minas y canteras (118)",4,,3,1,,
"Industrias manufactureras (119)",447,9,176,158,81,23
"Suministro de electricidad, gas y agua (120)",5,,2,3,,
"Construcción (121)",38,,16,18,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",2992,41,809,1160,824,158
"Venta, mant.y rep. veh.autom.y motoc. (123)",20,1,7,9,3,
"Comercio al por mayor (124)",109,,40,37,30,2
"Comercio al por menor (125)",2863,40,762,1114,791,156
"Hoteles y restaurantes (126)",962,24,304,349,237,48
"Trans., almac. y comunicaciones (127)",126,10,72,37,7,
"Intermediación financiera (128)",37,,19,17,1,
"Activid.inmobil., empres. y alquileres (129)",142,1,58,55,25,3
"Admin.pub. y defensa; p. segur.soc afil (130)",256,,130,87,37,2
"Enseñanza (131)",1238,,232,704,298,4
"Servicios sociales y de salud (132)",263,,70,124,66,3
"Otras activ. serv.comun.soc y personales (133)",202,3,71,79,44,5
"Hogares privados con servicio doméstico (134)",258,20,155,52,22,9
"Actividad economica no especificada (136)",295,,117,98,60,20
"Desocupado (137)",459,10,252,150,36,11
,,,,,,
"RURAL (138)",13555,402,3347,4130,3982,1694
"Agric., ganadería, caza y silvicultura (139)",10164,372,2145,2888,3210,1549
"Pesca (140)",4,,,2,2,
"Explotación de minas y canteras (141)",41,,21,9,10,1
"Industrias manufactureras (142)",537,7,172,167,156,35
"Suministro de electricidad, gas y agua (143)",12,,5,5,2,
"Construcción (144)",617,1,167,292,142,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",596,8,200,231,130,27
"Venta, mant.y rep. veh.autom.y motoc. (146)",29,,15,7,6,1
"Comercio al por mayor (147)",17,,4,9,4,
"Comercio al por menor (148)",550,8,181,215,120,26
"Hoteles y restaurantes (149)",109,3,43,29,30,4
"Trans., almac. y comunicaciones (150)",270,,124,104,40,2
"Intermediación financiera (151)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (152)",40,,17,15,8,
"Admin.pub. y defensa; p. segur.soc afil (153)",206,,69,84,49,4
"Enseñanza (154)",240,,70,113,54,3
"Servicios sociales y de salud (155)",20,,8,5,5,2
"Otras activ. serv.comun.soc y personales (156)",56,1,29,15,9,2
"Hogares privados con servicio doméstico (157)",55,4,28,12,7,4
"Actividad economica no especificada (159)",205,,59,51,63,32
"Desocupado (160)",381,6,189,107,65,14
"Hombres (161)",8523,236,2061,2651,2502,1073
"Agric., ganadería, caza y silvicultura (162)",6260,219,1295,1770,1986,990
"Pesca (163)",4,,,2,2,
"Explotación de minas y canteras (164)",37,,19,9,8,1
"Industrias manufactureras (165)",344,4,110,100,106,24
"Suministro de electricidad, gas y agua (166)",12,,5,5,2,
"Construcción (167)",588,1,156,279,137,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",232,4,77,98,45,8
"Venta, mant.y rep. veh.autom.y motoc. (169)",28,,14,7,6,1
"Comercio al por mayor (170)",9,,1,6,2,
"Comercio al por menor (171)",195,4,62,85,37,7
"Hoteles y restaurantes (172)",20,3,10,6,1,
"Trans., almac. y comunicaciones (173)",259,,117,100,40,2
"Intermediación financiera (174)",1,,,1,,
"Activid.inmobil., empres. y alquileres (175)",35,,15,13,7,
"Admin.pub. y defensa; p. segur.soc afil (176)",167,,52,70,42,3
"Enseñanza (177)",165,,30,86,47,2
"Servicios sociales y de salud (178)",10,,2,3,3,2
"Otras activ. serv.comun.soc y personales (179)",38,,16,13,7,2
"Hogares privados con servicio doméstico (180)",10,2,5,1,1,1
"Actividad economica no especificada (182)",54,,21,9,13,11
"Desocupado (183)",287,3,131,86,55,12
"Mujeres (184)",5032,166,1286,1479,1480,621
"Agric., ganadería, caza y silvicultura (185)",3904,153,850,1118,1224,559
"Explotación de minas y canteras (187)",4,,2,,2,
"Industrias manufactureras (188)",193,3,62,67,50,11
"Construcción (190)",29,,11,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",364,4,123,133,85,19
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",8,,3,3,2,
"Comercio al por menor (194)",355,4,119,130,83,19
"Hoteles y restaurantes (195)",89,,33,23,29,4
"Trans., almac. y comunicaciones (196)",11,,7,4,,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",5,,2,2,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",39,,17,14,7,1
"Enseñanza (200)",75,,40,27,7,1
"Servicios sociales y de salud (201)",10,,6,2,2,
"Otras activ. serv.comun.soc y personales (202)",18,1,13,2,2,
"Hogares privados con servicio doméstico (203)",45,2,23,11,6,3
"Actividad economica no especificada (205)",151,,38,42,50,21
"Desocupado (206)",94,3,58,21,10,2
