"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",1539,1,265,563,665,45
"Servicios sociales y de salud (039)",324,,48,121,132,23
"Otras activ. serv.comun.soc y personales (040)",1056,21,359,352,263,61
"Hogares privados con servicio doméstico (041)",67,11,28,14,10,4
"Actividad economica no especificada (043)",1263,7,434,451,302,69
"Mujeres (045)",18780,423,6578,6839,4331,609
"Agric., ganadería, caza y silvicultura (046)",3289,233,1150,1067,656,183
"Pesca (047)",9,,3,3,3,
"Explotación de minas y canteras (048)",12,,7,4,1,
"Industrias manufactureras (049)",1700,12,746,632,282,28
"Suministro de electricidad, gas y agua (050)",20,,8,8,4,
"Construcción (051)",63,1,25,26,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",4719,81,1243,1800,1362,233
"Venta, mant.y rep. veh.autom.y motoc. (053)",64,,33,23,8,
"Comercio al por mayor (054)",196,2,83,74,33,4
"Comercio al por menor (055)",4459,79,1127,1703,1321,229
"Hoteles y restaurantes (056)",1316,20,409,437,401,49
"Trans., almac. y comunicaciones (057)",327,3,202,90,30,2
"Intermediación financiera (058)",59,,31,19,9,
"Activid.inmobil., empres. y alquileres (059)",432,,230,139,60,3
"Admin.pub. y defensa; p. segur.soc.afil (060)",464,,166,179,117,2
"Enseñanza (061)",2196,,589,998,602,7
"Servicios sociales y de salud (062)",656,,191,286,173,6
"Otras activ. serv.comun.soc y personales (063)",637,9,207,265,142,14
"Hogares privados con servicio doméstico (064)",1670,57,937,439,209,28
"Organiz. y organos extraterritoriales (065)",1,,,1,,
"Actividad economica no especificada (066)",1210,7,434,446,270,53
,,,,,,
"URBANA (067)",40458,578,12901,14356,10722,1901
"Agric., ganadería, caza y silvicultura (068)",7255,134,1976,2223,2165,757
"Pesca (069)",847,19,394,265,161,8
"Explotación de minas y canteras (070)",106,,51,37,16,2
"Industrias manufactureras (071)",3690,54,1431,1316,751,138
"Suministro de electricidad, gas y agua (072)",132,,28,47,53,4
"Construcción (073)",2709,13,835,1051,719,91
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",8008,204,2280,2843,2234,447
"Venta, mant.y rep. veh.autom.y motoc. (075)",746,6,299,239,177,25
"Comercio al por mayor (076)",397,5,144,146,85,17
"Comercio al por menor (077)",6865,193,1837,2458,1972,405
"Hoteles y restaurantes (078)",1552,34,541,489,433,55
"Trans., almac. y comunicaciones (079)",4227,22,1835,1479,806,85
"Intermediación financiera (080)",142,,66,51,22,3
"Activid.inmobil., empres. y alquileres (081)",1349,5,554,477,278,35
"Admin.pub. y defensa; p. segur.soc.afil (082)",1752,,332,741,644,35
"Enseñanza (083)",3402,1,746,1431,1180,44
"Servicios sociales y de salud (084)",823,,181,348,275,19
"Otras activ. serv.comun.soc y personales (085)",1402,28,435,524,349,66
"Hogares privados con servicio doméstico (086)",1186,55,578,340,187,26
"Organiz. y organos extraterritoriales (087)",1,,,1,,
"Actividad economica no especificada (088)",1875,9,638,693,449,86
"Hombres (089)",26980,390,8605,9167,7311,1507
"Agric., ganadería, caza y silvicultura (090)",6479,110,1763,1915,1980,711
"Pesca (091)",839,19,391,263,158,8
"Explotación de minas y canteras (092)",97,,46,33,16,2
"Industrias manufactureras (093)",2560,44,1028,857,514,117
"Suministro de electricidad, gas y agua (094)",114,,20,41,49,4
"Construcción (095)",2655,12,814,1028,711,90
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",3945,131,1221,1302,1047,244
"Venta, mant.y rep. veh.autom.y motoc. (097)",689,6,271,217,170,25
"Comercio al por mayor (098)",228,3,75,82,55,13
"Comercio al por menor (099)",3028,122,875,1003,822,206
"Hoteles y restaurantes (100)",409,16,192,102,83,16
"Trans., almac. y comunicaciones (101)",3922,19,1647,1394,778,84
"Intermediación financiera (102)",84,,35,33,13,3
"Activid.inmobil., empres. y alquileres (103)",947,5,344,344,221,33
"Admin.pub. y defensa; p. segur.soc.afil (104)",1330,,192,572,533,33
"Enseñanza (105)",1384,1,232,504,610,37
"Servicios sociales y de salud (106)",258,,34,102,108,14
"Otras activ. serv.comun.soc y personales (107)",874,20,282,295,222,55
"Hogares privados con servicio doméstico (108)",49,8,20,11,7,3
"Actividad economica no especificada (110)",1034,5,344,371,261,53
"Mujeres (112)",13478,188,4296,5189,3411,394
"Agric., ganadería, caza y silvicultura (113)",776,24,213,308,185,46
"Pesca (114)",8,,3,2,3,
"Explotación de minas y canteras (115)",9,,5,4,,
"Industrias manufactureras (116)",1130,10,403,459,237,21
"Suministro de electricidad, gas y agua (117)",18,,8,6,4,
"Construcción (118)",54,1,21,23,8,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",4063,73,1059,1541,1187,203
"Venta, mant.y rep. veh.autom.y motoc. (120)",57,,28,22,7,
"Comercio al por mayor (121)",169,2,69,64,30,4
"Comercio al por menor (122)",3837,71,962,1455,1150,199
"Hoteles y restaurantes (123)",1143,18,349,387,350,39
"Trans., almac. y comunicaciones (124)",305,3,188,85,28,1
"Intermediación financiera (125)",58,,31,18,9,
"Activid.inmobil., empres. y alquileres (126)",402,,210,133,57,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",422,,140,169,111,2
"Enseñanza (128)",2018,,514,927,570,7
"Servicios sociales y de salud (129)",565,,147,246,167,5
"Otras activ. serv.comun.soc y personales (130)",528,8,153,229,127,11
"Hogares privados con servicio doméstico (131)",1137,47,558,329,180,23
"Organiz. y organos extraterritoriales (132)",1,,,1,,
"Actividad economica no especificada (133)",841,4,294,322,188,33
,,,,,,
"RURAL (134)",37995,952,13800,11725,8764,2754
"Agric., ganadería, caza y silvicultura (135)",28619,856,9666,8612,7029,2456
"Pesca (136)",233,1,149,60,22,1
"Explotación de minas y canteras (137)",102,1,44,34,22,1
"Industrias manufactureras (138)",2378,34,1197,733,340,74
"Suministro de electricidad, gas y agua (139)",26,1,6,13,4,2
"Construcción (140)",663,8,212,236,184,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1718,23,551,623,433,88
"Venta, mant.y rep. veh.autom.y motoc. (142)",200,1,120,58,21,
"Comercio al por mayor (143)",81,,34,30,15,2
"Comercio al por menor (144)",1437,22,397,535,397,86
"Hoteles y restaurantes (145)",228,4,84,61,65,14
"Trans., almac. y comunicaciones (146)",1740,4,834,615,267,20
"Intermediación financiera (147)",6,,1,5,,
"Activid.inmobil., empres. y alquileres (148)",176,,79,65,28,4
"Admin.pub. y defensa; p. segur.soc.afil (149)",176,,63,69,42,2
"Enseñanza (150)",333,,108,130,87,8
"Servicios sociales y de salud (151)",157,,58,59,30,10
"Otras activ. serv.comun.soc y personales (152)",291,2,131,93,56,9
"Hogares privados con servicio doméstico (153)",551,13,387,113,32,6
"Actividad economica no especificada (155)",598,5,230,204,123,36
"Hombres (156)",32693,717,11518,10075,7844,2539
"Agric., ganadería, caza y silvicultura (157)",26106,647,8729,7853,6558,2319
"Pesca (158)",232,1,149,59,22,1
"Explotación de minas y canteras (159)",99,1,42,34,21,1
"Industrias manufactureras (160)",1808,32,854,560,295,67
"Suministro de electricidad, gas y agua (161)",24,1,6,11,4,2
"Construcción (162)",654,8,208,233,182,23
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",1062,15,367,364,258,58
"Venta, mant.y rep. veh.autom.y motoc. (164)",193,1,115,57,20,
"Comercio al por mayor (165)",54,,20,20,12,2
"Comercio al por menor (166)",815,14,232,287,226,56
"Hoteles y restaurantes (167)",55,2,24,11,14,4
"Trans., almac. y comunicaciones (168)",1718,4,820,610,265,19
"Intermediación financiera (169)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (170)",146,,59,59,25,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",134,,37,59,36,2
"Enseñanza (172)",155,,33,59,55,8
"Servicios sociales y de salud (173)",66,,14,19,24,9
"Otras activ. serv.comun.soc y personales (174)",182,1,77,57,41,6
"Hogares privados con servicio doméstico (175)",18,3,8,3,3,1
"Actividad economica no especificada (177)",229,2,90,80,41,16
"Mujeres (179)",5302,235,2282,1650,920,215
"Agric., ganadería, caza y silvicultura (180)",2513,209,937,759,471,137
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",3,,2,,1,
"Industrias manufactureras (183)",570,2,343,173,45,7
"Suministro de electricidad, gas y agua (184)",2,,,2,,
"Construcción (185)",9,,4,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",656,8,184,259,175,30
"Venta, mant.y rep. veh.autom.y motoc. (187)",7,,5,1,1,
"Comercio al por mayor (188)",27,,14,10,3,
"Comercio al por menor (189)",622,8,165,248,171,30
"Hoteles y restaurantes (190)",173,2,60,50,51,10
"Trans., almac. y comunicaciones (191)",22,,14,5,2,1
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",30,,20,6,3,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",42,,26,10,6,
"Enseñanza (195)",178,,75,71,32,
"Servicios sociales y de salud (196)",91,,44,40,6,1
"Otras activ. serv.comun.soc y personales (197)",109,1,54,36,15,3
"Hogares privados con servicio doméstico (198)",533,10,379,110,29,5
"Actividad economica no especificada (200)",369,3,140,124,82,20
