"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",653,653,,,
"De 06 a 14 años (056)",369,329,31,3,6
"Empleado (057)",37,34,3,,
"Obrero (058)",59,39,11,3,6
"Trabajador independiente (059)",91,85,6,,
"Trabajador familiar no remunerado (061)",164,153,11,,
"Trabajador del hogar (062)",18,18,,,
"De 15 a 29 años (064)",8365,6355,839,453,718
"Empleado (065)",1686,867,235,225,359
"Obrero (066)",2158,1260,350,208,340
"Trabajador independiente (067)",3151,2963,188,,
"Empleador o patrono (068)",121,94,10,9,8
"Trabajador familiar no remunerado (069)",914,836,56,11,11
"Trabajador del hogar (070)",335,335,,,
"De 30 a 44 años (072)",9916,7463,929,623,901
"Empleado (073)",2172,786,363,413,610
"Obrero (074)",2149,1394,275,201,279
"Trabajador independiente (075)",4695,4447,248,,
"Empleador o patrono (076)",193,162,19,5,7
"Trabajador familiar no remunerado (077)",524,491,24,4,5
"Trabajador del hogar (078)",183,183,,,
"De 45 a 64 años (080)",8128,6461,613,513,541
"Empleado (081)",1476,464,234,386,392
"Obrero (082)",1417,990,170,115,142
"Trabajador independiente (083)",4515,4341,174,,
"Empleador o patrono (084)",216,186,16,10,4
"Trabajador familiar no remunerado (085)",401,377,19,2,3
"Trabajador del hogar (086)",103,103,,,
"De 65 y más años (088)",2140,2000,82,22,36
"Empleado (089)",90,49,17,8,16
"Obrero (090)",328,270,30,11,17
"Trabajador independiente (091)",1465,1439,26,,
"Empleador o patrono (092)",84,78,5,1,
"Trabajador familiar no remunerado (093)",159,150,4,2,3
"Trabajador del hogar (094)",14,14,,,
,,,,,
"RURAL (096)",18218,16384,1006,402,426
"Empleado (097)",721,365,146,97,113
"Obrero (098)",4164,3080,524,265,295
"Trabajador independiente (099)",9243,9022,221,,
"Empleador o patrono (100)",240,222,9,7,2
"Trabajador familiar no remunerado (101)",3680,3525,106,33,16
"Trabajador del hogar (102)",170,170,,,
"De 06 a 14 años (104)",409,375,15,7,12
"Empleado (105)",2,2,,,
"Obrero (106)",61,46,4,1,10
"Trabajador independiente (107)",58,57,1,,
"Trabajador familiar no remunerado (109)",286,268,10,6,2
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",5522,4808,365,142,207
"Empleado (113)",241,134,35,33,39
"Obrero (114)",1591,1117,221,95,158
"Trabajador independiente (115)",1808,1759,49,,
"Empleador o patrono (116)",43,33,6,3,1
"Trabajador familiar no remunerado (117)",1718,1644,54,11,9
"Trabajador del hogar (118)",121,121,,,
"De 30 a 44 años (120)",5447,4799,359,166,123
"Empleado (121)",304,139,76,43,46
"Obrero (122)",1387,1020,180,113,74
"Trabajador independiente (123)",2842,2760,82,,
"Empleador o patrono (124)",75,74,,,1
"Trabajador familiar no remunerado (125)",812,779,21,10,2
"Trabajador del hogar (126)",27,27,,,
"De 45 a 64 años (128)",4924,4546,224,76,78
"Empleado (129)",157,75,34,20,28
"Obrero (130)",928,730,104,46,48
"Trabajador independiente (131)",3120,3049,71,,
"Empleador o patrono (132)",87,81,2,4,
"Trabajador familiar no remunerado (133)",612,591,13,6,2
"Trabajador del hogar (134)",20,20,,,
"De 65 y más años (136)",1916,1856,43,11,6
"Empleado (137)",17,15,1,1,
"Obrero (138)",197,167,15,10,5
"Trabajador independiente (139)",1415,1397,18,,
"Empleador o patrono (140)",35,34,1,,
"Trabajador familiar no remunerado (141)",252,243,8,,1
