"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Pesca (024)",12,,1,,,,4,,,7,,
"Explotación de minas y canteras (025)",331,,21,51,16,17,,182,27,17,,
"Industrias manufactureras (026)",247,,10,10,2,,,195,22,8,,
"Suministro de electricidad, gas y agua (027)",7,,,2,,,,1,2,2,,
"Construcción (028)",1446,2,29,143,27,,,35,688,522,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",164,,1,11,1,95,,27,9,20,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",40,,1,2,1,10,,25,1,,,
"Comercio al por mayor (031)",19,,,2,,11,,,5,1,,
"Comercio al por menor (032)",105,,,7,,74,,2,3,19,,
"Hoteles y restaurantes (033)",60,,,13,2,30,,,1,14,,
"Trans., almac. y comunicaciones (034)",243,,,3,2,,,4,204,30,,
"Intermediación financiera (035)",5,,,2,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",56,,14,13,6,15,,,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",161,8,15,23,30,,,3,13,20,49,
"Enseñanza (038)",105,2,91,7,3,,,,,2,,
"Servicios sociales y de salud (039)",38,,9,20,2,2,,1,2,2,,
"Otras activ. serv.comun.soc y personales (040)",47,,2,14,2,,,1,,28,,
"Hogares privados con servicio doméstico (041)",3,,,,,,,,,3,,
"Actividad economica no especificada (043)",23,,,2,6,,,,,,,15
"Mujeres (044)",1189,3,108,95,83,289,95,15,46,402,1,52
"Agric., ganadería, caza y silvicultura (045)",215,,2,1,4,2,94,,1,111,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",10,,,1,1,,,1,,7,,
"Industrias manufactureras (048)",18,,,2,,,,13,2,1,,
"Suministro de electricidad, gas y agua (049)",4,,,1,2,,,,,1,,
"Construcción (050)",147,,6,13,11,,,1,39,77,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",213,,1,13,3,161,,,,35,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,,,,1,4,,,,,,
"Comercio al por mayor (053)",14,,1,3,2,8,,,,,,
"Comercio al por menor (054)",194,,,10,,149,,,,35,,
"Hoteles y restaurantes (055)",215,,1,14,4,113,,,,83,,
"Trans., almac. y comunicaciones (056)",16,,,2,7,1,,,3,3,,
"Intermediación financiera (057)",5,,1,,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",17,,3,2,4,5,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",52,3,2,5,33,,,,,8,1,
"Enseñanza (060)",86,,81,1,3,,,,,1,,
"Servicios sociales y de salud (061)",53,,11,35,2,1,,,,4,,
"Otras activ. serv.comun.soc y personales (062)",38,,,4,2,6,,,,26,,
"Hogares privados con servicio doméstico (063)",42,,,,,,,,,42,,
"Actividad economica no especificada (065)",57,,,1,4,,,,,,,52
,,,,,,,,,,,,
"URBANA (066)",3821,13,256,391,174,391,288,381,752,1097,39,39
"Agric., ganadería, caza y silvicultura (067)",569,1,3,14,9,3,284,6,19,230,,
"Pesca (068)",11,,1,,,,4,,,6,,
"Explotación de minas y canteras (069)",339,,21,51,17,17,,182,27,24,,
"Industrias manufactureras (070)",155,,2,7,,,,130,8,8,,
"Suministro de electricidad, gas y agua (071)",10,,,3,2,,,1,2,2,,
"Construcción (072)",1272,2,35,147,27,,,31,494,536,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",324,,2,18,4,221,,25,9,45,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",39,,1,2,2,10,,23,1,,,
"Comercio al por mayor (075)",31,,1,3,2,19,,,5,1,,
"Comercio al por menor (076)",254,,,13,,192,,2,3,44,,
"Hoteles y restaurantes (077)",251,,1,27,6,122,,,1,94,,
"Trans., almac. y comunicaciones (078)",218,,,5,9,1,,1,176,26,,
"Intermediación financiera (079)",10,,1,2,6,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",69,,15,14,10,19,,,3,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",195,9,17,28,62,,,3,13,24,39,
"Enseñanza (082)",153,1,137,8,6,,,,,1,,
"Servicios sociales y de salud (083)",78,,19,47,3,2,,1,,6,,
"Otras activ. serv.comun.soc y personales (084)",78,,2,18,3,6,,1,,48,,
"Hogares privados con servicio doméstico (085)",38,,,,,,,,,38,,
"Actividad economica no especificada (087)",51,,,2,10,,,,,,,39
"Hombres (088)",2911,11,165,305,94,139,262,368,714,803,38,12
"Agric., ganadería, caza y silvicultura (089)",511,1,3,13,6,2,259,6,18,203,,
"Pesca (090)",10,,1,,,,3,,,6,,
"Explotación de minas y canteras (091)",329,,21,50,16,17,,181,27,17,,
"Industrias manufactureras (092)",141,,2,7,,,,119,6,7,,
"Suministro de electricidad, gas y agua (093)",6,,,2,,,,1,2,1,,
"Construcción (094)",1142,2,29,135,17,,,30,463,466,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",135,,1,6,1,76,,25,9,17,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",36,,1,2,1,8,,23,1,,,
"Comercio al por mayor (097)",17,,,,,11,,,5,1,,
"Comercio al por menor (098)",82,,,4,,57,,2,3,16,,
"Hoteles y restaurantes (099)",58,,,13,2,28,,,1,14,,
"Trans., almac. y comunicaciones (100)",202,,,3,2,,,1,173,23,,
"Intermediación financiera (101)",5,,,2,3,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",52,,12,12,6,14,,,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",144,7,15,23,29,,,3,13,16,38,
"Enseñanza (104)",82,1,71,7,3,,,,,,,
"Servicios sociales y de salud (105)",32,,8,17,2,2,,1,,2,,
"Otras activ. serv.comun.soc y personales (106)",40,,2,14,1,,,1,,22,,
"Hogares privados con servicio doméstico (107)",3,,,,,,,,,3,,
"Actividad economica no especificada (109)",19,,,1,6,,,,,,,12
"Mujeres (110)",910,2,91,86,80,252,26,13,38,294,1,27
"Agric., ganadería, caza y silvicultura (111)",58,,,1,3,1,25,,1,27,,
"Pesca (112)",1,,,,,,1,,,,,
"Explotación de minas y canteras (113)",10,,,1,1,,,1,,7,,
"Industrias manufactureras (114)",14,,,,,,,11,2,1,,
"Suministro de electricidad, gas y agua (115)",4,,,1,2,,,,,1,,
"Construcción (116)",130,,6,12,10,,,1,31,70,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",189,,1,12,3,145,,,,28,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,,1,2,,,,,,
"Comercio al por mayor (119)",14,,1,3,2,8,,,,,,
"Comercio al por menor (120)",172,,,9,,135,,,,28,,
"Hoteles y restaurantes (121)",193,,1,14,4,94,,,,80,,
"Trans., almac. y comunicaciones (122)",16,,,2,7,1,,,3,3,,
"Intermediación financiera (123)",5,,1,,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",17,,3,2,4,5,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",51,2,2,5,33,,,,,8,1,
"Enseñanza (126)",71,,66,1,3,,,,,1,,
"Servicios sociales y de salud (127)",46,,11,30,1,,,,,4,,
"Otras activ. serv.comun.soc y personales (128)",38,,,4,2,6,,,,26,,
"Hogares privados con servicio doméstico (129)",35,,,,,,,,,35,,
"Actividad economica no especificada (131)",32,,,1,4,,,,,,,27
,,,,,,,,,,,,
"RURAL (132)",1684,3,48,34,18,59,674,89,289,431,11,28
"Agric., ganadería, caza y silvicultura (133)",1014,,2,3,2,1,673,,7,326,,
"Pesca (134)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (135)",2,,,1,,,,1,,,,
"Industrias manufactureras (136)",110,,8,5,2,,,78,16,1,,
"Suministro de electricidad, gas y agua (137)",1,,,,,,,,,1,,
"Construcción (138)",321,,,9,11,,,5,233,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",53,,,6,,35,,2,,10,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,,,4,,2,,,,
"Comercio al por mayor (141)",2,,,2,,,,,,,,
"Comercio al por menor (142)",45,,,4,,31,,,,10,,
"Hoteles y restaurantes (143)",24,,,,,21,,,,3,,
"Trans., almac. y comunicaciones (144)",41,,,,,,,3,31,7,,
"Activid.inmobil., empres. y alquileres (146)",4,,2,1,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",18,2,,,1,,,,,4,11,
"Enseñanza (148)",38,1,35,,,,,,,2,,
"Servicios sociales y de salud (149)",13,,1,8,1,1,,,2,,,
"Otras activ. serv.comun.soc y personales (150)",7,,,,1,,,,,6,,
"Hogares privados con servicio doméstico (151)",7,,,,,,,,,7,,
"Actividad economica no especificada (153)",29,,,1,,,,,,,,28
"Hombres (154)",1405,2,31,25,15,22,605,87,281,323,11,3
"Agric., ganadería, caza y silvicultura (155)",857,,,3,1,,604,,7,242,,
"Pesca (156)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (157)",2,,,1,,,,1,,,,
"Industrias manufactureras (158)",106,,8,3,2,,,76,16,1,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,,,1,,
"Construcción (160)",304,,,8,10,,,5,225,56,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",29,,,5,,19,,2,,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,,,2,,2,,,,
"Comercio al por mayor (163)",2,,,2,,,,,,,,
"Comercio al por menor (164)",23,,,3,,17,,,,3,,
"Hoteles y restaurantes (165)",2,,,,,2,,,,,,
"Trans., almac. y comunicaciones (166)",41,,,,,,,3,31,7,,
"Activid.inmobil., empres. y alquileres (168)",4,,2,1,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",17,1,,,1,,,,,4,11,
"Enseñanza (170)",23,1,20,,,,,,,2,,
"Servicios sociales y de salud (171)",6,,1,3,,,,,2,,,
"Otras activ. serv.comun.soc y personales (172)",7,,,,1,,,,,6,,
"Actividad economica no especificada (175)",4,,,1,,,,,,,,3
"Mujeres (176)",279,1,17,9,3,37,69,2,8,108,,25
"Agric., ganadería, caza y silvicultura (177)",157,,2,,1,1,69,,,84,,
"Industrias manufactureras (180)",4,,,2,,,,2,,,,
"Construcción (182)",17,,,1,1,,,,8,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,,,1,,16,,,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por menor (186)",22,,,1,,14,,,,7,,
"Hoteles y restaurantes (187)",22,,,,,19,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,1,,,,,,,,,,
"Enseñanza (192)",15,,15,,,,,,,,,
"Servicios sociales y de salud (193)",7,,,5,1,1,,,,,,
"Hogares privados con servicio doméstico (195)",7,,,,,,,,,7,,
"Actividad economica no especificada (197)",25,,,,,,,,,,,25
