"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",167,4,71,51,32,9
"Hogares privados con servicio doméstico (042)",22,4,14,,2,2
"Actividad economica no especificada (044)",85,1,15,31,26,12
"Desocupado (045)",384,1,181,112,70,20
"Mujeres (046)",5145,81,1534,1932,1264,334
"Agric., ganadería, caza y silvicultura (047)",2181,41,584,727,617,212
"Pesca (048)",5,,1,4,,
"Explotación de minas y canteras (049)",40,,19,17,4,
"Industrias manufactureras (050)",116,3,40,34,34,5
"Construcción (052)",19,1,9,7,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",912,9,242,374,237,50
"Venta, mant.y rep. veh.autom.y motoc. (054)",5,,1,,4,
"Comercio al por mayor (055)",26,,8,9,5,4
"Comercio al por menor (056)",881,9,233,365,228,46
"Hoteles y restaurantes (057)",373,6,119,131,93,24
"Trans., almac. y comunicaciones (058)",77,1,49,18,9,
"Intermediación financiera (059)",7,,,4,3,
"Activid.inmobil., empres. y alquileres (060)",77,,32,33,9,3
"Admin.pub. y defensa; p. segur.soc afil (061)",177,,60,87,28,2
"Enseñanza (062)",392,,71,233,86,2
"Servicios sociales y de salud (063)",117,,21,64,31,1
"Otras activ. serv.comun.soc y personales (064)",128,3,48,48,25,4
"Hogares privados con servicio doméstico (065)",198,15,112,45,20,6
"Actividad economica no especificada (067)",174,,47,59,48,20
"Desocupado (068)",152,2,80,47,19,4
,,,,,,
"URBANA (069)",9806,173,2875,3647,2457,654
"Agric., ganadería, caza y silvicultura (070)",3365,97,805,1006,1019,438
"Pesca (071)",43,,19,17,5,2
"Explotación de minas y canteras (072)",1064,,321,539,204,
"Industrias manufactureras (073)",382,15,148,123,80,16
"Suministro de electricidad, gas y agua (074)",30,,11,8,11,
"Construcción (075)",596,3,259,217,110,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1268,18,323,485,358,84
"Venta, mant.y rep. veh.autom.y motoc. (077)",109,,36,41,30,2
"Comercio al por mayor (078)",51,,15,19,11,6
"Comercio al por menor (079)",1108,18,272,425,317,76
"Hoteles y restaurantes (080)",422,10,152,135,97,28
"Trans., almac. y comunicaciones (081)",449,5,184,169,86,5
"Intermediación financiera (082)",14,,1,6,7,
"Activid.inmobil., empres. y alquileres (083)",197,1,66,73,51,6
"Admin.pub. y defensa; p. segur.soc afil (084)",409,,96,208,100,5
"Enseñanza (085)",481,,78,288,111,4
"Servicios sociales y de salud (086)",167,,25,85,54,3
"Otras activ. serv.comun.soc y personales (087)",236,6,88,83,47,12
"Hogares privados con servicio doméstico (088)",154,15,91,32,12,4
"Actividad economica no especificada (090)",191,1,45,64,56,25
"Desocupado (091)",338,2,163,109,49,15
"Hombres (092)",6432,115,1889,2321,1650,457
"Agric., ganadería, caza y silvicultura (093)",2361,74,578,647,728,334
"Pesca (094)",42,,19,16,5,2
"Explotación de minas y canteras (095)",1036,,305,531,200,
"Industrias manufactureras (096)",282,12,114,93,50,13
"Suministro de electricidad, gas y agua (097)",30,,11,8,11,
"Construcción (098)",581,2,251,213,109,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",523,9,123,182,165,44
"Venta, mant.y rep. veh.autom.y motoc. (100)",105,,36,41,26,2
"Comercio al por mayor (101)",28,,8,10,8,2
"Comercio al por menor (102)",390,9,79,131,131,40
"Hoteles y restaurantes (103)",114,5,52,26,21,10
"Trans., almac. y comunicaciones (104)",389,4,144,155,81,5
"Intermediación financiera (105)",8,,1,3,4,
"Activid.inmobil., empres. y alquileres (106)",136,1,37,51,44,3
"Admin.pub. y defensa; p. segur.soc afil (107)",265,,49,135,77,4
"Enseñanza (108)",162,,23,92,45,2
"Servicios sociales y de salud (109)",68,,8,32,26,2
"Otras activ. serv.comun.soc y personales (110)",122,4,46,38,25,9
"Hogares privados con servicio doméstico (111)",12,2,7,,1,2
"Actividad economica no especificada (113)",71,1,12,27,21,10
"Desocupado (114)",230,1,109,72,37,11
"Mujeres (115)",3374,58,986,1326,807,197
"Agric., ganadería, caza y silvicultura (116)",1004,23,227,359,291,104
"Pesca (117)",1,,,1,,
"Explotación de minas y canteras (118)",28,,16,8,4,
"Industrias manufactureras (119)",100,3,34,30,30,3
"Construcción (121)",15,1,8,4,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",745,9,200,303,193,40
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,,,4,
"Comercio al por mayor (124)",23,,7,9,3,4
"Comercio al por menor (125)",718,9,193,294,186,36
"Hoteles y restaurantes (126)",308,5,100,109,76,18
"Trans., almac. y comunicaciones (127)",60,1,40,14,5,
"Intermediación financiera (128)",6,,,3,3,
"Activid.inmobil., empres. y alquileres (129)",61,,29,22,7,3
"Admin.pub. y defensa; p. segur.soc afil (130)",144,,47,73,23,1
"Enseñanza (131)",319,,55,196,66,2
"Servicios sociales y de salud (132)",99,,17,53,28,1
"Otras activ. serv.comun.soc y personales (133)",114,2,42,45,22,3
"Hogares privados con servicio doméstico (134)",142,13,84,32,11,2
"Actividad economica no especificada (136)",120,,33,37,35,15
"Desocupado (137)",108,1,54,37,12,4
,,,,,,
"RURAL (138)",7209,68,2067,2519,1897,658
"Agric., ganadería, caza y silvicultura (139)",4698,55,1177,1465,1422,579
"Pesca (140)",197,2,78,80,34,3
"Explotación de minas y canteras (141)",609,,235,318,55,1
"Industrias manufactureras (142)",107,,45,24,30,8
"Suministro de electricidad, gas y agua (143)",13,,3,6,3,1
"Construcción (144)",263,1,90,112,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",295,2,92,109,74,18
"Venta, mant.y rep. veh.autom.y motoc. (146)",37,,19,16,1,1
"Comercio al por mayor (147)",9,,4,1,4,
"Comercio al por menor (148)",249,2,69,92,69,17
"Hoteles y restaurantes (149)",105,1,33,38,25,8
"Trans., almac. y comunicaciones (150)",148,1,43,69,28,7
"Intermediación financiera (151)",2,,,2,,
"Activid.inmobil., empres. y alquileres (152)",113,,27,66,18,2
"Admin.pub. y defensa; p. segur.soc afil (153)",127,,35,56,33,3
"Enseñanza (154)",111,,21,53,36,1
"Servicios sociales y de salud (155)",30,,7,16,7,
"Otras activ. serv.comun.soc y personales (156)",59,1,31,16,10,1
"Hogares privados con servicio doméstico (157)",66,4,35,13,10,4
"Actividad economica no especificada (159)",68,,17,26,18,7
"Desocupado (160)",198,1,98,50,40,9
"Hombres (161)",5438,45,1519,1913,1440,521
"Agric., ganadería, caza y silvicultura (162)",3521,37,820,1097,1096,471
"Pesca (163)",193,2,77,77,34,3
"Explotación de minas y canteras (164)",597,,232,309,55,1
"Industrias manufactureras (165)",91,,39,20,26,6
"Suministro de electricidad, gas y agua (166)",13,,3,6,3,1
"Construcción (167)",259,1,89,109,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",128,2,50,38,30,8
"Venta, mant.y rep. veh.autom.y motoc. (169)",36,,18,16,1,1
"Comercio al por mayor (170)",6,,3,1,2,
"Comercio al por menor (171)",86,2,29,21,27,7
"Hoteles y restaurantes (172)",40,,14,16,8,2
"Trans., almac. y comunicaciones (173)",131,1,34,65,24,7
"Intermediación financiera (174)",1,,,1,,
"Activid.inmobil., empres. y alquileres (175)",97,,24,55,16,2
"Admin.pub. y defensa; p. segur.soc afil (176)",94,,22,42,28,2
"Enseñanza (177)",38,,5,16,16,1
"Servicios sociales y de salud (178)",12,,3,5,4,
"Otras activ. serv.comun.soc y personales (179)",45,,25,13,7,
"Hogares privados con servicio doméstico (180)",10,2,7,,1,
"Actividad economica no especificada (182)",14,,3,4,5,2
"Desocupado (183)",154,,72,40,33,9
"Mujeres (184)",1771,23,548,606,457,137
"Agric., ganadería, caza y silvicultura (185)",1177,18,357,368,326,108
"Pesca (186)",4,,1,3,,
"Explotación de minas y canteras (187)",12,,3,9,,
"Industrias manufactureras (188)",16,,6,4,4,2
"Construcción (190)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",167,,42,71,44,10
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",3,,1,,2,
"Comercio al por menor (194)",163,,40,71,42,10
"Hoteles y restaurantes (195)",65,1,19,22,17,6
"Trans., almac. y comunicaciones (196)",17,,9,4,4,
"Intermediación financiera (197)",1,,,1,,
"Activid.inmobil., empres. y alquileres (198)",16,,3,11,2,
"Admin.pub. y defensa; p. segur.soc afil (199)",33,,13,14,5,1
"Enseñanza (200)",73,,16,37,20,
"Servicios sociales y de salud (201)",18,,4,11,3,
"Otras activ. serv.comun.soc y personales (202)",14,1,6,3,3,1
"Hogares privados con servicio doméstico (203)",56,2,28,13,9,4
"Actividad economica no especificada (205)",54,,14,22,13,5
"Desocupado (206)",44,1,26,10,7,
