"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",27,1,1,10,10,5
"Educación inicial (032)",1,,1,,,
"Primaria (033)",168,5,39,51,47,26
"Secundaria (034)",457,1,302,104,46,4
"Superior no univ. incompleta (035)",104,,74,25,5,
"Superior no univ. completa (036)",133,,77,45,11,
"Superior univ. incompleta (037)",46,,28,14,4,
"Superior univ. completa (038)",60,,25,21,13,1
"No PEA (040)",11359,3497,3389,1504,1469,1500
"Sin nivel (041)",1047,51,43,137,310,506
"Educación inicial (042)",256,242,9,5,,
"Primaria (043)",4683,2427,286,539,717,714
"Secundaria (044)",3388,777,1746,490,249,126
"Superior no univ. incompleta (045)",1002,,843,99,30,30
"Superior no univ. completa (046)",381,,173,97,69,42
"Superior univ. incompleta (047)",329,,233,56,25,15
"Superior univ. completa (048)",273,,56,81,69,67
,,,,,,
"URBANA (060)",9777,1544,3124,2264,1728,1117
"Sin nivel (061)",489,15,12,79,141,242
"Educación inicial (062)",93,85,4,4,,
"Primaria (063)",2972,1077,176,429,702,588
"Secundaria (064)",3134,367,1448,736,444,139
"Superior no univ. incompleta (065)",929,,735,145,39,10
"Superior no univ. completa (066)",871,,368,327,134,42
"Superior univ. incompleta (067)",381,,203,102,57,19
"Superior univ. completa (068)",908,,178,442,211,77
"PEA (070)",4971,52,1518,1689,1184,528
"Sin nivel (071)",181,,5,39,65,72
"Educación inicial (072)",4,2,,2,,
"Primaria (073)",1133,27,96,248,449,313
"Secundaria (074)",1703,23,717,542,343,78
"Superior no univ. incompleta (075)",334,,200,100,29,5
"Superior no univ. completa (076)",687,,278,292,99,18
"Superior univ. incompleta (077)",212,,81,78,42,11
"Superior univ. completa (078)",717,,141,388,157,31
"Ocupada (080)",4643,50,1342,1592,1136,523
"Sin nivel (081)",175,,5,36,63,71
"Educación inicial (082)",4,2,,2,,
"Primaria (083)",1092,26,87,233,435,311
"Secundaria (084)",1566,22,638,505,325,76
"Superior no univ. incompleta (085)",299,,172,94,28,5
"Superior no univ. completa (086)",627,,240,276,93,18
"Superior univ. incompleta (087)",192,,71,70,40,11
"Superior univ. completa (088)",688,,129,376,152,31
"Desocupada (090)",328,2,176,97,48,5
"Sin nivel (091)",6,,,3,2,1
"Primaria (093)",41,1,9,15,14,2
"Secundaria (094)",137,1,79,37,18,2
"Superior no univ. incompleta (095)",35,,28,6,1,
"Superior no univ. completa (096)",60,,38,16,6,
"Superior univ. incompleta (097)",20,,10,8,2,
"Superior univ. completa (098)",29,,12,12,5,
"No PEA (100)",4806,1492,1606,575,544,589
"Sin nivel (101)",308,15,7,40,76,170
"Educación inicial (102)",89,83,4,2,,
"Primaria (103)",1839,1050,80,181,253,275
"Secundaria (104)",1431,344,731,194,101,61
"Superior no univ. incompleta (105)",595,,535,45,10,5
"Superior no univ. completa (106)",184,,90,35,35,24
"Superior univ. incompleta (107)",169,,122,24,15,8
"Superior univ. completa (108)",191,,37,54,54,46
,,,,,,
"RURAL (120)",12779,2096,3651,2917,2462,1653
"Sin nivel (121)",1168,38,60,181,384,505
"Educación inicial (122)",172,160,8,4,,
"Primaria (123)",4586,1434,408,774,1115,855
"Secundaria (124)",4272,464,2001,1045,614,148
"Superior no univ. incompleta (125)",916,,552,248,78,38
"Superior no univ. completa (126)",782,,312,330,102,38
"Superior univ. incompleta (127)",379,,197,121,44,17
"Superior univ. completa (128)",504,,113,214,125,52
"PEA (130)",6226,91,1868,1988,1537,742
"Sin nivel (131)",429,2,24,84,150,169
"Educación inicial (132)",5,1,3,1,,
"Primaria (133)",1742,57,202,416,651,416
"Secundaria (134)",2315,31,986,749,466,83
"Superior no univ. incompleta (135)",509,,244,194,58,13
"Superior no univ. completa (136)",585,,229,268,68,20
"Superior univ. incompleta (137)",219,,86,89,34,10
"Superior univ. completa (138)",422,,94,187,110,31
"Ocupada (140)",5558,86,1497,1815,1449,711
"Sin nivel (141)",408,1,23,77,142,165
"Educación inicial (142)",4,1,2,1,,
"Primaria (143)",1615,53,172,380,618,392
"Secundaria (144)",1995,31,763,682,438,81
"Superior no univ. incompleta (145)",440,,198,175,54,13
"Superior no univ. completa (146)",512,,190,239,63,20
"Superior univ. incompleta (147)",193,,68,83,32,10
"Superior univ. completa (148)",391,,81,178,102,30
"Desocupada (150)",668,5,371,173,88,31
"Sin nivel (151)",21,1,1,7,8,4
"Educación inicial (152)",1,,1,,,
"Primaria (153)",127,4,30,36,33,24
"Secundaria (154)",320,,223,67,28,2
"Superior no univ. incompleta (155)",69,,46,19,4,
"Superior no univ. completa (156)",73,,39,29,5,
"Superior univ. incompleta (157)",26,,18,6,2,
"Superior univ. completa (158)",31,,13,9,8,1
"No PEA (160)",6553,2005,1783,929,925,911
"Sin nivel (161)",739,36,36,97,234,336
"Educación inicial (162)",167,159,5,3,,
"Primaria (163)",2844,1377,206,358,464,439
"Secundaria (164)",1957,433,1015,296,148,65
"Superior no univ. incompleta (165)",407,,308,54,20,25
"Superior no univ. completa (166)",197,,83,62,34,18
"Superior univ. incompleta (167)",160,,111,32,10,7
"Superior univ. completa (168)",82,,19,27,15,21
