"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",4794,90,4,2406,1717,131,272,59,115
"Esposa(o)/ compa¤era(o) (050)",139,6,,48,65,4,4,5,7
"Hijo(a)/ hijastro(a) (051)",4642,574,261,1891,1674,77,101,31,33
"Yerno/ nuera (052)",173,,,57,77,9,17,6,7
"Nieto(a) (053)",459,110,43,201,90,6,4,3,2
"Padres/ suegros (054)",97,10,,72,13,1,,,1
"Otro(a) pariente (055)",726,67,12,296,281,24,19,12,15
"Trabajador(a) del hogar (056)",8,1,,1,6,,,,
"Pensionista (057)",44,,,9,25,4,3,,3
"Otro(a) no pariente (058)",231,10,1,67,95,13,19,10,16
"Mujeres (060)",10423,1011,312,5093,3269,231,317,74,116
"Jefe o Jefa (061)",783,53,1,403,233,23,39,9,22
"Esposa(o)/ compa¤era(o) (062)",4231,192,6,2384,1326,80,165,26,52
"Hijo(a)/ hijastro(a) (063)",3694,514,237,1526,1227,76,65,29,20
"Yerno/ nuera (064)",253,4,,88,131,14,12,3,1
"Nieto(a) (065)",458,112,45,198,84,9,7,2,1
"Padres/ suegros (066)",237,62,,171,2,1,,,1
"Otro(a) pariente (067)",537,65,20,243,167,16,14,2,10
"Trabajador(a) del hogar (068)",68,2,,36,28,2,,,
"Pensionista (069)",25,,,6,12,2,2,,3
"Otro(a) no pariente (070)",137,7,3,38,59,8,13,3,6
,,,,,,,,,
"RURAL (072)",13029,2071,260,8075,2413,71,80,27,32
"Jefe o Jefa (073)",3284,263,,2230,725,17,28,9,12
"Esposa(o)/ compa¤era(o) (074)",2645,405,3,1755,441,11,20,2,8
"Hijo(a)/ hijastro(a) (075)",5353,1085,213,3094,898,28,18,11,6
"Yerno/ nuera (076)",190,7,,102,72,3,5,1,
"Nieto(a) (077)",383,121,26,181,54,1,,,
"Padres/ suegros (078)",147,67,,75,4,,,,1
"Otro(a) pariente (079)",856,112,18,540,168,9,3,3,3
"Trabajador(a) del hogar (080)",18,,,14,4,,,,
"Pensionista (081)",2,,,1,1,,,,
"Otro(a) no pariente (082)",151,11,,83,46,2,6,1,2
"Hombres (084)",7143,927,130,4412,1545,44,49,19,17
"Jefe o Jefa (085)",2990,198,,2058,675,14,26,9,10
"Esposa(o)/ compa¤era(o) (086)",56,5,,29,18,1,3,,
"Hijo(a)/ hijastro(a) (087)",3067,580,109,1732,608,15,12,7,4
"Yerno/ nuera (088)",79,3,,43,28,3,2,,
"Nieto(a) (089)",201,65,13,86,36,1,,,
"Padres/ suegros (090)",47,12,,33,2,,,,
"Otro(a) pariente (091)",567,54,8,356,133,8,3,2,3
"Trabajador(a) del hogar (092)",6,,,5,1,,,,
"Pensionista (093)",2,,,1,1,,,,
"Otro(a) no pariente (094)",128,10,,69,43,2,3,1,
"Mujeres (096)",5886,1144,130,3663,868,27,31,8,15
"Jefe o Jefa (097)",294,65,,172,50,3,2,,2
"Esposa(o)/ compa¤era(o) (098)",2589,400,3,1726,423,10,17,2,8
"Hijo(a)/ hijastro(a) (099)",2286,505,104,1362,290,13,6,4,2
"Yerno/ nuera (100)",111,4,,59,44,,3,1,
"Nieto(a) (101)",182,56,13,95,18,,,,
"Padres/ suegros (102)",100,55,,42,2,,,,1
"Otro(a) pariente (103)",289,58,10,184,35,1,,1,
"Trabajador(a) del hogar (104)",12,,,9,3,,,,
"Otro(a) no pariente (106)",23,1,,14,3,,3,,2
